gene	UCEC	Rank
10993	0.5588755542442498	893.0
81502	0.5583147555728742	894.0
58495	0.5582720996837699	895.0
79930	0.5580724962666445	896.0
8367	0.5580338182837568	897.0
728936	0.5573241984267415	898.0
1311	0.5568191252780967	899.0
10110	0.5552951323259697	900.0
165055	0.5550387364314793	901.0
6197	0.553908000355317	902.0
88745	0.5537076678739948	903.0
219	0.5503859696034963	904.0
154467	0.5485977103786519	905.0
8341	0.548427667567925	906.0
90990	0.5471697568101211	907.0
659	0.5466986287771409	908.0
10675	0.5449369719894396	909.5
29943	0.5449369719894396	909.5
51599	0.5435683378665986	911.0
8565	0.5434727128036803	912.0
3417	0.5396644306649255	913.0
126	0.5385390882885712	914.0
6363	0.5385341922631817	915.0
79895	0.5380134047870407	916.0
4072	0.5372530648151274	917.0
5691	0.5359397822351624	918.0
6768	0.5342644494034818	919.0
1960	0.5337962651170236	920.0
401093	0.5337888053119192	921.0
84939	0.5334836731332318	922.0
6487	0.531974615966507	923.0
33	0.5307976538582476	924.0
10114	0.5305134941198048	925.0
5721	0.5295085419471248	926.0
10580	0.5287896485903231	927.0
8404	0.528062054308504	928.0
54829	0.5266567097775056	929.0
92667	0.5255099410315245	930.0
56105	0.525470697174559	931.0
238	0.5240263040907422	932.0
1240	0.5237142203843033	933.0
3861	0.5206566815124729	934.0
440689	0.5204728070362731	935.0
54567	0.517780565520659	936.0
56099	0.5169548945463137	937.0
51050	0.5164902304685743	938.0
94031	0.5145804399588347	939.0
1515	0.5139261007524382	940.0
4121	0.5129948842420107	941.0
7483	0.512645793278549	942.0
10383	0.5120489540249212	943.0
5795	0.5111997016857328	944.0
56109	0.509552171749444	945.0
113730	0.5087285065924817	946.0
51571	0.5081616315874541	947.0
171024	0.508096308108286	948.0
1789	0.5077112586054091	949.0
23301	0.5076921075196753	950.0
11217	0.5075772653230203	951.0
51657	0.5065514690758411	952.0
974	0.5049958877375111	953.0
85458	0.5045846844305025	954.0
7984	0.5043823877468089	955.0
6614	0.5042451949873403	956.0
57713	0.5042212192235309	957.0
27252	0.5028549250625939	958.0
23548	0.5019141104137227	959.0
56994	0.5009029664783655	960.0
10309	0.5005537697979048	961.0
92359	0.5003810661908851	962.0
131076	0.5003067054552911	963.0
4128	0.500289032199713	964.5
4129	0.500289032199713	964.5
80823	0.5000127459449671	966.0
90102	0.4995107538800877	967.0
401498	0.4989404165290925	968.0
222663	0.4981225604375514	971.0
157574	0.4981225604375514	971.0
9148	0.4981225604375514	971.0
29970	0.4981225604375514	971.0
132299	0.4981225604375514	971.0
3006	0.4975698374877464	974.0
2857	0.4954868949692695	975.0
9447	0.495248708923894	976.0
79816	0.4950519443018377	977.0
25884	0.4947996008226253	978.0
10960	0.4944681188380592	979.0
10213	0.4932141978597755	980.0
5138	0.4930885677178968	981.0
79574	0.4927463416630153	982.0
79017	0.4914945578682583	983.0
5639	0.4910247941460216	984.0
84275	0.4905434112413305	985.0
64146	0.4897863209073318	986.0
8339	0.4886840910885094	987.0
6282	0.4879866219471673	988.0
441027	0.4865496870001183	989.0
7355	0.486446058330217	990.0
285629	0.4860160368443411	991.0
2268	0.4859256546780818	992.0
246243	0.4850604868763825	993.0
57683	0.4840176429989181	994.0
9252	0.482920191970942	995.0
1119	0.4826957186460512	996.5
8526	0.4826957186460512	996.5
149461	0.4824280490797183	998.0
192668	0.4822568608868893	999.0
50617	0.4808347690522247	1000.5
155006	0.4808347690522247	1000.5
29844	0.4789154707645288	1002.0
245973	0.478548250929575	1004.0
525	0.478548250929575	1004.0
534	0.478548250929575	1004.0
8516	0.4766544571035962	1006.0
387758	0.4739688283282277	1007.0
9424	0.4735062768621207	1008.0
57338	0.4712859674583218	1009.0
948	0.4701596790429045	1010.0
57381	0.4685143887378706	1011.0
11245	0.4675717196255009	1012.0
84419	0.4673770618874166	1013.0
57719	0.4671840250593054	1014.0
80346	0.4669943728858212	1015.0
338442	0.4663381427835101	1016.0
1776	0.4660963746427809	1017.0
23500	0.465776760554366	1018.0
79092	0.4639253480577108	1019.0
7431	0.4630287899932524	1020.0
64080	0.4600336216797071	1021.0
3868	0.4597293711810963	1022.0
5268	0.4596880812221002	1023.0
4826	0.459324516275701	1024.0
1478	0.4589028986261292	1025.0
5733	0.4572629438983702	1026.0
56648	0.4562361429948323	1032.0
9071	0.4562361429948323	1032.0
49861	0.4562361429948323	1032.0
53842	0.4562361429948323	1032.0
9633	0.4562361429948323	1032.0
284114	0.4562361429948323	1032.0
5913	0.4562361429948323	1032.0
158584	0.4562361429948323	1032.0
23562	0.4562361429948323	1032.0
728269	0.4562361429948323	1032.0
6649	0.4562361429948323	1032.0
84668	0.455733682464744	1038.0
11095	0.4554166372119816	1039.0
2354	0.45535367474783	1040.0
1556	0.4550418257145247	1041.0
23768	0.4545694214383483	1042.0
93649	0.454443866163751	1043.0
5549	0.4534680069219098	1044.0
140876	0.4533986708098608	1045.5
387509	0.4533986708098608	1045.5
1717	0.4533714742445255	1047.5
6319	0.4533714742445255	1047.5
8343	0.4529581246588816	1049.0
4319	0.4528750540860948	1050.0
6590	0.4526757310544447	1051.0
253461	0.4525059328984409	1052.0
29119	0.4517733531481781	1053.0
2934	0.4512270753087581	1054.0
4314	0.4504042699325539	1055.0
4141	0.4494198729029399	1056.0
128218	0.4478034254823197	1057.0
6096	0.4459199655478253	1058.0
142	0.4457528497738588	1059.0
56963	0.4456311792513802	1060.0
2053	0.4450725127437796	1061.0
155066	0.4448534755905238	1062.0
80183	0.4448380602719413	1063.5
5654	0.4448380602719413	1063.5
54578	0.4437951689704219	1065.0
221895	0.4432887438796188	1067.0
204010	0.4432887438796188	1067.0
8091	0.4432887438796188	1067.0
858	0.4431069424927413	1069.0
283431	0.4425416367929617	1070.0
27161	0.4417662718395494	1071.0
11238	0.4413107572368195	1072.0
5832	0.4409060666435894	1073.0
79791	0.4402440523417285	1074.5
8061	0.4402440523417285	1074.5
54753	0.4395210577001135	1076.0
3956	0.4390986269840946	1077.0
55592	0.438788897246974	1078.0
100128285	0.4385167010509683	1079.0
8497	0.4381901785112301	1080.0
284217	0.4380058877141387	1081.0
81539	0.4378715719542688	1082.0
6036	0.4364536426944629	1083.0
2015	0.4363937389869273	1084.0
1159	0.4351749928509381	1085.5
548596	0.4351749928509381	1085.5
26227	0.4347245279701144	1087.0
4839	0.4345634332573295	1088.0
6236	0.433174233536602	1089.0
3491	0.4330823628316935	1090.0
2784	0.4325466161555302	1092.5
2792	0.4325466161555302	1092.5
10536	0.4325466161555302	1092.5
2788	0.4325466161555302	1092.5
125965	0.431509216033438	1096.5
2701	0.431509216033438	1096.5
10581	0.431509216033438	1096.5
6676	0.431509216033438	1096.5
3357	0.4313683453100623	1099.0
1114	0.4309066326721348	1100.5
2791	0.4309066326721348	1100.5
51232	0.4308214398815793	1102.0
60401	0.4305720292564813	1103.0
10912	0.4296000454910331	1104.0
4131	0.4295247698671952	1105.0
5396	0.4295203263288787	1106.0
100128191	0.42908903954499	1107.0
5818	0.4274085836565929	1108.0
9938	0.427243056086614	1109.0
53342	0.4265058943804254	1110.5
3589	0.4265058943804254	1110.5
6383	0.4249790127263144	1112.0
3305	0.4249771505274537	1114.0
3306	0.4249771505274537	1114.0
3310	0.4249771505274537	1114.0
79804	0.423074847561426	1116.0
3290	0.4209714347023348	1117.0
29949	0.4202134012139758	1120.0
26220	0.4202134012139758	1120.0
58985	0.4202134012139758	1120.0
91133	0.4202134012139758	1120.0
53833	0.4202134012139758	1120.0
2172	0.4201231420149126	1123.0
8722	0.4196396909068114	1124.5
349565	0.4196396909068114	1124.5
85479	0.4194142779020053	1126.0
3232	0.4193849984930772	1128.5
3233	0.4193849984930772	1128.5
3234	0.4193849984930772	1128.5
9891	0.4193849984930772	1128.5
654	0.4190749679460404	1131.5
269	0.4190749679460404	1131.5
4205	0.4190463565893232	1133.0
7108	0.4189540748859429	1134.0
6696	0.4187418896258288	1135.0
10014	0.4186561867842149	1136.0
55243	0.4183244694084312	1137.0
10107	0.41817819019141	1138.0
25890	0.4180267783913141	1139.0
11098	0.4171371342208112	1140.0
81553	0.4166173063435195	1141.0
8045	0.4163667211483048	1142.0
2330	0.4155342482365297	1143.0
3603	0.4147077585760033	1144.0
8336	0.4144054618154836	1145.0
9627	0.4127877244549119	1146.0
2826	0.412398895623169	1147.5
56477	0.412398895623169	1147.5
25896	0.4121430114062048	1149.0
56112	0.4120419461809985	1150.0
55107	0.4120160862804732	1151.0
4242	0.4116649437838439	1152.0
2208	0.4111235479455475	1153.0
25788	0.4108606348362839	1154.0
2056	0.4106409808633672	1155.0
145483	0.4101920895061665	1156.0
205	0.4097120057297613	1157.0
10810	0.4090725394889469	1158.0
85366	0.4086866987816942	1159.0
392255	0.4076852223025017	1160.5
653	0.4076852223025017	1160.5
27244	0.4076697428114706	1162.0
2040	0.4075793475592125	1163.0
1728	0.4060496535838515	1164.0
10344	0.4058036712741191	1165.0
911	0.4054965752501767	1166.0
2620	0.4049442111121151	1167.0
389840	0.4049068596585981	1168.0
55920	0.4044515468456187	1169.0
1489	0.4042734322068503	1171.0
85480	0.4042734322068503	1171.0
4352	0.4042734322068503	1171.0
10395	0.4026846981861343	1173.0
10440	0.4000562907335231	1174.0
7416	0.3994741567047377	1175.0
80194	0.3992315094526198	1176.0
84300	0.3949327784684422	1177.0
57419	0.3918459627619195	1178.0
3880	0.3900996608713773	1179.0
2121	0.3896201696735909	1180.0
1871	0.3868925220883692	1181.0
7409	0.3866876479743089	1182.0
26472	0.3837706750441018	1183.0
790955	0.3830623489476474	1184.0
2675	0.3821038418664383	1185.0
26090	0.3815716134418603	1186.0
3012	0.3808624232727239	1187.0
57496	0.3785779979730835	1188.0
221395	0.3745495039223867	1189.0
57205	0.3743850926793647	1190.0
51616	0.3743327627121196	1191.0
79081	0.3726900091163161	1192.0
51373	0.3706677823256612	1193.0
6495	0.3698941878334837	1194.5
3206	0.3698941878334837	1194.5
63939	0.3692510845164726	1196.0
8348	0.3681830285652073	1197.0
25802	0.368088277018905	1198.0
10983	0.3656454015125923	1199.0
57105	0.3637860507565584	1200.0
113655	0.3615780331647807	1201.0
5437	0.3608551597895065	1202.0
23411	0.3607694364442549	1203.0
4125	0.3604236338462678	1204.0
1525	0.3601807589378105	1205.0
4726	0.3597685120083724	1206.0
151230	0.3577855262475087	1207.0
83463	0.3577143967136031	1208.0
1316	0.3576915309881112	1209.0
2737	0.3569555269569669	1210.0
2194	0.3563554842248062	1211.0
84908	0.3562753947390916	1212.0
283643	0.3547373637490196	1213.0
100133991	0.3514816352447915	1214.0
8581	0.3512619104783513	1215.0
7043	0.3511430581393005	1216.0
144455	0.3479032970019475	1217.0
79652	0.34732187083479	1218.0
2313	0.3471170102260444	1219.0
11080	0.3469135337041568	1220.0
5368	0.3468954602432694	1221.0
8609	0.3461077875044741	1222.0
389072	0.3453022062287773	1223.0
26112	0.3435455080548021	1224.0
23371	0.3426042338904683	1225.0
55619	0.3407037238991044	1226.0
1830	0.3403185266608108	1227.0
54512	0.3396513564668656	1228.0
56300	0.3395225989425252	1229.5
26525	0.3395225989425252	1229.5
7782	0.3386843961557801	1231.0
1193	0.3385376298833052	1232.0
4580	0.337612461078661	1233.0
23077	0.3375151017794439	1234.0
10785	0.3372040534474705	1235.0
23136	0.3348884619811686	1236.0
2081	0.334205015133404	1237.0
1793	0.3333324616070954	1238.0
1999	0.332786467103622	1239.0
118881	0.3327583292495252	1240.0
29901	0.331752103445919	1241.0
149466	0.331616204520204	1242.0
8742	0.3308185081015099	1243.0
1364	0.3300048533742825	1244.0
54899	0.3299686093648584	1245.0
286262	0.3299256816526604	1246.0
257397	0.3287474010541492	1247.0
7200	0.328491946120129	1248.0
8270	0.3279172533136439	1249.0
64928	0.3275594708655647	1250.0
51016	0.3257616229843227	1251.0
2192	0.3255386164130424	1252.0
4548	0.3242501091476488	1253.0
84439	0.3230449349759267	1254.0
146057	0.3227233695465863	1255.0
221178	0.3225578776673531	1256.0
8345	0.3220071007586976	1257.0
56097	0.321891126342723	1258.0
151011	0.3217783685276464	1259.0
158358	0.3217600869197177	1260.0
256586	0.3214478894759169	1261.0
158880	0.3182681127903277	1262.0
132884	0.3171885359079071	1263.0
9881	0.3168126678334495	1264.0
2896	0.3158603480321405	1265.0
92312	0.3157745563375587	1266.0
3572	0.3152172284643648	1267.0
3336	0.3144292802036121	1268.0
1674	0.3137616206966389	1269.0
6698	0.31319184863621	1270.0
4090	0.312339803931549	1271.0
2065	0.3122302348476327	1272.0
162655	0.3112229781461283	1273.0
85235	0.3110400312753894	1274.0
6895	0.3101807275646778	1275.0
1777	0.3096822318328174	1276.0
7543	0.3071487446150429	1277.0
83956	0.3063376208947159	1278.0
160760	0.3052992791437594	1279.5
259282	0.3052992791437594	1279.5
375033	0.3051988667189	1281.0
55753	0.3051715641472007	1282.0
57600	0.3048531940672689	1283.0
5603	0.304771236206722	1284.0
1264	0.3047193583548062	1285.0
6273	0.3033187919601073	1286.0
283349	0.3032229392632307	1287.0
10166	0.3027237922231034	1288.0
8357	0.3017299189683614	1289.0
340075	0.3013461555534209	1290.0
4649	0.300312638533213	1291.0
9033	0.2993796492869167	1292.0
89958	0.2986559620418341	1293.0
1978	0.2979713532101336	1294.0
79713	0.2971870081920562	1295.0
7223	0.2970077592963788	1296.0
53827	0.2966670647564966	1297.0
8355	0.2966474465421235	1298.0
79071	0.296611609588321	1300.0
83401	0.296611609588321	1300.0
9200	0.296611609588321	1300.0
373	0.2964944918025475	1302.0
29923	0.2961528837185005	1303.0
9253	0.2956405921184957	1304.0
51629	0.2951769543438041	1305.0
7450	0.2939816123408199	1306.0
200895	0.2936918586103835	1307.0
84220	0.2931554767628542	1308.0
5311	0.2916038410930419	1309.0
26212	0.2915833261872255	1310.0
26031	0.2894523306215301	1311.0
126695	0.2892944523071725	1312.0
7414	0.2892791870331825	1313.0
4958	0.2891098751366672	1314.0
11215	0.2888513779379467	1315.0
92689	0.2882976280823746	1316.0
23389	0.2881938820025809	1317.0
3664	0.2874489260179469	1318.0
10060	0.2872576915060241	1319.0
8970	0.2871243680776755	1321.0
126961	0.2871243680776755	1321.0
8358	0.2871243680776755	1321.0
64123	0.2870666554571655	1323.0
65249	0.2870412042902982	1324.0
9853	0.2866671906128767	1325.0
90586	0.285856467788669	1326.0
4919	0.2849658955876007	1327.0
8332	0.2847763309576032	1328.0
10486	0.2847048174148048	1329.0
284612	0.2846834030342373	1330.0
55157	0.2846565964343506	1331.0
2014	0.2845977691880716	1332.0
221037	0.2843964787557357	1333.0
56547	0.2841948056837416	1334.0
54845	0.2839305743622777	1335.0
23650	0.2834191905598922	1336.0
80314	0.2832718453387028	1337.0
4033	0.2817996007507609	1338.0
1875	0.2810014954791645	1339.0
8528	0.2800734863106169	1340.0
6886	0.2799610015767236	1341.0
54998	0.2798409758843824	1342.0
152006	0.2796092430405782	1343.0
5139	0.2793966404297441	1344.0
4855	0.2791825965343352	1345.0
388403	0.2788224672515256	1346.0
57523	0.2786808784967087	1348.5
89766	0.2786808784967087	1348.5
57758	0.2786808784967087	1348.5
25758	0.2786808784967087	1348.5
122618	0.2786405014232853	1351.0
6362	0.2784017433608555	1352.0
388714	0.2775295847831753	1353.0
54587	0.2773515721513039	1354.0
92285	0.2757674780554232	1355.0
375287	0.2757520027167442	1356.0
10053	0.2756487978377135	1357.0
257019	0.2755150117301766	1358.0
51313	0.2754137544658391	1359.0
26524	0.2753820480515278	1360.0
7082	0.2751729877752064	1361.0
1136	0.275085291973187	1362.0
10	0.2747131139817893	1363.0
4099	0.274612086885226	1364.0
25832	0.2739600642421096	1365.0
225	0.2737929373405217	1366.0
10451	0.2737357636836262	1367.0
85352	0.273476541620589	1368.0
947	0.2732949412990368	1369.0
54329	0.273225833511141	1370.0
6183	0.2727876432806877	1371.0
25953	0.2722248446987218	1372.0
10129	0.2718718578512372	1373.0
2041	0.2717987893840721	1374.0
5118	0.2716621824430829	1375.0
1373	0.2710230688541987	1377.0
2875	0.2710230688541987	1377.0
84706	0.2710230688541987	1377.0
56475	0.2710230688541065	1381.5
9540	0.2710230688541065	1381.5
55240	0.2710230688541065	1381.5
6615	0.2710230688541065	1381.5
79755	0.2710230688541065	1381.5
200058	0.2710230688541065	1381.5
386617	0.2709606913904137	1385.0
65263	0.2702533995150086	1386.0
8411	0.2695371143017186	1387.0
57515	0.2693572176253345	1388.0
22918	0.2693125256597941	1389.0
22901	0.2692695441443166	1392.0
4036	0.2692695441443166	1392.0
55353	0.2692695441443166	1392.0
3757	0.2692695441443166	1392.0
5641	0.2692695441443166	1392.0
9563	0.2692695441443086	1395.0
2810	0.2688749939705149	1396.0
2323	0.268838964640274	1397.0
27294	0.2667418365666159	1398.0
9867	0.2665617609717013	1399.0
2171	0.2659247939521197	1402.0
1622	0.2659247939521197	1402.0
128178	0.2659247939521197	1402.0
729359	0.2659247939521197	1402.0
391123	0.2659247939521197	1402.0
79987	0.2659094465522427	1405.0
5028	0.2655601960870035	1406.0
1048	0.2649055810566947	1407.0
366	0.2644204014306918	1408.0
1757	0.2643265274531763	1410.0
9945	0.2643265274531763	1410.0
11247	0.2643265274531763	1410.0
3854	0.2640867652266249	1412.0
931	0.2640858632857489	1413.0
6583	0.2612630797608208	1416.0
284440	0.2612630797608208	1416.0
653639	0.2612630797608208	1416.0
2819	0.2612630797608208	1416.0
196051	0.2612630797608208	1416.0
85301	0.2600502183623907	1419.0
7077	0.2593731517544675	1420.0
9590	0.2591090428221049	1421.0
284338	0.2584143217349566	1422.0
7037	0.2577919619419254	1423.0
472	0.2577073925182065	1424.0
50848	0.2572459880163344	1425.0
11279	0.2569630503762191	1427.0
83992	0.2569630503762191	1427.0
8739	0.2569630503762191	1427.0
25932	0.2567895763781332	1429.0
26224	0.2556636408620945	1430.0
4758	0.2555998508428914	1431.0
10553	0.255599850842883	1432.0
115019	0.2555998508428664	1436.0
65010	0.2555998508428664	1436.0
4025	0.2555998508428664	1436.0
9068	0.2555998508428664	1436.0
2331	0.2555998508428664	1436.0
2258	0.2555998508428664	1436.0
5308	0.2555998508428664	1436.0
130132	0.2555363967163866	1440.0
284119	0.2553254782919644	1441.0
3158	0.2552641177048915	1442.0
200894	0.254495095459428	1443.0
7018	0.2542686582405769	1444.0
29113	0.2539346885690343	1445.0
79444	0.2536145520736763	1446.0
55529	0.2530255852121951	1447.0
6272	0.2529678485125633	1448.0
5625	0.2529678485124828	1451.5
79814	0.2529678485124828	1451.5
1160	0.2529678485124828	1451.5
113451	0.2529678485124828	1451.5
1158	0.2529678485124828	1451.5
112849	0.2529678485124828	1451.5
81607	0.2529269860510715	1455.0
715	0.2525570003764703	1456.0
23515	0.2525490551204195	1457.0
4023	0.2521167753616136	1459.0
1593	0.2521167753616136	1459.0
8309	0.2521167753616136	1459.0
250	0.2519721152991729	1461.0
286887	0.2518188960468808	1462.0
9131	0.2516959203947136	1463.0
9289	0.2516867283050804	1464.0
57514	0.2512774594629683	1465.0
4318	0.2512757509518842	1466.0
22821	0.2508812223388813	1467.0
95	0.2506133204165853	1468.0
51804	0.2505835953670895	1469.0
495	0.2504514832391555	1470.5
479	0.2504514832391555	1470.5
56925	0.2504514832391471	1474.5
339451	0.2504514832391471	1474.5
1565	0.2504514832391471	1474.5
11001	0.2504514832391471	1474.5
83742	0.2504514832391471	1474.5
81617	0.2504514832391471	1474.5
5590	0.2502348685325005	1478.0
9353	0.2498470244973332	1479.0
3373	0.2498391667821631	1481.0
252995	0.2498391667821631	1481.0
8372	0.2498391667821631	1481.0
203430	0.2497334318803261	1483.0
80114	0.2488048258384541	1484.0
64118	0.2486667214791043	1485.0
441631	0.2486538841611279	1486.0
3713	0.2484843251953986	1487.0
4675	0.2483751453038265	1488.0
353500	0.2482239461749847	1489.0
57111	0.248088191389527	1490.0
6707	0.2477812303962074	1491.0
79800	0.2474815553677846	1492.0
65998	0.2474384454771429	1493.0
254956	0.2474351368853215	1494.0
136853	0.2468925473294506	1495.0
25984	0.2468706543827184	1498.5
3852	0.2468706543827184	1498.5
2852	0.2468706543827184	1498.5
8688	0.2468706543827184	1498.5
3963	0.2468706543827184	1498.5
653499	0.2468706543827184	1498.5
10004	0.2466685425181944	1502.0
9194	0.2465696620945985	1503.0
89795	0.2463503741048778	1504.0
4660	0.2459561751289578	1505.0
3399	0.2457241379654345	1506.5
3400	0.2457241379654345	1506.5
140609	0.2453087736926159	1508.0
8925	0.2452849982990066	1509.0
29958	0.2447642331465045	1510.0
79685	0.2445994850032785	1511.5
864	0.2445994850032785	1511.5
326624	0.2439873926657592	1513.0
157680	0.2436171049323258	1514.0
5350	0.2436055198204696	1515.0
43	0.2434957826771853	1519.0
255743	0.2434957826771853	1519.0
2814	0.2434957826771853	1519.0
9899	0.2434957826771853	1519.0
80144	0.2434957826771853	1519.0
60482	0.2434957826771853	1519.0
4277	0.2434957826771853	1519.0
29760	0.2430378225160191	1523.0
203328	0.2430267437774956	1524.0
57486	0.2429163850391223	1525.0
79745	0.2427711955748575	1527.0
4199	0.2427711955748575	1527.0
10873	0.2427711955748575	1527.0
196527	0.242751524390179	1529.0
6337	0.2427167930356864	1530.0
24141	0.2425658030404806	1531.0
79784	0.2423687751646243	1532.0
149478	0.2414295861611831	1533.0
84803	0.2413478593230256	1535.0
79888	0.2413478593230256	1535.0
150763	0.2413478593230256	1535.0
6926	0.2408362421736856	1537.0
3690	0.2406208053331162	1538.0
8625	0.2403505850430394	1539.0
65989	0.2403020796929902	1541.0
6597	0.2403020796929902	1541.0
8193	0.2403020796929902	1541.0
9618	0.2397859171982953	1543.0
23731	0.2395689413688038	1544.0
90952	0.2395224088980728	1545.0
5016	0.2394963543115092	1546.0
345079	0.2393727983385926	1547.0
578	0.2393209133558286	1548.0
5346	0.2392741254647507	1549.0
5322	0.2392741254647048	1551.0
5320	0.2392741254647048	1551.0
50487	0.2392741254647048	1551.0
72	0.2390738804447114	1553.0
7161	0.2385983932042952	1554.0
6276	0.2385913997516978	1555.0
84798	0.238534572401828	1556.0
376940	0.2384956406731037	1557.0
652	0.2383866341342869	1558.0
374393	0.2381966566548477	1559.0
3853	0.2380541008374841	1560.0
79785	0.2378379693094683	1561.0
9047	0.2374134783367402	1562.0
91754	0.2372690510861295	1563.0
285600	0.2371214429232314	1564.0
57139	0.2362907015524705	1568.0
27127	0.2362907015524705	1568.0
146771	0.2362907015524705	1568.0
1028	0.2362907015524705	1568.0
130340	0.2362907015524705	1568.0
79173	0.2362907015524705	1568.0
51072	0.2362907015524705	1568.0
91703	0.2361977943052512	1572.0
2059	0.2359144073098196	1573.0
84261	0.2356429837291609	1574.0
51439	0.2355635535004537	1575.0
113835	0.2355213221934977	1576.0
147920	0.2355135303402715	1577.0
79781	0.2354245476857007	1578.0
84909	0.2353277132804392	1579.5
114757	0.2353277132804392	1579.5
2683	0.2346348276577036	1581.0
85417	0.2343795515929031	1582.0
619279	0.23380718798824	1583.0
839	0.2334457097906209	1584.0
377841	0.2332144299488701	1585.5
953	0.2332144299488701	1585.5
23401	0.2330403190700549	1587.5
55841	0.2330403190700549	1587.5
162979	0.2329515570065452	1589.0
3236	0.2329421320712633	1590.0
389333	0.2327432931016446	1591.0
4916	0.2325257072158114	1592.0
11184	0.2322728970951557	1593.0
1015	0.2316190874812105	1595.0
4583	0.2316190874812105	1595.0
119467	0.2316190874812105	1595.0
3037	0.2314199371404182	1597.0
10260	0.2311563893913204	1598.0
154661	0.2310481835518207	1599.0
55851	0.230926421050071	1600.0
147463	0.2307254168486613	1608.5
1013	0.2307254168486613	1608.5
55022	0.2307254168486613	1608.5
27147	0.2307254168486613	1608.5
3787	0.2307254168486613	1608.5
6425	0.2307254168486613	1608.5
4359	0.2307254168486613	1608.5
374491	0.2307254168486613	1608.5
1475	0.2307254168486613	1608.5
57863	0.2307254168486613	1608.5
4267	0.2307254168486613	1608.5
4920	0.2307254168486613	1608.5
2487	0.2307254168486613	1608.5
4355	0.2307254168486613	1608.5
1002	0.2307254168486613	1608.5
23551	0.2307254168486613	1608.5
474344	0.230015859471939	1617.0
254552	0.2300063569431366	1618.0
10158	0.2298717022450202	1619.0
4685	0.2298442827405283	1620.5
4684	0.2298442827405283	1620.5
646405	0.22966952540294	1622.0
51561	0.2294703935419013	1623.0
11164	0.2289902060676241	1624.0
83481	0.2285855173682887	1625.0
6424	0.2285554074976571	1626.0
2308	0.2285440165150333	1627.0
359845	0.2281180714974161	1629.0
29993	0.2281180714974161	1629.0
114800	0.2281180714974161	1629.0
54836	0.2278113213382398	1631.0
3600	0.2276147237859502	1632.0
7421	0.2272722632423022	1633.0
283856	0.2266819078226978	1634.0
11309	0.2258209807582812	1635.0
8777	0.2257135677318718	1636.0
27098	0.225613537654379	1638.5
116496	0.225613537654379	1638.5
26137	0.225613537654379	1638.5
653857	0.225613537654379	1638.5
11069	0.2253820530188611	1641.0
645090	0.2250845339857391	1642.0
1644	0.224975326726106	1643.0
55901	0.2241915478708895	1644.0
2294	0.2239937048531405	1645.0
7430	0.2236185230756723	1646.0
10203	0.2234856131444441	1647.0
2842	0.2225693847790756	1648.0
266727	0.2224190301359706	1651.5
27086	0.2224190301359706	1651.5
7168	0.2224190301359706	1651.5
10184	0.2224190301359706	1651.5
399726	0.2224190301359706	1651.5
4363	0.2224190301359706	1651.5
7136	0.2216443719398094	1666.0
5218	0.2216443719398094	1666.0
59353	0.2216443719398094	1666.0
57549	0.2216443719398094	1666.0
57536	0.2216443719398094	1666.0
54738	0.2216443719398094	1666.0
154091	0.2216443719398094	1666.0
10742	0.2216443719398094	1666.0
56122	0.2216443719398094	1666.0
3203	0.2216443719398094	1666.0
30012	0.2216443719398094	1666.0
220963	0.2216443719398094	1666.0
5090	0.2216443719398094	1666.0
222166	0.2216443719398094	1666.0
3195	0.2216443719398094	1666.0
8842	0.2216443719398094	1666.0
93273	0.2216443719398094	1666.0
3202	0.2216443719398094	1666.0
139599	0.2216443719398094	1666.0
1991	0.2216443719398094	1666.0
3204	0.2216443719398094	1666.0
7102	0.2216443719398094	1666.0
4613	0.2216443719398094	1666.0
4824	0.2216443719397206	1678.0
5027	0.220703977291483	1679.0
116224	0.2207000517450666	1680.0
259307	0.2206015362751895	1681.0
29964	0.2205541799725828	1682.0
2720	0.2204530333217947	1683.0
1468	0.220400964069126	1684.0
57530	0.2203701186404672	1685.0
27253	0.2202512357982623	1686.0
116285	0.2201038619382847	1687.0
79901	0.2196036995874039	1688.0
8356	0.2193738677999734	1689.0
4311	0.2187949774209173	1690.0
7466	0.2186735405455663	1691.0
127687	0.218256548892831	1692.0
79098	0.2182533634986607	1693.0
7137	0.2182125870344169	1694.0
5522	0.2180481518945539	1695.0
1959	0.2179789191060666	1696.0
2312	0.2179024721007474	1697.0
353219	0.2178871236260304	1698.0
3418	0.2177393299391383	1699.0
56107	0.2176129607941035	1700.0
1396	0.2172508301252958	1701.0
348654	0.2167940458743541	1702.0
79632	0.2167201117228096	1703.0
3779	0.2165606223235469	1704.0
10408	0.2164699366172286	1705.0
115727	0.2163121428366618	1706.0
81846	0.2162174453604151	1707.0
55111	0.2160370289107598	1708.0
5165	0.2159093802924918	1709.0
3595	0.2155201534489208	1710.0
283989	0.2151654995607211	1711.0
10484	0.214827447151945	1712.0
90203	0.2144028830781469	1713.0
333	0.2140114216120392	1714.0
23024	0.2135155811692299	1715.0
5295	0.2133440208276956	1716.0
2735	0.2132864047029791	1717.0
152	0.213028653262769	1718.0
7145	0.2126409926865421	1719.0
10437	0.2121933650037829	1720.0
575	0.2120075014347199	1721.0
9104	0.2119674417038608	1722.0
3087	0.2119156710214632	1723.5
54988	0.2119156710214632	1723.5
10491	0.2116539756399799	1725.0
8490	0.2114034087070817	1726.0
51751	0.2112958609255337	1727.0
