gene	UCEC	Rank
1493	1.2604307479168524	407.0
3394	1.2552384242696888	408.0
26025	1.2539280434728488	409.0
10538	1.247728204034349	410.0
10875	1.246305682375473	411.0
11026	1.244996614373506	412.0
10165	1.2441819281496425	413.0
117248	1.2417228920515002	414.0
64174	1.2352820549940358	415.0
10673	1.233700512000372	416.0
3101	1.2311754029176598	417.0
25804	1.230216183860758	418.0
9840	1.226380100139223	419.0
2210	1.2231940957633305	420.0
5315	1.2228914492352378	421.0
89780	1.2221670317325817	422.0
151887	1.215622586485742	423.0
2209	1.212667939209528	424.0
9585	1.2081014730751374	425.0
60489	1.205195134379819	426.0
3099	1.2040857668543117	427.0
285154	1.2040432846215543	428.0
3824	1.2037811573716422	429.0
3821	1.2028550375616271	430.0
55706	1.2026926647102605	431.0
146722	1.1940928875383574	432.0
56833	1.1940126964959497	433.0
5610	1.1939623917961282	434.0
7096	1.1872683232651098	435.0
4973	1.1844408062694207	436.0
9982	1.183281242358586	437.0
170575	1.181087893193341	438.0
114897	1.1808355832286888	439.0
10682	1.1748121390718889	440.0
53831	1.1742948978355157	441.0
729082	1.1739833450990036	442.0
83990	1.1705760679942523	443.0
117289	1.168830011834736	444.0
84941	1.1676689018314346	445.0
2946	1.167250375944486	446.0
57082	1.1646713461071263	447.0
9928	1.1632904209051926	448.0
9715	1.162879943747461	449.0
63967	1.1610376800526778	450.0
11332	1.160896838845335	451.0
2214	1.1579931829740937	452.0
80004	1.1538695285629046	453.0
79974	1.1518992122029266	454.0
2669	1.151768450480298	455.0
226	1.150756889907101	456.0
6636	1.1472119503607667	457.0
6491	1.1442686545267184	458.0
9976	1.1439294577768742	459.0
80833	1.141101491190061	460.0
3428	1.140312532765481	461.0
4521	1.138411168890192	462.0
80178	1.1350730541521006	463.0
3694	1.1307840028401082	464.0
93429	1.122076183358758	465.0
6850	1.1205234571264648	466.0
968	1.1168295414859	467.0
445347	1.1132294534360778	468.0
343099	1.1087807204012503	469.0
7516	1.108188707670815	470.0
3820	1.096775936870663	471.0
128239	1.095048233112624	472.0
7167	1.094878376063258	473.0
10189	1.0938138664870567	474.0
7133	1.089478292528773	475.0
375775	1.0802249101635657	476.0
111	1.078409012770698	477.0
23543	1.0750270963601567	478.0
114	1.0738196136650071	479.0
152273	1.072765912017114	480.0
27338	1.072638711298873	481.0
3149	1.070103740895345	482.0
64105	1.0695976917442445	483.0
51196	1.0633775841726223	484.0
1307	1.0625653556636687	485.0
79019	1.058983947308315	486.0
155038	1.056676737105489	487.0
221091	1.0562945103753314	488.0
100130932	1.0505603911791668	489.0
3665	1.0505523282558868	490.0
9377	1.0423288908836776	491.0
7482	1.0389258024422263	494.0
116372	1.0389258024422263	494.0
284252	1.0389258024422263	494.0
7855	1.0389258024422263	494.0
8322	1.0389258024422263	494.0
374	1.037101603539544	497.0
8847	1.034351537419497	498.0
3604	1.0330540803337385	499.0
81029	1.024954958831181	500.0
1719	1.0239309405265828	501.0
29967	1.022342706131264	502.0
7468	1.016868483342933	503.0
5052	1.0113537323411457	504.0
5426	1.0092200173535446	505.0
9551	1.0068612563213544	506.0
9079	1.004203803556294	507.0
79188	1.0028472566358635	508.0
3671	1.0027984123180391	509.0
27180	1.0007584583589682	510.0
1944	0.9978932713166888	511.0
30001	0.9964974132242524	512.0
3939	0.9951295467162006	513.0
7538	0.9949973187712964	514.0
50943	0.987664241187482	515.0
1012	0.9787952922463976	516.0
6627	0.9766161049980012	517.0
5982	0.9743208655846508	518.0
59	0.9734724914004526	519.0
79856	0.9678083333028952	520.0
4701	0.967217453741584	521.0
56113	0.9666293717255212	522.0
100132417	0.9615385277208692	523.0
28956	0.9597095561898458	524.0
5424	0.95716919045713	525.0
9687	0.9568587029313836	526.0
22914	0.95444826862524	527.0
9134	0.954184130179529	528.0
2175	0.953852312689712	529.0
1288	0.9526316907833736	530.0
353376	0.9511903958519964	531.0
92609	0.9463302935573484	532.0
54873	0.9416503988409848	533.0
7094	0.9415286911336468	534.0
124751	0.9407925035490996	535.0
51529	0.9400195300811748	536.0
60312	0.9393519498986048	537.0
533	0.9383487829251604	538.0
117581	0.9291954124456432	539.0
672	0.92805117049538	540.0
4741	0.9279467733992928	541.0
23643	0.9269872348365688	542.0
57125	0.92491376719867	543.0
2113	0.9204072347161132	544.0
6513	0.9201130109697891	545.0
23007	0.9182164287116444	546.0
729230	0.9163599610827812	547.0
2529	0.9130884832505322	548.0
29088	0.912913855071969	549.0
84515	0.912835012516303	550.0
23414	0.9112341723057356	551.0
122786	0.910590838149782	552.0
51188	0.9039265530672412	553.0
27129	0.90187611124167	554.0
23649	0.898536873502192	555.0
64115	0.8982020638279652	556.0
623	0.8963225037192872	557.5
624	0.8963225037192872	557.5
29800	0.8943245098974214	559.0
9242	0.8933097491483608	560.0
29095	0.8931083353732772	561.0
401115	0.8898014084033722	562.0
79733	0.8884816074527833	563.0
50650	0.8882313481230821	564.0
222487	0.8862622614046304	565.0
1549	0.8845578154855384	566.5
1548	0.8845578154855384	566.5
55389	0.8815786647349352	568.0
6876	0.8786002258728582	569.0
7456	0.8781122028646166	570.0
65997	0.8776689325307376	571.0
220972	0.8756528842622698	572.0
10330	0.8754965634712156	573.0
4776	0.8687152687116758	574.0
643314	0.8667002707272952	575.0
4162	0.8662668441169981	576.0
10907	0.8652490431312667	577.0
92241	0.8648079473214646	578.0
8600	0.8615450171710665	579.0
10791	0.8605281189130664	580.0
3014	0.8602225151089838	581.0
5337	0.8592399151573168	582.0
5922	0.859000155251651	583.0
1232	0.8566286870238966	584.0
6632	0.8537886804368927	585.0
51806	0.852672456191373	587.0
170680	0.852672456191373	587.0
8000	0.852672456191373	587.0
692224	0.8518741795976862	589.0
3068	0.851312872556121	590.0
2004	0.8512679363232716	591.0
9052	0.8447698291981105	592.0
5213	0.843591115873466	593.0
4830	0.8397648756923972	594.0
5618	0.8387151152464232	595.0
822	0.8376661877932383	596.0
4921	0.8350889979822007	597.0
4297	0.834386352399586	598.0
400696	0.8332445668754795	599.0
153222	0.8313810468264861	600.0
79008	0.8290298455832977	601.0
2615	0.8290005201228151	602.0
6472	0.8252371604469152	603.0
10195	0.8241611009791537	604.0
57158	0.8234613324596739	605.0
100033416	0.8233635598373047	606.0
6372	0.8229998916044275	607.0
84832	0.8196068580673297	608.0
8475	0.8171229617846759	609.0
51491	0.8153334025476316	610.0
201299	0.8126187707899851	611.0
51715	0.8124496863608125	612.0
23753	0.8111413592293955	613.0
4693	0.8080965943327372	614.0
26233	0.8055111592610955	615.0
514	0.8044533073375005	616.0
55205	0.7991743058088119	617.0
121053	0.799151752208055	618.0
375748	0.7989695126599826	619.0
81892	0.7989394815002582	620.0
10471	0.7977291098468409	621.0
124	0.7962017879588535	622.0
1490	0.7952370345313133	623.0
8123	0.7944015787852945	624.0
10051	0.7920825695372454	625.0
729533	0.7898294932775697	626.0
1020	0.7895752347737076	627.0
55759	0.7895311243787329	628.0
10212	0.7877108809203808	629.0
5652	0.7866002062539883	630.0
4773	0.786121624186436	631.0
1892	0.7855468630039365	632.0
9401	0.7814644114508712	633.0
7873	0.779924965836235	634.0
8458	0.7790437368528653	635.0
10465	0.7773352385093554	636.0
11025	0.7761638446923015	637.0
2069	0.7756068741000318	638.0
675	0.7746514311149889	639.0
590	0.7736871484206881	640.0
9556	0.7735311868248573	641.0
11214	0.7733420301086604	642.0
54894	0.7722781790766263	643.0
26519	0.7707232457001639	644.0
154075	0.7702302519232183	645.0
597	0.770050756789776	646.0
64960	0.7698644399135356	647.0
5023	0.7695413527851417	648.0
148741	0.7684455794547352	649.0
388962	0.7682392461943993	650.0
23189	0.7677223119107275	651.0
1029	0.767316142446014	652.0
6888	0.7625480634414483	653.0
349136	0.7610790529781005	654.0
6119	0.758338203616902	655.0
9080	0.757913425219701	656.0
4782	0.7575947432666584	657.0
79915	0.7560841143630405	658.0
8817	0.755673860799875	659.0
23499	0.7544523640334948	660.0
54101	0.7509498299614327	661.0
10154	0.7501174664434038	662.0
10085	0.7486240121381311	663.0
5737	0.7479719334403087	664.0
5686	0.747673902616767	665.0
8639	0.7466029877105651	666.0
3993	0.7449070640359093	667.0
684	0.7436603477195699	668.0
5531	0.7428303105745284	669.0
26521	0.7420227605197102	670.0
6846	0.73790408382696	671.0
196264	0.7374868503558691	672.0
10452	0.7370703971793525	673.0
121274	0.7368967823935911	674.0
54958	0.7365348196689981	675.0
1841	0.7360080966001403	676.0
5261	0.7353764637510595	677.0
5980	0.7323017041204261	678.0
2630	0.7292752478950436	679.0
10263	0.7283002808313778	680.0
1945	0.7282710781081372	681.0
25	0.7279384907420214	682.0
541471	0.7258394655915883	683.0
7412	0.7250080883240692	684.0
150381	0.7247396807179072	685.0
114801	0.7245700690471057	686.0
1786	0.7243864733999641	687.0
51686	0.7241546022149392	688.0
79465	0.7239471885198782	689.0
57129	0.7214975294953391	690.0
8337	0.7214364278643169	691.0
5106	0.7210240962933617	692.0
2767	0.7207125590991488	693.0
64787	0.7205785155379241	694.0
63926	0.716455672342483	695.0
22924	0.7144460409730614	696.0
63971	0.714417527571297	697.0
2950	0.7142633020816165	698.0
6497	0.7138334501305806	699.0
374879	0.7125234921102604	700.0
55969	0.7092342497846901	701.0
2021	0.7086483460260904	702.0
30832	0.7084812620208959	703.0
5499	0.7060183111053232	704.0
6610	0.7042953211596866	705.0
7099	0.703332469098589	706.0
3872	0.7029590126029448	707.0
10163	0.7017398762162733	708.0
84262	0.7008916198270151	709.0
100144603	0.7006828348962212	710.0
81620	0.7005500490924776	711.0
158046	0.6992634137207198	712.0
387680	0.6981395490480741	713.0
55345	0.6981233681300737	714.0
57178	0.6979432531686465	715.0
245972	0.6957731292648421	716.0
93082	0.6912407497307195	717.0
57467	0.6905889992259874	718.5
23205	0.6905889992259874	718.5
255189	0.6885510262537811	720.0
140823	0.6884455601073338	721.0
5163	0.687820002397801	722.0
54629	0.687374136194666	723.0
4728	0.6871755922130787	724.0
58499	0.6864296719455378	725.0
117583	0.6833187306054573	726.0
27085	0.6828062340108672	727.0
84817	0.6821965671557108	728.0
389538	0.682106891736714	729.0
54814	0.6819652659471914	730.0
650623	0.6807458220101654	731.0
5580	0.6797279092982089	732.0
6182	0.6792369999473237	733.0
4053	0.6789026857533956	734.0
1175	0.6759212492307561	735.0
643763	0.6759145528937015	736.0
341	0.673858308899866	737.0
8578	0.67167744106172	738.0
10116	0.6710771422091762	739.0
677779	0.6707616076319334	740.0
57662	0.6699107962234101	741.0
1329	0.6691578049530433	742.0
55771	0.6670654912831703	743.0
6637	0.6653082817742305	744.0
10389	0.6647789560916151	745.0
56101	0.6626429450484463	746.0
4843	0.6610904398968914	747.0
23047	0.6604151042655875	748.0
10797	0.6597086507147772	749.0
22928	0.6593058459745146	750.0
595135	0.6592744297455949	751.0
4282	0.6590511819932797	752.0
9655	0.658330310094272	753.0
27089	0.6576848174731149	754.0
169611	0.6575419668966601	755.0
90522	0.6559279489911334	756.0
122704	0.6543260986169558	757.0
5226	0.6538495787600773	758.0
2747	0.652195612031296	759.0
8351	0.6519889132409776	760.0
283871	0.651680820527696	761.0
10653	0.6516075675085522	762.0
116966	0.6515449571546624	763.0
23258	0.6511325589735524	764.0
51042	0.6506875806125281	765.0
51181	0.6494603976076444	766.0
160622	0.6493018704390676	767.0
8365	0.6491069970314883	768.0
1956	0.6488937168790538	769.0
100132406	0.6483012806847631	770.0
115650	0.6477353447724197	771.0
6382	0.6473290169528882	772.0
344	0.6471343365691784	773.0
84331	0.6468658292103138	774.0
84085	0.6455579355895911	775.0
1237	0.6454461065820783	776.0
115509	0.6452529905248467	777.0
254225	0.6451104657538129	778.0
8395	0.6449921415521375	779.0
1365	0.6440051282290098	780.0
8338	0.642583564629322	781.0
9168	0.6419197245739146	782.0
8848	0.6418812083352358	783.0
2549	0.6417768973634107	784.0
5292	0.6412179611119732	785.0
716	0.6403441280178799	786.0
2326	0.6397722462519488	787.0
57673	0.639483501801788	788.0
23233	0.6381009004053302	789.0
54737	0.6376672951561579	790.0
81873	0.6374509894241664	791.0
4692	0.6365866880277948	792.0
55066	0.6362593988076012	793.0
57089	0.6349024281982886	794.0
3908	0.6339710483266976	795.0
3978	0.6334345720235177	796.0
9475	0.632019127866292	797.0
79788	0.6310856522060881	798.0
23507	0.6310585224987951	799.0
3013	0.6296983381019238	800.0
2679	0.6294446360446259	801.0
93986	0.6290774977396159	803.0
3745	0.6290774977396159	803.0
91851	0.6290774977396159	803.0
9747	0.6288183724570328	805.0
147798	0.6276111111634801	806.0
84078	0.6273353669460059	807.0
7071	0.6270975712509388	808.0
285643	0.6268176387625113	809.0
84440	0.6257423735803624	810.0
163786	0.6241076637996624	811.0
201254	0.6235086253688827	812.0
79760	0.6232177364591364	813.0
25900	0.6231890608923025	814.0
4050	0.6229796254918616	815.0
7048	0.622842214481958	816.0
3835	0.6227362464957038	817.0
83596	0.6221064258987961	818.0
7745	0.6185058641849294	819.0
387707	0.6184713198697954	820.0
55248	0.6182145171093073	821.0
3866	0.6178390262669735	822.0
347475	0.6171745868077373	823.0
4884	0.6160994765213585	824.0
55561	0.6140497308902404	825.0
7078	0.6136580146324425	826.0
10979	0.6134549203158017	827.0
1366	0.6129191024649965	828.0
7871	0.6127638620911129	829.0
2316	0.6126634399049858	830.0
8347	0.6123825119614236	831.0
57510	0.6109409820865702	832.0
728264	0.6108985329664298	833.0
23362	0.6107043765263372	834.0
79370	0.6103993804119492	835.0
6692	0.609718038788192	836.0
1577	0.6086861754976959	837.0
7182	0.6086546834296658	838.0
57864	0.6086318214718368	839.0
146547	0.6085555822459611	840.0
84951	0.6084667849779608	841.0
3710	0.6079014676435217	842.0
5334	0.6076596195995791	843.0
84885	0.6075203657655125	844.0
11313	0.6066000401608429	845.0
284	0.6064285014517741	846.0
22808	0.6062431385690743	847.0
3875	0.6059591261312914	848.0
10413	0.6056104162994215	849.0
11030	0.60455694880896	850.0
54209	0.6043462247344451	851.0
161725	0.6038968423088749	852.0
552900	0.6035732130956879	853.0
6722	0.6009796916421919	854.0
1890	0.6002116410403069	855.0
5973	0.5971702579211429	856.0
22841	0.5968985747304931	857.0
268	0.5968588253255003	858.0
3017	0.5968303363641977	859.0
200424	0.5957641017606615	860.0
11123	0.5954630923185918	861.0
10462	0.593848199045615	862.0
6556	0.5931236040660376	863.0
9074	0.59292239072534	864.0
7965	0.5901504156056921	865.0
6711	0.5899777268928358	866.0
51678	0.5891471411564998	867.0
348	0.5886141443805157	868.0
9839	0.5848921198286849	869.0
5729	0.5837198124131555	870.0
4145	0.5834394150955261	871.0
11036	0.5823910989395974	872.0
387751	0.5809703339919283	873.0
132228	0.5802132236408485	874.0
257218	0.5798749343643217	875.0
8334	0.5794637854087067	876.0
112597	0.5791446050168353	877.0
5926	0.5785769651521232	878.0
8349	0.5732387252501808	879.0
79443	0.5713784556938719	880.0
51155	0.5708727109965746	881.0
8673	0.5703099664155762	882.0
3159	0.5695299472853792	883.0
54741	0.568597111663014	884.0
25911	0.5684717332384615	885.0
64793	0.5683443012319612	886.0
1678	0.5675645490469935	887.0
10235	0.5646851494212747	888.0
7086	0.5631195527006401	889.0
285598	0.56302968652184	890.0
201973	0.5616611163175678	891.0
4360	0.5610307567711158	892.0
