gene	KICH	Rank
21	11.3963872407795	343.0
80727	11.396023861489732	344.0
2258	11.380074650902497	345.0
23769	11.374542319117545	346.0
5608	11.373727028625188	347.0
94274	11.356946339630786	348.0
3910	11.344316366401582	349.0
3728	11.30766665710672	350.0
56603	11.305946215391364	351.0
2043	11.286805766733286	352.0
7472	11.281675271289744	353.0
2354	11.28111527563859	354.0
6374	11.240515441310922	355.0
155185	11.186277740160731	356.0
255189	11.138395032990504	357.0
3802	11.119981672186888	358.0
1549	11.089831906918162	359.0
3627	11.07892503600668	360.0
23281	11.07317305978894	361.0
4129	11.011959128975638	362.0
266722	11.010748368570002	363.0
50848	10.977909648191572	364.0
2894	10.9654142930903	365.0
2114	10.92598848603409	366.0
2042	10.904297275431572	367.0
3570	10.88740484546251	368.0
10242	10.843852870867767	369.0
4929	10.836252379301264	370.0
2719	10.832606897953632	371.0
3713	10.813940630606686	372.0
941	10.80824680128961	373.0
2690	10.774610844310777	374.0
10891	10.76112894892267	375.0
23779	10.74702826127554	376.0
10840	10.740813720675243	377.0
1293	10.738661805271256	378.0
948	10.738155666379878	379.0
2775	10.7207690521185	380.0
2330	10.627634461221447	381.0
4208	10.611552628411555	382.0
118429	10.602342054300523	383.0
5923	10.573811970957486	384.0
7483	10.517231372869052	385.0
1634	10.506745180826304	386.0
2921	10.500132623190558	387.0
3779	10.463855699331884	388.0
2253	10.462014397947648	389.0
6790	10.437104670408448	390.0
257019	10.415638935830431	391.0
9637	10.398702270778678	392.0
2678	10.394483556244325	393.0
83700	10.391625886512804	394.0
1687	10.379752690376788	395.0
57569	10.37846774096658	396.0
79442	10.371822329202438	397.0
116966	10.36609222992248	398.0
5624	10.345763005997968	399.0
4128	10.335711398951998	400.0
1289	10.327847896675156	401.0
6615	10.323039252202404	402.0
259282	10.30682336650393	403.5
116224	10.30682336650393	403.5
84649	10.30335941869721	405.0
10873	10.272957837235378	406.0
7167	10.265133094619442	407.0
25891	10.240635370566544	408.0
1066	10.23149443671101	409.0
56139	10.217048977906355	410.0
7057	10.194137702237263	411.0
2810	10.183436281640242	412.0
113612	10.17112289920895	413.0
147949	10.16462013346968	414.5
56111	10.16462013346968	414.5
128272	10.152605186312142	416.0
9088	10.146142901686597	417.0
781	10.143058073980868	418.0
359	10.140737043436047	419.0
3601	10.128209259860132	420.0
23493	10.110807158999952	421.0
4638	10.097925060758604	422.0
269	10.096592330688596	423.0
2819	10.064435390563574	424.0
6366	10.056037430206736	425.0
624	10.028609108225924	426.0
56110	10.021840110665234	427.0
23464	10.01410549712303	428.0
2903	9.97642654620049	429.0
783	9.963442538320196	430.0
79148	9.962306577490198	431.0
7133	9.945760574559236	432.0
858	9.937450852763297	433.0
10019	9.910936340879358	434.0
219	9.899360683008956	435.0
6372	9.893055075651434	436.0
2208	9.87765227710237	437.0
22914	9.874853836159067	438.0
64651	9.86422303609518	439.0
2252	9.855371244680942	440.0
2642	9.853701529452662	441.0
6095	9.825375856440774	442.0
3557	9.763283002121351	443.0
7042	9.71463547530488	444.0
10659	9.696722045951203	445.0
226	9.69510839196746	446.0
22836	9.695070072564665	447.0
6549	9.69271921770718	448.0
7850	9.666134296648329	449.0
23401	9.63569579995888	450.0
57826	9.607592308124785	451.0
6696	9.55325260643201	452.0
33	9.534352414878288	453.0
6370	9.532866122366512	454.0
27089	9.529620301150342	455.0
800	9.485025540524465	456.0
6652	9.47141904056186	457.0
6591	9.4678776832611	458.0
9509	9.440685013222035	459.0
171019	9.434934335947922	460.0
128854	9.418302377316826	462.0
7757	9.418302377316826	462.0
245	9.418302377316826	462.0
1159	9.400374441429095	464.0
7161	9.361001889102544	465.0
4051	9.35513034788286	466.0
4973	9.343670043863955	467.0
79791	9.332165912467667	468.0
776	9.275493716340993	469.0
2199	9.21903513534621	470.0
9377	9.178365339911638	471.0
9464	9.149157936592308	472.0
6387	9.115240183424744	473.0
6362	9.099320625423466	474.0
4916	9.084000440238658	475.0
84706	9.075765822485636	476.0
7039	9.06653525757356	477.0
8900	9.064682241923196	478.0
2192	9.059570438810734	479.0
139065	9.046352938069123	480.0
999	9.011404501208528	481.0
26	9.009901202912872	482.0
9427	9.002754098610525	483.0
8928	9.002743304248293	484.0
247	9.002212618761884	485.0
6354	8.983801801681922	486.0
57478	8.969690883914831	487.0
140612	8.95260328259534	488.0
2767	8.948436089639099	489.0
10370	8.939310470238802	490.0
1573	8.931719485651453	491.0
6262	8.927249737999531	492.0
91392	8.918782768181385	493.0
59341	8.90861609873043	494.0
3595	8.908322163024163	495.0
7134	8.883385688480143	496.0
6368	8.864913923516873	497.0
10344	8.86422418493226	498.0
659	8.863975658951865	499.0
80726	8.860574963119596	500.0
6846	8.860560861074351	501.0
64080	8.856507997571466	502.0
255057	8.828232606128758	503.0
2740	8.803370298787703	504.0
56127	8.792550475459706	505.0
6363	8.769423608898457	506.0
7291	8.760824369680101	507.0
6003	8.738140738547703	508.0
339390	8.736350492052274	509.0
95	8.734509211684584	510.0
995	8.728845460273686	511.0
8424	8.721763188456379	512.0
55240	8.720642755517362	513.0
55273	8.710071590541126	514.0
1793	8.69575085514508	515.0
3087	8.630297143311399	516.0
3918	8.612067362972248	517.0
1871	8.600007732324881	518.0
59336	8.596473996582162	519.0
10044	8.592109631248276	520.0
56477	8.559708350955257	521.0
3757	8.543511399051946	522.0
6364	8.508746722534045	523.0
1329	8.502064418144021	524.0
2571	8.489114076909562	525.0
26045	8.485219999855342	526.0
646	8.472587804611228	527.0
6360	8.469683792003222	528.0
57514	8.464629839179795	529.0
348249	8.431119384576093	530.0
57127	8.430176817747869	531.0
56101	8.414633503832759	532.0
51561	8.414091849524803	533.0
374977	8.411390715322307	534.0
3816	8.404661698424938	535.0
2194	8.400373264264006	536.0
201255	8.39602395635386	537.0
2200	8.393406978153667	538.0
53832	8.389605115149415	539.0
8600	8.344665599244648	540.0
4147	8.334493493314554	541.0
4900	8.322842854171368	542.0
4356	8.322665530307967	543.0
4582	8.30627905872934	544.0
55897	8.297841154720428	545.0
1892	8.292027780963643	546.0
1277	8.290104168595773	547.0
10235	8.289819087260623	548.0
114036	8.274074884711586	549.0
7414	8.263926366404462	550.0
5164	8.250189503361785	551.0
3914	8.246796033421573	552.0
115557	8.246193168847084	553.0
51703	8.243228947352835	554.0
285220	8.236737584169466	555.0
5288	8.211575330385806	556.0
4199	8.205084715687544	557.0
4734	8.201334081900407	558.0
1468	8.189911550448468	559.0
478	8.189273760642722	560.0
11322	8.171418922256652	561.0
5197	8.170839499880964	562.0
64321	8.162725554353573	563.0
1030	8.151658741310731	564.0
1742	8.131773940242851	565.0
81622	8.107667384347334	566.0
5909	8.097756829564272	567.0
51725	8.067184672057403	568.0
56967	8.065642699365705	569.0
1029	8.058182116483819	570.0
22918	8.04616725518017	571.0
64236	8.0421724242992	572.0
57486	8.040241751400853	573.0
2781	8.039377698991848	574.0
1291	8.02019182116068	575.0
54756	7.971974921815426	576.0
388714	7.942797076513576	577.0
10538	7.904529241805828	578.0
495	7.877156230816185	579.0
87	7.875485784683136	580.0
2331	7.874784387377101	581.0
4811	7.862635605071782	582.0
60489	7.861816290454922	583.0
10398	7.861017390513348	584.0
1281	7.857740640091531	585.0
4035	7.857223198348574	586.0
9900	7.85465164857594	587.0
1777	7.851169133796328	588.0
2327	7.822932809369119	589.0
93979	7.819686429904098	590.0
10983	7.80817305612477	591.0
1548	7.792289296886267	592.0
3710	7.78297997393971	593.0
119	7.776699182716107	594.0
80108	7.773885000447154	595.0
50615	7.7719764779222675	596.0
9882	7.769950731646916	597.0
8526	7.749551851123442	598.0
49861	7.731469711171901	599.0
864	7.731241306990813	600.0
1747	7.703937339717403	601.0
132884	7.698571069170741	602.0
51268	7.690231040677537	603.0
7099	7.679681025476714	604.0
53842	7.675418363328544	605.0
84331	7.665137008585447	606.0
80031	7.664943734348147	607.0
4701	7.644130179889807	608.0
3418	7.621742488431995	609.0
6770	7.620076072908734	610.0
1757	7.570842825828647	611.0
58985	7.566262603439702	612.0
89790	7.555923686579565	613.0
3603	7.550570048301367	614.0
5136	7.549421626568271	615.0
6886	7.548925076853751	616.0
4726	7.540205025294811	617.0
445347	7.534360081834042	618.0
7040	7.53292341539156	619.0
79644	7.531499296815737	620.0
7123	7.527798936698028	621.0
9630	7.504811048584973	622.0
84803	7.485154826651255	623.0
9080	7.475947754699039	624.0
80835	7.475927921765207	625.0
55068	7.46950597551718	626.0
8654	7.466725796047805	627.0
10555	7.457780676609077	628.0
54947	7.435363420446322	629.0
114787	7.429382589493166	630.0
80129	7.412152793445419	631.0
140458	7.407123538022589	632.0
6403	7.400135369462343	633.0
84299	7.399194785484008	634.0
25806	7.389989232189394	635.0
5010	7.388614392669804	636.0
6442	7.381775128047164	637.0
51557	7.380547700089927	638.0
2902	7.352174458447904	639.0
23562	7.347555185522366	640.0
27134	7.341213100734575	641.0
5153	7.340877779685071	642.0
7431	7.339612844670826	643.0
10750	7.337187170728796	644.0
5213	7.335646032867512	645.0
6519	7.334712300392695	646.0
1410	7.33007682402684	647.0
149461	7.308081369724496	648.0
5260	7.296061165763605	649.0
9074	7.289585599569449	650.0
2769	7.281029060874357	651.0
5212	7.276674864547824	652.0
1375	7.275712778609956	653.0
2059	7.275451302570509	654.0
133121	7.274258895279137	655.0
51086	7.256151506332783	656.0
3908	7.248687851487177	657.0
7058	7.243919140750766	658.0
5625	7.240289377650916	659.0
9572	7.239908282079773	660.0
11341	7.239163545364845	661.0
80303	7.238745006304463	662.0
259	7.234211817531186	663.0
4915	7.227613485590723	664.0
4728	7.224301288290999	665.0
3680	7.2224519861135805	666.0
440515	7.20773600906701	667.0
65997	7.201714250164661	668.0
5009	7.199267520509393	669.0
64073	7.18937503864893	670.0
90952	7.173435969496397	671.0
10979	7.17331538713876	672.0
7122	7.16829145184267	673.0
54769	7.154736732786354	674.0
4053	7.153198381578809	675.0
26508	7.1531358209050255	676.0
2731	7.151484785971267	677.0
3207	7.130924825065283	678.0
116179	7.116750356923513	679.0
51171	7.115107532041305	680.0
57465	7.113060726844653	681.0
4137	7.111607072251498	682.0
9644	7.09898491113679	683.0
9620	7.098335199867286	684.0
9071	7.086547753555959	685.0
7082	7.068363360324575	686.0
1951	7.066446805861395	687.0
51050	7.058376848667627	688.0
27161	7.039640919331333	689.0
2934	7.030631350589678	690.0
3394	6.993878036354269	691.0
8639	6.992047548958147	692.0
5999	6.984528634329402	693.0
57699	6.968790126639958	694.0
53833	6.966952446295307	695.0
6573	6.965493166612635	696.0
84078	6.956357413431344	697.0
10653	6.951056243879376	698.0
5315	6.947278649172149	699.0
54538	6.933663224341231	700.0
3491	6.932913306085423	701.0
256536	6.929366706698747	702.0
1285	6.926436036388467	703.0
3195	6.926412943085335	704.0
4741	6.925528335873243	705.0
7482	6.924762069052671	706.0
5618	6.905354106360085	707.0
1365	6.902674035207363	708.0
5792	6.896945637479467	709.0
8029	6.886872723871499	710.0
1490	6.883263582047816	711.0
5168	6.879800615519551	712.0
5137	6.867723649515753	713.0
200931	6.86017302175939	714.0
1607	6.849214725226189	715.0
1366	6.8360834318375705	716.0
79888	6.816073112754058	717.0
785	6.808778256838165	718.0
4610	6.783871769670062	719.0
346389	6.783335368724161	720.0
7474	6.765423899075305	721.0
11185	6.75922248615517	722.0
7092	6.75572980978566	723.0
3939	6.748891101786524	724.0
9615	6.739138450195939	725.0
5357	6.733198952723178	726.0
1278	6.726214577850291	727.0
1286	6.712431063939062	728.0
5753	6.691876864861615	729.0
533	6.687060017275475	730.0
8777	6.684856996795813	731.0
225	6.678486059011027	732.0
8013	6.672439815381532	733.0
4486	6.672057266738547	734.0
3037	6.643485078784145	735.0
7416	6.636735013875778	736.0
60401	6.584023983301216	737.0
3824	6.567653571823796	738.0
8581	6.545300683828874	739.0
4121	6.539282567814206	740.5
9753	6.539282567814206	740.5
4277	6.538546351082894	742.0
387509	6.532455427394885	743.0
4050	6.531699792129121	744.0
50940	6.529586430786149	745.0
133688	6.528790303167431	746.0
117	6.528626714460664	747.0
10501	6.500700154410933	748.0
4855	6.498864268299515	749.0
6658	6.490581375861385	750.0
26577	6.48096143155289	751.0
245972	6.479902090757838	752.0
415	6.470953685680363	753.0
7078	6.446414754523341	754.0
6722	6.432001945565698	755.0
2202	6.430172689132316	756.0
23584	6.429942899649897	757.0
22925	6.393327985138562	758.0
3158	6.383849920640831	759.0
3745	6.381895434088595	760.0
55765	6.376775066192225	761.0
1160	6.367744038965886	762.0
55203	6.358498466077895	763.0
2922	6.351939525497196	764.0
4998	6.328045656864912	765.0
169355	6.32431725173628	766.0
84056	6.320533958048966	767.0
6472	6.317740348557797	768.0
664	6.317440151408404	769.0
2702	6.315881824129159	770.0
5148	6.315361014515769	771.0
10648	6.313048331376246	772.0
4654	6.3098664971603	773.0
6531	6.306834454251487	774.0
387778	6.294557032392059	775.0
27123	6.293620159671262	776.0
8507	6.288673615278814	777.0
6263	6.277152094097925	778.0
9645	6.269642942386661	779.0
146722	6.260527090856254	780.0
7044	6.242669409487296	781.0
132014	6.23550623744177	782.0
8847	6.234519547615717	783.0
202333	6.2217440236097525	784.0
7275	6.218344632297177	785.0
51458	6.211536327801854	786.0
4318	6.20617679925832	787.0
3417	6.197636423235117	788.0
3767	6.179604425620969	789.0
8357	6.178055552680592	790.0
80339	6.16056101287746	791.0
4062	6.159342213959	792.0
4355	6.147992580195857	793.0
55089	6.139920294183946	794.0
101	6.134324736609984	795.0
6888	6.131860946062623	796.0
6414	6.124654668208557	797.0
1040	6.120950442108807	798.0
374	6.1202910731065066	799.0
121551	6.119117078056701	800.0
338442	6.111779141262824	801.0
1364	6.103189170422624	802.0
1003	6.095720594774739	803.0
3428	6.094308322195595	804.0
2906	6.088610319298375	805.0
6678	6.082405530679132	806.0
1902	6.080812090966504	807.0
4254	6.0726520731895866	808.0
166336	6.064383228695706	809.0
127845	6.047582003135322	810.0
11167	6.046411005189433	811.0
57188	6.046132957003903	812.0
81030	6.038887394498532	813.0
85004	6.031045838022558	814.0
4056	6.026462573715905	815.0
8784	6.022799826369448	816.0
284266	6.015095728296855	817.0
4306	6.014647142099849	818.0
2210	5.987248836289558	819.0
23400	5.986516815195518	820.0
9242	5.980924164521108	821.0
100131187	5.979293251285052	822.0
29958	5.969825498874464	823.0
27294	5.966455675197378	824.0
9700	5.966316474957196	825.0
93649	5.961717131023459	826.0
51616	5.944826062556913	827.0
23077	5.941597245759879	828.0
7222	5.909683493543197	829.0
6590	5.901652219571643	830.0
286749	5.885740348470136	831.0
7804	5.877952022548507	832.0
10846	5.872133227868648	833.0
57124	5.868156350779985	834.0
3778	5.863980706558956	835.0
200634	5.862438273852011	836.0
246330	5.858885043369728	837.0
91703	5.856815719970213	838.0
5592	5.850119856697447	839.0
81796	5.845344324861195	840.0
7450	5.845271482365524	841.0
2357	5.841430788284027	842.0
494514	5.839031939653397	843.0
597	5.836198300477196	844.0
1311	5.831013070151394	845.0
3671	5.818672249487719	846.0
3956	5.81797863834213	847.0
84935	5.777040007970542	848.0
9388	5.766468709491907	849.0
6915	5.764565240460897	850.0
27115	5.761953028221317	851.0
5621	5.756952558007783	852.0
3781	5.7561656916211135	853.0
947	5.756089346952137	854.0
1675	5.751440979618579	855.0
9551	5.746676309343153	856.0
1740	5.74466136450984	857.0
26270	5.743550507230477	858.0
112574	5.740140633333015	859.0
2532	5.738379613633963	860.0
51361	5.73561579082264	861.0
7552	5.724723754232799	862.0
2028	5.711515140040342	863.0
89932	5.707009535470831	864.0
348654	5.705524436632397	865.0
7786	5.703319171152066	866.0
1292	5.7013691377419775	867.0
9590	5.683738377238917	868.0
5047	5.679391283477471	869.0
9365	5.675208154727415	870.0
221833	5.675149414484326	871.0
84676	5.674725324543168	872.0
11200	5.669998603296238	873.0
23498	5.66715514478825	874.0
92241	5.654221923337254	875.0
84904	5.645838368926161	876.0
2054	5.62837868547762	877.0
118932	5.622819760335192	878.0
11036	5.62138250791842	879.0
11214	5.60929827196196	880.0
10894	5.607025139361014	881.0
9899	5.606548821745294	882.0
7539	5.592294825177883	883.0
493861	5.555903774156219	884.0
4125	5.553492143062431	885.0
4920	5.553392230323164	886.0
525	5.5491717168654455	887.0
2890	5.545299489508794	888.0
5913	5.542708579278014	889.0
92689	5.540203203550902	890.0
70	5.52851111391559	891.0
128178	5.525348441740194	892.0
9447	5.503908148830167	893.0
5143	5.499872109080468	894.0
64793	5.497556817433124	895.0
51330	5.493352932626832	896.0
1622	5.491733813399451	897.0
9754	5.491551415717207	898.0
150763	5.490488341856467	899.0
107	5.485627306579697	900.0
163732	5.478733532790904	901.0
5837	5.477904012242979	902.0
2891	5.476967555420614	903.0
9510	5.4748625635892765	904.0
10060	5.458117591976523	905.0
389840	5.4514164371702005	906.0
9467	5.44746407138372	907.0
10100	5.442056046718409	908.0
84168	5.438926325977028	909.0
4360	5.435063879326156	910.0
943	5.413275122925507	911.0
6876	5.409761150149059	912.0
9201	5.393456456990639	913.0
3739	5.3903144784794685	914.0
79823	5.370853689410962	915.0
2857	5.368537478161329	916.0
7425	5.349363575906136	917.0
1534	5.341800726280425	918.0
7060	5.328547164176789	919.0
11037	5.325919707337958	920.0
10993	5.316597715498729	921.0
1839	5.309455726138656	922.0
6935	5.305173141126694	923.0
43849	5.287299073843366	924.0
1036	5.279315069640177	925.0
7094	5.279197566151556	926.0
3269	5.277924869595658	927.0
367	5.276834394606971	928.0
54587	5.2754307384879775	929.0
144455	5.263679994794871	930.0
79444	5.257329945820231	931.0
5138	5.248161811199357	932.0
66002	5.242221791798583	933.0
7049	5.234796221453707	934.0
