GeneSet_ID	gene_ID	N	M	n	m	p_value	FDR_q_value
hsa05152	710	155	24	4	1	0.4934446691162959	0.5278710413802236
hsa05160	710	155	24	12	9	1.9112137250005808e-06	2.9305277116675572e-05
hsa05161	710	155	24	8	4	0.020541076317923283	0.08182784956978506
hsa05162	710	155	24	9	8	8.694267916848827e-07	1.99968162087523e-05
hsa05164	710	155	24	10	9	1.0564479843938508e-07	4.8596607282117134e-06
hsa05165	710	155	24	10	4	0.04925272410346432	0.16183037919709703
hsa05167	710	155	24	4	2	0.11352817095351798	0.2543778801843318
hsa05168	710	155	24	9	7	2.710758467729492e-05	0.00024758200910756907
hsa05169	710	155	24	11	6	0.002053612321788229	0.013495166686036933
hsa05171	710	155	24	11	8	1.2984589443165188e-05	0.00014932277859639967
hsa05200	710	155	24	9	2	0.4199051262195785	0.49527271297693876
hsa05202	710	155	24	8	1	0.7484544352633571	0.7650867560469873
hsa05212	710	155	24	3	1	0.3984655445756014	0.48235302764414906
hsa05235	710	155	24	4	2	0.11352817095351798	0.2543778801843318
hsa05321	710	155	24	2	1	0.28655215751989943	0.3661499790532048
hsa00520	29028	155	13	2	1	0.16120653540008378	0.3393821797896501
hsa00670	29028	155	13	2	1	0.16120653540008378	0.3393821797896501
hsa00790	29028	155	13	2	1	0.16120653540008378	0.3393821797896501
hsa01040	29028	155	13	1	1	0.08387096774193549	0.3393821797896501
hsa01100	29028	155	13	24	3	0.324494903847719	0.4807331908855096
hsa01212	29028	155	13	1	1	0.08387096774193549	0.3393821797896501
hsa01240	29028	155	13	4	1	0.2981200197319242	0.45864618420296027
hsa01250	29028	155	13	1	1	0.08387096774193549	0.3393821797896501
hsa01523	29028	155	13	3	1	0.2324765683399459	0.4226846697089925
hsa01524	29028	155	13	2	1	0.16120653540008378	0.3393821797896501
hsa03030	29028	155	13	4	2	0.03554621416401103	0.3393821797896501
hsa03250	29028	155	13	5	1	0.3585467730000368	0.49454727310349905
hsa03320	29028	155	13	2	1	0.16120653540008378	0.3393821797896501
hsa04110	29028	155	13	14	4	0.018841743835460917	0.3393821797896501
hsa04114	29028	155	13	7	1	0.4652547415900081	0.5473585195176567
hsa04141	29028	155	13	6	1	0.41413938600670025	0.534373401298968
hsa04145	29028	155	13	5	1	0.3585467730000368	0.49454727310349905
hsa04152	29028	155	13	3	2	0.018666469520359462	0.3393821797896501
hsa04218	29028	155	13	7	1	0.4652547415900081	0.5473585195176567
hsa04512	29028	155	13	2	1	0.16120653540008378	0.3393821797896501
hsa04540	29028	155	13	3	1	0.2324765683399459	0.4226846697089925
hsa04726	29028	155	13	1	1	0.08387096774193549	0.3393821797896501
hsa04914	29028	155	13	7	2	0.10744725250685201	0.3393821797896501
hsa04936	29028	155	13	2	1	0.16120653540008378	0.3393821797896501
hsa05010	29028	155	13	8	2	0.13645867054062144	0.3393821797896501
hsa05012	29028	155	13	6	1	0.41413938600670025	0.534373401298968
hsa05014	29028	155	13	4	1	0.2981200197319242	0.45864618420296027
hsa05016	29028	155	13	4	1	0.2981200197319242	0.45864618420296027
hsa05020	29028	155	13	4	1	0.2981200197319242	0.45864618420296027
hsa05022	29028	155	13	7	2	0.10744725250685201	0.3393821797896501
hsa05130	29028	155	13	1	1	0.08387096774193549	0.3393821797896501
hsa05132	29028	155	13	2	1	0.16120653540008378	0.3393821797896501
hsa05161	29028	155	13	8	1	0.5122256088827777	0.5691395654253085
hsa05165	29028	155	13	10	1	0.5949531638015501	0.626266488212158
hsa05166	29028	155	13	7	1	0.4652547415900081	0.5473585195176567
hsa05169	29028	155	13	11	1	0.6312677077365834	0.6474540592170086
hsa05200	29028	155	13	9	1	0.5553621196618518	0.6003914807155154
hsa05202	29028	155	13	8	1	0.5122256088827777	0.5691395654253085
hsa05203	29028	155	13	13	1	0.695050945160937	0.695050945160937
hsa05221	29028	155	13	3	1	0.2324765683399459	0.4226846697089925
hsa03008	100169753	155	16	18	16	6.427397827160553e-20	6.427397827160553e-20
hsa03010	100169753	155	16	17	16	7.141553141289504e-21	1.428310628257901e-20
hsa00190	348262	155	16	3	3	0.0009200161002817545	0.009830539584111597
hsa00512	348262	155	16	1	1	0.10322580645161288	0.17829912023460406
hsa00600	348262	155	16	1	1	0.10322580645161288	0.17829912023460406
hsa00760	348262	155	16	2	1	0.1963971512358609	0.2764108054430635
hsa01100	348262	155	16	24	5	0.07699489519625	0.17829912023460406
hsa01240	348262	155	16	4	1	0.3561778346158651	0.4511585905134291
hsa04066	348262	155	16	2	1	0.1963971512358609	0.2764108054430635
hsa04068	348262	155	16	4	1	0.3561778346158651	0.4511585905134291
hsa04071	348262	155	16	1	1	0.10322580645161288	0.17829912023460406
hsa04080	348262	155	16	3	2	0.028323352801531164	0.08279133895832186
hsa04114	348262	155	16	7	1	0.5410116552589693	0.5873840828525952
hsa04120	348262	155	16	4	2	0.053202697964507606	0.14440732304652065
hsa04330	348262	155	16	2	1	0.1963971512358609	0.2764108054430635
hsa04621	348262	155	16	15	1	0.8205397365710413	0.8205397365710413
hsa04640	348262	155	16	5	1	0.424397401808886	0.5202290731850862
hsa04714	348262	155	16	3	3	0.0009200161002817545	0.009830539584111597
hsa04723	348262	155	16	2	2	0.010054461667364891	0.03183912861332216
hsa04724	348262	155	16	1	1	0.10322580645161288	0.17829912023460406
hsa04727	348262	155	16	1	1	0.10322580645161288	0.17829912023460406
hsa04914	348262	155	16	7	1	0.5410116552589693	0.5873840828525952
hsa04919	348262	155	16	3	1	0.28043405045302566	0.38058906847196344
hsa04932	348262	155	16	2	2	0.010054461667364891	0.03183912861332216
hsa04974	348262	155	16	2	1	0.1963971512358609	0.2764108054430635
hsa04979	348262	155	16	2	1	0.1963971512358609	0.2764108054430635
hsa05010	348262	155	16	8	4	0.004230822968467675	0.016077127280177166
hsa05012	348262	155	16	6	4	0.0010347936404327997	0.009830539584111597
hsa05014	348262	155	16	4	3	0.003444007638554727	0.01454136558500885
hsa05016	348262	155	16	4	3	0.003444007638554727	0.01454136558500885
hsa05020	348262	155	16	4	3	0.003444007638554727	0.01454136558500885
hsa05022	348262	155	16	7	4	0.002260214211803684	0.01454136558500885
hsa05120	348262	155	16	1	1	0.10322580645161288	0.17829912023460406
hsa05166	348262	155	16	7	1	0.5410116552589693	0.5873840828525952
hsa05170	348262	155	16	7	1	0.5410116552589693	0.5873840828525952
hsa05171	348262	155	16	11	1	0.7110118473590723	0.7302283837741823
hsa05200	348262	155	16	9	1	0.6351890762427883	0.6704773582562766
hsa05208	348262	155	16	4	3	0.003444007638554727	0.01454136558500885
hsa05211	348262	155	16	1	1	0.10322580645161288	0.17829912023460406
hsa05415	348262	155	16	3	3	0.0009200161002817545	0.009830539584111597
hsa00983	5806	155	5	3	1	0.09427700699047946	0.1346814385578278
hsa03320	5806	155	5	2	1	0.06367825722664433	0.1346814385578278
hsa04145	5806	155	5	5	2	0.008053377689076446	0.08053377689076445
hsa04613	5806	155	5	13	1	0.35854677300003673	0.35854677300003673
hsa04640	5806	155	5	5	1	0.15307481369944542	0.19134351712430678
hsa04657	5806	155	5	2	1	0.06367825722664433	0.1346814385578278
hsa05146	5806	155	5	2	1	0.06367825722664433	0.1346814385578278
hsa05202	5806	155	5	8	1	0.23550906999708326	0.26167674444120365
hsa05221	5806	155	5	3	1	0.09427700699047946	0.1346814385578278
hsa05417	5806	155	5	3	1	0.09427700699047946	0.1346814385578278
hsa00561	4051	155	5	1	1	0.03225806451612903	0.10483870967741934
hsa00564	4051	155	5	1	1	0.03225806451612903	0.10483870967741934
hsa00590	4051	155	5	1	1	0.03225806451612903	0.10483870967741934
hsa01100	4051	155	5	24	2	0.1713962468326166	0.21427031746876035
hsa04150	4051	155	5	1	1	0.03225806451612903	0.10483870967741934
hsa04614	4051	155	5	2	1	0.06367825722664433	0.11825962056376804
hsa04640	4051	155	5	5	1	0.15307481369944542	0.21427031746876035
hsa04919	4051	155	5	3	1	0.09427700699047946	0.15320013635952912
hsa04936	4051	155	5	2	1	0.06367825722664433	0.11825962056376804
hsa04974	4051	155	5	2	1	0.06367825722664433	0.11825962056376804
hsa05010	4051	155	5	8	1	0.23550906999708326	0.23550906999708326
hsa05012	4051	155	5	6	1	0.1813056532427972	0.21427031746876035
hsa05022	4051	155	5	7	1	0.20877861789907914	0.22617683605733574
hsa00010	3437	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa00052	3437	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa00240	3437	155	27	4	1	0.5387814023587516	0.6106189226732518
hsa01100	3437	155	27	24	2	0.952501853548386	0.952501853548386
hsa01232	3437	155	27	4	1	0.5387814023587516	0.6106189226732518
hsa01240	3437	155	27	4	1	0.5387814023587516	0.6106189226732518
hsa03250	3437	155	27	5	2	0.2089032000722961	0.36738148978231383
hsa04062	3437	155	27	2	2	0.029409300377042313	0.10713387994493985
hsa04064	3437	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa04141	3437	155	27	6	1	0.6894257814028999	0.7643633663379977
hsa04142	3437	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04210	3437	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04215	3437	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04217	3437	155	27	4	4	0.0007587538796966538	0.004837055983066168
hsa04330	3437	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04380	3437	155	27	4	2	0.14028853399671332	0.3172811059907834
hsa04514	3437	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04610	3437	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04620	3437	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa04621	3437	155	27	15	9	0.00010217495538467053	0.0008684871207696995
hsa04622	3437	155	27	2	2	0.029409300377042313	0.10713387994493985
hsa04623	3437	155	27	2	2	0.029409300377042313	0.10713387994493985
hsa04625	3437	155	27	2	2	0.029409300377042313	0.10713387994493985
hsa04630	3437	155	27	3	2	0.07861701865496928	0.2505917469627146
