GeneSet_ID	gene_ID	N	M	n	m	p_value	FDR_q_value
hsa05166	55507	155	24	7	1	0.6997681969272327	0.7272100870028104
hsa05170	55507	155	24	7	1	0.6997681969272327	0.7272100870028104
hsa05200	55507	155	24	9	1	0.7895230988938294	0.8047062354110185
hsa05203	55507	155	24	13	1	0.8982209338539866	0.8982209338539866
hsa05207	55507	155	24	5	2	0.17139624683261667	0.41290914009675833
hsa05215	55507	155	24	3	1	0.3984655445756014	0.5415044580129968
hsa05340	55507	155	24	1	1	0.15483870967741933	0.3907834101382488
hsa05417	55507	155	24	3	1	0.3984655445756014	0.5415044580129968
hsa05418	55507	155	24	2	1	0.28655215751989943	0.4711350323179668
hsa04110	8900	155	1	14	1	0.09032258064516129	0.09032258064516129
hsa04152	8900	155	1	3	1	0.019354838709677417	0.08516129032258063
hsa04218	8900	155	1	7	1	0.04516129032258064	0.08516129032258063
hsa04914	8900	155	1	7	1	0.04516129032258064	0.08516129032258063
hsa05161	8900	155	1	8	1	0.05161290322580645	0.08516129032258063
hsa05165	8900	155	1	10	1	0.06451612903225805	0.08516129032258063
hsa05166	8900	155	1	7	1	0.04516129032258064	0.08516129032258063
hsa05169	8900	155	1	11	1	0.07096774193548386	0.08516129032258063
hsa05200	8900	155	1	9	1	0.058064516129032254	0.08516129032258063
hsa05202	8900	155	1	8	1	0.05161290322580645	0.08516129032258063
hsa05203	8900	155	1	13	1	0.08387096774193548	0.09032258064516129
hsa05221	8900	155	1	3	1	0.019354838709677417	0.08516129032258063
hsa00561	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa00564	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa01100	444882	155	16	24	1	0.941850119398456	0.941850119398456
hsa02010	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa03008	444882	155	16	18	1	0.8756536602715885	0.9006723362793482
hsa03018	444882	155	16	2	2	0.010054461667364891	0.2654377880184331
hsa04114	444882	155	16	7	1	0.5410116552589693	0.5901945330097847
hsa04120	444882	155	16	4	1	0.3561778346158651	0.44215179469555665
hsa04141	444882	155	16	6	1	0.48579501228260497	0.5641490465217348
hsa04145	444882	155	16	5	1	0.424397401808886	0.5092768821706632
hsa04150	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa04330	444882	155	16	2	1	0.1963971512358609	0.33668083069004723
hsa04540	444882	155	16	3	1	0.28043405045302566	0.4206510756795385
hsa04550	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa04610	444882	155	16	2	1	0.1963971512358609	0.33668083069004723
hsa04621	444882	155	16	15	1	0.8205397365710413	0.8688067798987497
hsa04724	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa04726	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa04727	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa04914	444882	155	16	7	1	0.5410116552589693	0.5901945330097847
hsa04919	444882	155	16	3	1	0.28043405045302566	0.4206510756795385
hsa04936	444882	155	16	2	1	0.1963971512358609	0.33668083069004723
hsa04974	444882	155	16	2	1	0.1963971512358609	0.33668083069004723
hsa04975	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa04979	444882	155	16	2	1	0.1963971512358609	0.33668083069004723
hsa05010	444882	155	16	8	3	0.036973245386884755	0.2654377880184331
hsa05012	444882	155	16	6	2	0.11740934944029202	0.28178243865670083
hsa05014	444882	155	16	4	1	0.3561778346158651	0.44215179469555665
hsa05016	444882	155	16	4	1	0.3561778346158651	0.44215179469555665
hsa05020	444882	155	16	4	1	0.3561778346158651	0.44215179469555665
hsa05022	444882	155	16	7	3	0.02469483697997834	0.2654377880184331
hsa05120	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa05130	444882	155	16	1	1	0.10322580645161288	0.2654377880184331
hsa05132	444882	155	16	2	1	0.1963971512358609	0.33668083069004723
hsa05171	444882	155	16	11	2	0.3167334375543954	0.44215179469555665
hsa05417	444882	155	16	3	1	0.28043405045302566	0.4206510756795385
hsa00230	890	155	25	1	1	0.16129032258064518	0.30058651026392963
hsa00240	890	155	25	4	2	0.12222854877403959	0.29478649998444845
hsa00480	890	155	25	2	2	0.025136154168412233	0.10305823209049016
hsa00670	890	155	25	2	2	0.025136154168412233	0.10305823209049016
hsa00790	890	155	25	2	1	0.2974444909928782	0.42052497002441397
hsa00983	890	155	25	3	1	0.41224114279142743	0.4829110529842436
hsa01100	890	155	25	24	4	0.5697608727989905	0.6147419943357528
hsa01232	890	155	25	4	2	0.12222854877403959	0.29478649998444845
hsa01240	890	155	25	4	1	0.50891200746389	0.5639295217843106
hsa01523	890	155	25	3	2	0.06785118739577942	0.25289988029335964
hsa01524	890	155	25	2	2	0.025136154168412233	0.10305823209049016
hsa03030	890	155	25	4	4	0.0005469080671317762	0.005605807688100706
hsa03410	890	155	25	1	1	0.16129032258064518	0.30058651026392963
hsa03450	890	155	25	1	1	0.16129032258064518	0.30058651026392963
hsa03460	890	155	25	1	1	0.16129032258064518	0.30058651026392963
hsa04010	890	155	25	2	1	0.2974444909928782	0.42052497002441397
hsa04068	890	155	25	4	2	0.12222854877403959	0.29478649998444845
hsa04110	890	155	25	14	12	1.530158514169038e-09	6.273649908093055e-08
hsa04114	890	155	25	7	6	6.323024419855e-05	0.001296220006070275
hsa04115	890	155	25	4	4	0.0005469080671317762	0.005605807688100706
hsa04120	890	155	25	4	2	0.12222854877403959	0.29478649998444845
hsa04152	890	155	25	3	1	0.41224114279142743	0.4829110529842436
hsa04210	890	155	25	2	1	0.2974444909928782	0.42052497002441397
hsa04215	890	155	25	2	1	0.2974444909928782	0.42052497002441397
hsa04218	890	155	25	7	5	0.001261712219408634	0.008621700165959
hsa04390	890	155	25	1	1	0.16129032258064518	0.30058651026392963
hsa04512	890	155	25	2	1	0.2974444909928782	0.42052497002441397
hsa04540	890	155	25	3	1	0.41224114279142743	0.4829110529842436
hsa04914	890	155	25	7	5	0.001261712219408634	0.008621700165959
hsa05161	890	155	25	8	2	0.379776966336369	0.4829110529842436
hsa05165	890	155	25	10	1	0.837547839897036	0.8584865358944619
hsa05166	890	155	25	7	4	0.013436767205669801	0.07870106506178026
hsa05169	890	155	25	11	1	0.8655568330182366	0.8655568330182366
hsa05170	890	155	25	7	3	0.0837200391718138	0.28604346717036383
hsa05200	890	155	25	9	2	0.44247721615388397	0.5039323850641456
hsa05202	890	155	25	8	1	0.7638159964686483	0.8029860475696047
hsa05203	890	155	25	13	3	0.3502631775192237	0.4786930092762724
hsa05206	890	155	25	4	2	0.12222854877403959	0.29478649998444845
hsa05207	890	155	25	5	2	0.18368817134726093	0.3274441315320738
hsa05210	890	155	25	2	1	0.2974444909928782	0.42052497002441397
hsa05221	890	155	25	3	1	0.41224114279142743	0.4829110529842436
hsa00230	7153	155	22	1	1	0.14193548387096772	0.27711213517665123
hsa00240	7153	155	22	4	2	0.09683744465528145	0.2646890153911026
hsa00480	7153	155	22	2	1	0.2645161290322581	0.38732718894009216
hsa00670	7153	155	22	2	2	0.01935483870967742	0.11336405529953916
hsa00790	7153	155	22	2	1	0.2645161290322581	0.38732718894009216
hsa00983	7153	155	22	3	1	0.3702719797596457	0.48971455387566043
hsa01040	7153	155	22	1	1	0.14193548387096772	0.27711213517665123
hsa01100	7153	155	22	24	4	0.4548479909990229	0.5564144063697584
hsa01212	7153	155	22	1	1	0.14193548387096772	0.27711213517665123
hsa01232	7153	155	22	4	2	0.09683744465528145	0.2646890153911026
hsa01240	7153	155	22	4	1	0.46141682479443374	0.5564144063697584
hsa01523	7153	155	22	3	2	0.053004427577482596	0.22290073196641838
hsa01524	7153	155	22	2	1	0.2645161290322581	0.38732718894009216
hsa03030	7153	155	22	4	4	0.0003162555344718532	0.0043221589711153275
hsa03320	7153	155	22	2	1	0.2645161290322581	0.38732718894009216
hsa03410	7153	155	22	1	1	0.14193548387096772	0.27711213517665123
hsa03450	7153	155	22	1	1	0.14193548387096772	0.27711213517665123
hsa03460	7153	155	22	1	1	0.14193548387096772	0.27711213517665123
hsa04010	7153	155	22	2	1	0.2645161290322581	0.38732718894009216
hsa04068	7153	155	22	4	2	0.09683744465528145	0.2646890153911026
hsa04110	7153	155	22	14	11	9.541298636749153e-09	3.9119324410671526e-07
hsa04114	7153	155	22	7	5	0.0006490273698017191	0.005322024432374097
hsa04115	7153	155	22	4	4	0.0003162555344718532	0.0043221589711153275
hsa04120	7153	155	22	4	1	0.46141682479443374	0.5564144063697584
hsa04152	7153	155	22	3	2	0.053004427577482596	0.22290073196641838
hsa04218	7153	155	22	7	4	0.008192104904571059	0.05597938351456891
hsa04512	7153	155	22	2	1	0.2645161290322581	0.38732718894009216
hsa04540	7153	155	22	3	1	0.3702719797596457	0.48971455387566043
hsa04914	7153	155	22	7	5	0.0006490273698017191	0.005322024432374097
hsa04936	7153	155	22	2	1	0.2645161290322581	0.38732718894009216
hsa05161	7153	155	22	8	1	0.7150881332569998	0.7715424595667629
hsa05165	7153	155	22	10	1	0.7942347435226678	0.8140906121107345
hsa05166	7153	155	22	7	3	0.059802635405624444	0.22290073196641838
hsa05169	7153	155	22	11	1	0.8254542996778493	0.8254542996778493
hsa05170	7153	155	22	7	3	0.059802635405624444	0.22290073196641838
hsa05200	7153	155	22	9	1	0.757728004470238	0.7965858508533272
hsa05202	7153	155	22	8	1	0.7150881332569998	0.7715424595667629
hsa05203	7153	155	22	13	2	0.5791136264667796	0.6595460745871656
hsa05206	7153	155	22	4	2	0.09683744465528145	0.2646890153911026
hsa05207	7153	155	22	5	1	0.5398858966786887	0.6324377646807496
hsa05221	7153	155	22	3	1	0.3702719797596457	0.48971455387566043
hsa00010	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa00052	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa01100	10384	155	16	24	1	0.941850119398456	0.941850119398456
hsa03250	10384	155	16	5	1	0.424397401808886	0.44733780190666367
hsa04062	10384	155	16	2	2	0.010054461667364891	0.030163385002094676
hsa04064	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa04217	10384	155	16	4	3	0.003444007638554727	0.016789537237954295
hsa04330	10384	155	16	2	1	0.1963971512358609	0.25531629660661914
hsa04380	10384	155	16	4	2	0.053202697964507606	0.12968157628848728
hsa04550	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa04620	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa04621	10384	155	16	15	9	3.89682002554556e-07	1.2907545784701922e-05
hsa04622	10384	155	16	2	2	0.010054461667364891	0.030163385002094676
hsa04623	10384	155	16	2	2	0.010054461667364891	0.030163385002094676
hsa04625	10384	155	16	2	2	0.010054461667364891	0.030163385002094676
hsa04630	10384	155	16	3	2	0.028323352801531164	0.0789007685185511
hsa04658	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa04659	10384	155	16	2	1	0.1963971512358609	0.25531629660661914
hsa04917	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa04919	10384	155	16	3	1	0.28043405045302566	0.3216743519902353
hsa04933	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa04935	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa05140	10384	155	16	2	1	0.1963971512358609	0.25531629660661914
hsa05145	10384	155	16	1	1	0.10322580645161288	0.15483870967741933
hsa05152	10384	155	16	4	1	0.3561778346158651	0.3858593208338538
hsa05160	10384	155	16	12	6	0.00029570537003432545	0.001647501347334099
hsa05161	10384	155	16	8	4	0.004230822968467675	0.018333566196693258
hsa05162	10384	155	16	9	7	9.928881372847633e-07	1.2907545784701922e-05
hsa05164	10384	155	16	10	7	3.1317191974867624e-06	3.0534262175495936e-05
hsa05165	10384	155	16	10	2	0.2753755624000587	0.3216743519902353
hsa05167	10384	155	16	4	2	0.053202697964507606	0.12968157628848728
hsa05168	10384	155	16	9	7	9.928881372847633e-07	1.2907545784701922e-05
hsa05169	10384	155	16	11	6	0.0001570980544139589	0.0010211373536907328
hsa05170	10384	155	16	7	1	0.5410116552589693	0.5552488040815738
hsa05171	10384	155	16	11	7	8.146909269684555e-06	6.354589230353953e-05
hsa05200	10384	155	16	9	2	0.23417554173104396	0.29460793959711984
hsa05212	10384	155	16	3	1	0.28043405045302566	0.3216743519902353
hsa05235	10384	155	16	4	1	0.3561778346158651	0.3858593208338538
hsa05321	10384	155	16	2	1	0.1963971512358609	0.25531629660661914
hsa00512	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa00532	120892	155	22	2	1	0.2645161290322581	0.4883374689826303
hsa00561	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa00564	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa00590	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa00600	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa01100	120892	155	22	24	4	0.4548479909990229	0.6514119879450829
hsa02010	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa03008	120892	155	22	18	1	0.946779308526707	0.946779308526707
hsa03018	120892	155	22	2	2	0.01935483870967742	0.3096774193548387
hsa03250	120892	155	22	5	1	0.5398858966786887	0.7003925146101907
hsa04114	120892	155	22	7	1	0.6653416168415553	0.7789365270340161
hsa04120	120892	155	22	4	1	0.46141682479443374	0.6514119879450829
hsa04141	120892	155	22	6	1	0.6073692984991476	0.7672033244199759
hsa04145	120892	155	22	5	1	0.5398858966786887	0.7003925146101907
hsa04150	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa04330	120892	155	22	2	1	0.2645161290322581	0.4883374689826303
hsa04540	120892	155	22	3	1	0.3702719797596457	0.612863966498724
hsa04550	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa04613	120892	155	22	13	1	0.8748716186793128	0.9129095151436307
hsa04614	120892	155	22	2	1	0.2645161290322581	0.4883374689826303
hsa04621	120892	155	22	15	1	0.910756503583088	0.9301343015316644
hsa04640	120892	155	22	5	1	0.5398858966786887	0.7003925146101907
hsa04724	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa04726	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa04727	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa04910	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa04914	120892	155	22	7	1	0.6653416168415553	0.7789365270340161
hsa04919	120892	155	22	3	1	0.3702719797596457	0.612863966498724
hsa04936	120892	155	22	2	1	0.2645161290322581	0.4883374689826303
hsa04974	120892	155	22	2	2	0.01935483870967742	0.3096774193548387
hsa04975	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa04979	120892	155	22	2	1	0.2645161290322581	0.4883374689826303
hsa05010	120892	155	22	8	4	0.014817781117544131	0.3096774193548387
hsa05012	120892	155	22	6	2	0.20246888757639353	0.48592533018334444
hsa05014	120892	155	22	4	1	0.46141682479443374	0.6514119879450829
hsa05016	120892	155	22	4	1	0.46141682479443374	0.6514119879450829
hsa05020	120892	155	22	4	1	0.46141682479443374	0.6514119879450829
hsa05022	120892	155	22	7	3	0.059802635405624444	0.3585738539898132
hsa05034	120892	155	22	8	1	0.7150881332569998	0.8172435808651427
hsa05120	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa05130	120892	155	22	1	1	0.14193548387096772	0.3585738539898132
hsa05132	120892	155	22	2	1	0.2645161290322581	0.4883374689826303
hsa05170	120892	155	22	7	1	0.6653416168415553	0.7789365270340161
hsa05171	120892	155	22	11	1	0.8254542996778493	0.900495599648563
hsa05203	120892	155	22	13	1	0.8748716186793128	0.9129095151436307
hsa05322	120892	155	22	10	1	0.7942347435226678	0.8865876206764663
hsa05417	120892	155	22	3	1	0.3702719797596457	0.612863966498724
hsa00010	5414	155	18	1	1	0.11612903225806452	0.30000000000000004
hsa00052	5414	155	18	1	1	0.11612903225806452	0.30000000000000004
hsa00240	5414	155	18	4	1	0.3928295812845898	0.45102655628971416
hsa01100	5414	155	18	24	2	0.8096532685345142	0.8096532685345142
hsa01232	5414	155	18	4	1	0.3928295812845898	0.45102655628971416
hsa01240	5414	155	18	4	1	0.3928295812845898	0.45102655628971416
hsa03250	5414	155	18	5	1	0.4652075119923872	0.5150511739915715
hsa04062	5414	155	18	2	1	0.21943862589023883	0.3580314422419686
hsa04210	5414	155	18	2	1	0.21943862589023883	0.3580314422419686
hsa04215	5414	155	18	2	1	0.21943862589023883	0.3580314422419686
hsa04217	5414	155	18	4	2	0.06658875928824996	0.2580314422419686
hsa04380	5414	155	18	4	1	0.3928295812845898	0.45102655628971416
hsa04610	5414	155	18	2	1	0.21943862589023883	0.3580314422419686
hsa04621	5414	155	18	15	6	0.002763123553423623	0.014276138359355386
hsa04622	5414	155	18	2	1	0.21943862589023883	0.3580314422419686
hsa04623	5414	155	18	2	1	0.21943862589023883	0.3580314422419686
hsa04625	5414	155	18	2	1	0.21943862589023883	0.3580314422419686
hsa04630	5414	155	18	3	1	0.3112693757855048	0.45102655628971416
hsa05133	5414	155	18	1	1	0.11612903225806452	0.30000000000000004
hsa05160	5414	155	18	12	7	4.827986187656032e-05	0.0007438031574776833
hsa05161	5414	155	18	8	2	0.23397693738437197	0.3626642529457766
hsa05162	5414	155	18	9	6	7.198095072364677e-05	0.0007438031574776833
hsa05164	5414	155	18	10	7	8.38820655413187e-06	0.00026003440317808795
hsa05165	5414	155	18	10	3	0.09398693353658293	0.30000000000000004
hsa05167	5414	155	18	4	1	0.3928295812845898	0.45102655628971416
hsa05168	5414	155	18	9	5	0.001143274102502398	0.007088299435514867
hsa05169	5414	155	18	11	4	0.025371928901424336	0.11236139942059349
hsa05171	5414	155	18	11	6	0.0003423597561064463	0.002653288109824959
hsa05200	5414	155	18	9	1	0.6810614538938358	0.7037635023569636
hsa05202	5414	155	18	8	1	0.6365584009487897	0.6804589803245683
hsa05235	5414	155	18	4	1	0.3928295812845898	0.45102655628971416
hsa00010	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa00052	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa00240	10964	155	27	4	1	0.5387814023587516	0.6106189226732518
hsa01100	10964	155	27	24	2	0.952501853548386	0.952501853548386
hsa01232	10964	155	27	4	1	0.5387814023587516	0.6106189226732518
hsa01240	10964	155	27	4	1	0.5387814023587516	0.6106189226732518
hsa03250	10964	155	27	5	2	0.2089032000722961	0.36738148978231383
hsa04062	10964	155	27	2	2	0.029409300377042313	0.10713387994493985
hsa04064	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa04141	10964	155	27	6	1	0.6894257814028999	0.7643633663379977
hsa04142	10964	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04210	10964	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04215	10964	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04217	10964	155	27	4	4	0.0007587538796966538	0.004837055983066168
hsa04330	10964	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04380	10964	155	27	4	2	0.14028853399671332	0.3172811059907834
hsa04514	10964	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04610	10964	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04620	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa04621	10964	155	27	15	9	0.00010217495538467053	0.0008684871207696995
hsa04622	10964	155	27	2	2	0.029409300377042313	0.10713387994493985
hsa04623	10964	155	27	2	2	0.029409300377042313	0.10713387994493985
hsa04625	10964	155	27	2	2	0.029409300377042313	0.10713387994493985
hsa04630	10964	155	27	3	2	0.07861701865496928	0.2505917469627146
hsa04658	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa04659	10964	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa04917	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa04919	10964	155	27	3	1	0.439158185268242	0.5599266862170086
hsa04933	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa04935	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa05010	10964	155	27	8	1	0.7920961085193909	0.8244265619283456
hsa05133	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa05140	10964	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa05145	10964	155	27	1	1	0.17419354838709677	0.3172811059907834
hsa05152	10964	155	27	4	1	0.5387814023587516	0.6106189226732518
hsa05160	10964	155	27	12	10	2.7084342033214076e-07	4.604338145646393e-06
hsa05161	10964	155	27	8	4	0.031599899304098594	0.10743965763393522
hsa05162	10964	155	27	9	9	4.172735032698798e-08	1.0640474333381935e-06
hsa05164	10964	155	27	10	10	5.144467848532764e-09	2.62367860275171e-07
hsa05165	10964	155	27	10	5	0.015146327057863333	0.08582918666122555
hsa05167	10964	155	27	4	3	0.01694550331322527	0.08642206689744887
hsa05168	10964	155	27	9	8	2.571722485942259e-06	2.6231569356611042e-05
hsa05169	10964	155	27	11	7	0.00047512569582167417	0.0034616300695579113
hsa05170	10964	155	27	7	1	0.7457043310815692	0.80916852947149
hsa05171	10964	155	27	11	9	1.8128434537666813e-06	2.3113754035525188e-05
hsa05200	10964	155	27	9	2	0.4866046761397204	0.6052887434908717
hsa05202	10964	155	27	8	1	0.7920961085193909	0.8244265619283456
hsa05203	10964	155	27	13	1	0.9258040906760182	0.9443201724895386
hsa05212	10964	155	27	3	1	0.439158185268242	0.5599266862170086
hsa05235	10964	155	27	4	2	0.14028853399671332	0.3172811059907834
hsa05321	10964	155	27	2	1	0.3189777963971512	0.42810177937512395
hsa00230	11065	155	22	1	1	0.14193548387096772	0.3278678605720339
hsa00240	11065	155	22	4	2	0.09683744465528145	0.27667841330080417
hsa00480	11065	155	22	2	1	0.2645161290322581	0.421013309081563
hsa00670	11065	155	22	2	1	0.2645161290322581	0.421013309081563
hsa00790	11065	155	22	2	1	0.2645161290322581	0.421013309081563
hsa00983	11065	155	22	3	1	0.3702719797596457	0.46746145443886833
hsa01100	11065	155	22	24	2	0.8943183187609669	0.8943183187609669
hsa01232	11065	155	22	4	2	0.09683744465528145	0.27667841330080417
hsa01240	11065	155	22	4	1	0.46141682479443374	0.5428433232875691
hsa01523	11065	155	22	3	2	0.053004427577482596	0.26502213788741297
hsa01524	11065	155	22	2	2	0.01935483870967742	0.11059907834101383
hsa03030	11065	155	22	4	2	0.09683744465528145	0.27667841330080417
hsa03460	11065	155	22	1	1	0.14193548387096772	0.3278678605720339
hsa04068	11065	155	22	4	2	0.09683744465528145	0.27667841330080417
hsa04110	11065	155	22	14	11	9.541298636749153e-09	3.816519454699661e-07
hsa04114	11065	155	22	7	6	2.7155328767300042e-05	0.0005431065753460008
hsa04115	11065	155	22	4	4	0.0003162555344718532	0.00421674045962471
hsa04120	11065	155	22	4	2	0.09683744465528145	0.27667841330080417
hsa04152	11065	155	22	3	1	0.3702719797596457	0.46746145443886833
hsa04210	11065	155	22	2	1	0.2645161290322581	0.421013309081563
hsa04215	11065	155	22	2	1	0.2645161290322581	0.421013309081563
hsa04218	11065	155	22	7	5	0.0006490273698017191	0.005192218958413753
hsa04390	11065	155	22	1	1	0.14193548387096772	0.3278678605720339
hsa04512	11065	155	22	2	1	0.2645161290322581	0.421013309081563
hsa04540	11065	155	22	3	1	0.3702719797596457	0.46746145443886833
hsa04914	11065	155	22	7	5	0.0006490273698017191	0.005192218958413753
hsa05012	11065	155	22	6	1	0.6073692984991476	0.6941363411418829
hsa05022	11065	155	22	7	1	0.6653416168415553	0.7392684631572837
hsa05161	11065	155	22	8	2	0.31711600193344397	0.46746145443886833
hsa05165	11065	155	22	10	1	0.7942347435226678	0.836036572129124
hsa05166	11065	155	22	7	4	0.008192104904571059	0.054614032697140394
hsa05169	11065	155	22	11	1	0.8254542996778493	0.8466197945413839
hsa05170	11065	155	22	7	3	0.059802635405624444	0.2657894906916642
hsa05200	11065	155	22	9	2	0.37396916355109466	0.46746145443886833
hsa05202	11065	155	22	8	1	0.7150881332569998	0.7730682521697295
hsa05203	11065	155	22	13	3	0.27365865090301594	0.421013309081563
hsa05206	11065	155	22	4	1	0.46141682479443374	0.5428433232875691
hsa05207	11065	155	22	5	2	0.14754053725741526	0.3278678605720339
hsa05210	11065	155	22	2	1	0.2645161290322581	0.421013309081563
hsa05221	11065	155	22	3	1	0.3702719797596457	0.46746145443886833
hsa00240	4061	155	13	4	1	0.2981200197319242	0.3507294349787344
hsa01100	4061	155	13	24	1	0.8982209338539866	0.8982209338539866
hsa01232	4061	155	13	4	1	0.2981200197319242	0.3507294349787344
hsa01240	4061	155	13	4	1	0.2981200197319242	0.3507294349787344
hsa03250	4061	155	13	5	1	0.3585467730000368	0.3983853033333742
hsa04217	4061	155	13	4	1	0.2981200197319242	0.3507294349787344
hsa04514	4061	155	13	2	1	0.16120653540008378	0.2931027916365159
hsa04610	4061	155	13	2	1	0.16120653540008378	0.2931027916365159
hsa04621	4061	155	13	15	3	0.11590361670946528	0.2897590417736632
hsa04623	4061	155	13	2	1	0.16120653540008378	0.2931027916365159
hsa05133	4061	155	13	1	1	0.08387096774193549	0.23963133640553
hsa05160	4061	155	13	12	6	7.072707788932763e-05	0.0014145415577865525
hsa05162	4061	155	13	9	4	0.0030456189023348305	0.020304126015565537
hsa05164	4061	155	13	10	5	0.0003691391843745538	0.003691391843745538
hsa05165	4061	155	13	10	2	0.1990427224045688	0.33173787067428134
hsa05168	4061	155	13	9	3	0.02909668815714819	0.11638675262859276
hsa05169	4061	155	13	11	3	0.05160021319465854	0.1720007106488618
hsa05171	4061	155	13	11	4	0.007220751467297497	0.036103757336487484
hsa05202	4061	155	13	8	1	0.5122256088827777	0.5391848514555555
hsa05235	4061	155	13	4	1	0.2981200197319242	0.3507294349787344
hsa00512	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa00561	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa00564	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa00600	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa01100	79056	155	15	24	2	0.7138779084459839	0.7524659034971182
hsa02010	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa03018	79056	155	15	2	1	0.1847507331378299	0.32751266328978934
hsa04114	79056	155	15	7	1	0.5168543739568099	0.592862370126929
hsa04120	79056	155	15	4	1	0.3372418885751553	0.505862832862733
hsa04141	79056	155	15	6	1	0.4627709083549605	0.5821956588981761
hsa04145	79056	155	15	5	1	0.4030787870610669	0.5614311676922004
hsa04150	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa04330	79056	155	15	2	1	0.1847507331378299	0.32751266328978934
hsa04380	79056	155	15	4	1	0.3372418885751553	0.505862832862733
hsa04613	79056	155	15	13	1	0.7485106985564576	0.7682083485184696
hsa04614	79056	155	15	2	1	0.1847507331378299	0.32751266328978934
hsa04621	79056	155	15	15	1	0.7990045049595662	0.7990045049595662
hsa04640	79056	155	15	5	1	0.4030787870610669	0.5614311676922004
hsa04650	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa04666	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa04722	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa04724	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa04727	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa04914	79056	155	15	7	1	0.5168543739568099	0.592862370126929
hsa04919	79056	155	15	3	1	0.26467713184980735	0.43010033925593694
hsa04936	79056	155	15	2	1	0.1847507331378299	0.32751266328978934
hsa04974	79056	155	15	2	2	0.00879765395894428	0.2516129032258064
hsa04975	79056	155	15	1	1	0.09677419354838708	0.2516129032258064
hsa04979	79056	155	15	2	1	0.1847507331378299	0.32751266328978934
hsa05010	79056	155	15	8	2	0.1740821392640062	0.32751266328978934
