GeneSet_ID	gene_ID	N	M	n	m	p_value	FDR_q_value
hsa04919	6773	155	30	3	1	0.47797300738477344	0.614536723780423
hsa04933	6773	155	30	1	1	0.19354838709677424	0.3483870967741936
hsa04935	6773	155	30	1	1	0.19354838709677424	0.3483870967741936
hsa05010	6773	155	30	8	1	0.8289635800893596	0.8777261436240278
hsa05133	6773	155	30	1	1	0.19354838709677424	0.3483870967741936
hsa05140	6773	155	30	2	1	0.35064935064935193	0.4733766233766251
hsa05145	6773	155	30	1	1	0.19354838709677424	0.3483870967741936
hsa05152	6773	155	30	4	1	0.5810046506640925	0.6675372582098084
hsa05160	6773	155	30	12	10	9.243069394739733e-07	1.663752491053152e-05
hsa05161	6773	155	30	8	4	0.04591349012958663	0.15495802918735488
hsa05162	6773	155	30	9	9	1.2737822731396305e-07	3.4392121374770027e-06
hsa05164	6773	155	30	10	10	1.8321525846528993e-08	9.893623957125657e-07
hsa05165	6773	155	30	10	5	0.02431323143799839	0.13121072475911205
hsa05167	6773	155	30	4	3	0.02312599681020725	0.13121072475911205
hsa05168	6773	155	30	9	8	6.641037578596187e-06	7.172320584883882e-05
hsa05169	6773	155	30	11	7	0.0010040535034298449	0.007745555597887375
hsa05170	6773	155	30	7	1	0.7854797445188569	0.8656307388575157
hsa05171	6773	155	30	11	9	5.30569125906076e-06	7.162683199732026e-05
hsa05200	6773	155	30	9	2	0.5497204455413771	0.6675372582098084
hsa05202	6773	155	30	8	1	0.8289635800893596	0.8777261436240278
hsa05203	6773	155	30	13	1	0.9463367635931064	0.9827343314236106
hsa05212	6773	155	30	3	1	0.47797300738477344	0.614536723780423
hsa05235	6773	155	30	4	2	0.16887807754680784	0.3483870967741936
hsa05321	6773	155	30	2	1	0.35064935064935193	0.4733766233766251
hsa00260	3512	155	15	1	1	0.09677419354838704	0.23387096774193536
hsa00480	3512	155	15	2	1	0.18475073313783033	0.2976539589442822
hsa00520	3512	155	15	2	1	0.18475073313783033	0.2976539589442822
hsa00630	3512	155	15	1	1	0.09677419354838704	0.23387096774193536
hsa01100	3512	155	15	24	3	0.4192462695576136	0.5286148616161215
hsa01200	3512	155	15	1	1	0.09677419354838704	0.23387096774193536
hsa01250	3512	155	15	1	1	0.09677419354838704	0.23387096774193536
hsa03060	3512	155	15	1	1	0.09677419354838704	0.23387096774193536
hsa04060	3512	155	15	3	2	0.024897935713874997	0.23387096774193536
hsa04110	3512	155	15	14	2	0.4031556719262407	0.5286148616161215
hsa04114	3512	155	15	7	1	0.5168543739568079	0.5353134587409796
hsa04141	3512	155	15	6	4	0.0007849017629680247	0.022762151126072716
hsa04151	3512	155	15	3	1	0.26467713184980773	0.36550651541163925
hsa04218	3512	155	15	7	1	0.5168543739568079	0.5353134587409796
hsa04657	3512	155	15	2	1	0.18475073313783033	0.2976539589442822
hsa04659	3512	155	15	2	1	0.18475073313783033	0.2976539589442822
hsa04672	3512	155	15	2	2	0.008797653958944291	0.12756598240469222
hsa04914	3512	155	15	7	1	0.5168543739568079	0.5353134587409796
hsa04915	3512	155	15	1	1	0.09677419354838704	0.23387096774193536
hsa04918	3512	155	15	1	1	0.09677419354838704	0.23387096774193536
hsa05012	3512	155	15	6	1	0.46277090835495915	0.5353134587409796
hsa05022	3512	155	15	7	1	0.5168543739568079	0.5353134587409796
hsa05132	3512	155	15	2	1	0.18475073313783033	0.2976539589442822
hsa05200	3512	155	15	9	1	0.610125730335805	0.610125730335805
hsa05207	3512	155	15	5	2	0.07389429463150816	0.23387096774193536
