GeneSet_ID	gene_ID	N	M	n	m	p_value	FDR_q_value
hsa01524	79801	155	35	2	1	0.4017595307917897	0.5752466009064262
hsa03030	79801	155	35	4	4	0.0022637238256932673	0.03565365025466896
hsa03060	79801	155	35	1	1	0.22580645161290366	0.45889698231009457
hsa03250	79801	155	35	5	1	0.7271715343202562	0.8037159063539673
hsa03410	79801	155	35	1	1	0.22580645161290366	0.45889698231009457
hsa03450	79801	155	35	1	1	0.22580645161290366	0.45889698231009457
hsa03460	79801	155	35	1	1	0.22580645161290366	0.45889698231009457
hsa04020	79801	155	35	2	1	0.4017595307917897	0.5752466009064262
hsa04060	79801	155	35	3	1	0.5386119257087005	0.6525490638393873
hsa04068	79801	155	35	4	2	0.21988990070484138	0.45889698231009457
hsa04110	79801	155	35	14	12	2.120648947347376e-07	1.336008836828847e-05
hsa04114	79801	155	35	7	6	0.0005420903697084412	0.0170758466458159
hsa04115	79801	155	35	4	4	0.0022637238256932673	0.03565365025466896
hsa04120	79801	155	35	4	2	0.21988990070484138	0.45889698231009457
hsa04141	79801	155	35	6	3	0.1289872834189722	0.45889698231009457
hsa04151	79801	155	35	3	1	0.5386119257087005	0.6525490638393873
hsa04152	79801	155	35	3	1	0.5386119257087005	0.6525490638393873
hsa04218	79801	155	35	7	5	0.006777689144858703	0.07116573602101639
hsa04512	79801	155	35	2	1	0.4017595307917897	0.5752466009064262
hsa04540	79801	155	35	3	1	0.5386119257087005	0.6525490638393873
hsa04640	79801	155	35	5	1	0.7271715343202562	0.8037159063539673
hsa04657	79801	155	35	2	1	0.4017595307917897	0.5752466009064262
hsa04659	79801	155	35	2	1	0.4017595307917897	0.5752466009064262
hsa04672	79801	155	35	2	1	0.4017595307917897	0.5752466009064262
hsa04914	79801	155	35	7	5	0.006777689144858703	0.07116573602101639
hsa04915	79801	155	35	1	1	0.22580645161290366	0.45889698231009457
hsa04918	79801	155	35	1	1	0.22580645161290366	0.45889698231009457
hsa04921	79801	155	35	1	1	0.22580645161290366	0.45889698231009457
hsa04970	79801	155	35	2	1	0.4017595307917897	0.5752466009064262
hsa04972	79801	155	35	1	1	0.22580645161290366	0.45889698231009457
hsa05012	79801	155	35	6	1	0.7908315096455265	0.8590066397873823
hsa05022	79801	155	35	7	1	0.8399650476482592	0.8969118305396666
hsa05132	79801	155	35	2	1	0.4017595307917897	0.5752466009064262
hsa05161	79801	155	35	8	1	0.8778111512449563	0.9065918447283975
hsa05165	79801	155	35	10	1	0.9292213322280027	0.94420877307039
hsa05166	79801	155	35	7	4	0.04633686417000546	0.2855238603039192
hsa05169	79801	155	35	11	1	0.9463058382419275	0.9463058382419275
hsa05170	79801	155	35	7	3	0.19097509785569874	0.45889698231009457
hsa05200	79801	155	35	9	2	0.6450704869496235	0.7388989214150233
hsa05202	79801	155	35	8	1	0.8778111512449563	0.9065918447283975
hsa05203	79801	155	35	13	3	0.5979534907249521	0.7107749040692827
hsa05206	79801	155	35	4	1	0.6448526007099861	0.7388989214150233
hsa05207	79801	155	35	5	2	0.31557686626891407	0.5752466009064262
hsa05215	79801	155	35	3	1	0.5386119257087005	0.6525490638393873
hsa05221	79801	155	35	3	1	0.5386119257087005	0.6525490638393873
hsa05417	79801	155	35	3	1	0.5386119257087005	0.6525490638393873
hsa05418	79801	155	35	2	1	0.4017595307917897	0.5752466009064262
hsa00230	55789	155	26	1	1	0.16774193548387148	0.28851612903225893
hsa00240	55789	155	26	4	2	0.13115201320534406	0.28851612903225893
hsa00480	55789	155	26	2	2	0.027230833682446543	0.09757715402876678
hsa00520	55789	155	26	2	1	0.3082530372852956	0.4142150188521159
hsa00670	55789	155	26	2	2	0.027230833682446543	0.09757715402876678
hsa00790	55789	155	26	2	2	0.027230833682446543	0.09757715402876678
hsa00983	55789	155	26	3	1	0.42580480872701	0.4694770968015751
hsa01100	55789	155	26	24	5	0.3731520156429073	0.4694770968015751
hsa01232	55789	155	26	4	2	0.13115201320534406	0.28851612903225893
hsa01240	55789	155	26	4	2	0.13115201320534406	0.28851612903225893
hsa01250	55789	155	26	1	1	0.16774193548387148	0.28851612903225893
hsa01523	55789	155	26	3	3	0.0042715033227367204	0.030612440479613163
hsa01524	55789	155	26	2	2	0.027230833682446543	0.09757715402876678
hsa03030	55789	155	26	4	4	0.0006463458975193744	0.006948218398333274
hsa03410	55789	155	26	1	1	0.16774193548387148	0.28851612903225893
hsa03450	55789	155	26	1	1	0.16774193548387148	0.28851612903225893
hsa03460	55789	155	26	1	1	0.16774193548387148	0.28851612903225893
hsa04010	55789	155	26	2	1	0.3082530372852956	0.4142150188521159
hsa04068	55789	155	26	4	2	0.13115201320534406	0.28851612903225893
hsa04110	55789	155	26	14	12	2.801701218667833e-09	1.2047315240271683e-07
hsa04114	55789	155	26	7	6	8.166842843255144e-05	0.001755871211299856
hsa04115	55789	155	26	4	4	0.0006463458975193744	0.006948218398333274
hsa04120	55789	155	26	4	2	0.13115201320534406	0.28851612903225893
hsa04152	55789	155	26	3	1	0.42580480872701	0.4694770968015751
hsa04210	55789	155	26	2	1	0.3082530372852956	0.4142150188521159
hsa04215	55789	155	26	2	1	0.3082530372852956	0.4142150188521159
hsa04218	55789	155	26	7	4	0.015599329420012712	0.08384639563256834
hsa04390	55789	155	26	1	1	0.16774193548387148	0.28851612903225893
hsa04512	55789	155	26	2	1	0.3082530372852956	0.4142150188521159
hsa04540	55789	155	26	3	1	0.42580480872701	0.4694770968015751
hsa04914	55789	155	26	7	5	0.0015426750267838961	0.013267005230341506
hsa05161	55789	155	26	8	2	0.40045599103579993	0.4694770968015751
hsa05165	55789	155	26	10	1	0.8500441599049594	0.8702833065693633
hsa05166	55789	155	26	7	4	0.015599329420012712	0.08384639563256834
hsa05169	55789	155	26	11	1	0.8769327933013115	0.8769327933013115
hsa05170	55789	155	26	7	3	0.09260534913944034	0.28851612903225893
hsa05200	55789	155	26	9	2	0.46472374709875375	0.4995780281311603
hsa05202	55789	155	26	8	1	0.7783503966859644	0.816318708719426
hsa05203	55789	155	26	13	3	0.37611763270802306	0.4694770968015751
hsa05206	55789	155	26	4	2	0.13115201320534406	0.28851612903225893
hsa05207	55789	155	26	5	2	0.19619678042866948	0.32447929070895337
hsa05210	55789	155	26	2	1	0.3082530372852956	0.4142150188521159
hsa05221	55789	155	26	3	1	0.42580480872701	0.4694770968015751
hsa00983	820	155	9	3	1	0.16528253530151069	0.18594285221419954
hsa03320	820	155	9	2	1	0.11311269375785515	0.16966904063678273
hsa04080	820	155	9	3	1	0.16528253530151069	0.18594285221419954
hsa04142	820	155	9	2	1	0.11311269375785515	0.16966904063678273
hsa04145	820	155	9	5	2	0.027484327139146753	0.10474807736573305
hsa04613	820	155	9	13	3	0.02909668815714807	0.10474807736573305
hsa04614	820	155	9	2	1	0.11311269375785515	0.16966904063678273
hsa04621	820	155	9	15	4	0.005497642883465949	0.0329858573007957
hsa04657	820	155	9	2	1	0.11311269375785515	0.16966904063678273
hsa04970	820	155	9	2	1	0.11311269375785515	0.16966904063678273
hsa04973	820	155	9	1	1	0.05806451612903234	0.16966904063678273
hsa05146	820	155	9	2	1	0.11311269375785515	0.16966904063678273
hsa05150	820	155	9	6	4	7.743094723397825e-05	0.0013937570502116086
hsa05152	820	155	9	4	1	0.21470659571129	0.22733639545901294
hsa05202	820	155	9	8	4	0.00034224881788021377	0.003080239360921924
hsa05221	820	155	9	3	1	0.16528253530151069	0.18594285221419954
hsa05322	820	155	9	10	1	0.46037070829315324	0.46037070829315324
hsa05417	820	155	9	3	1	0.16528253530151069	0.18594285221419954
hsa00230	51659	155	23	1	1	0.14838709677419365	0.2967741935483873
hsa00240	51659	155	23	4	3	0.010489696727587471	0.0466208743448332
hsa00480	51659	155	23	2	1	0.2755760368663595	0.38010487843635793
hsa00670	51659	155	23	2	1	0.2755760368663595	0.38010487843635793
hsa00983	51659	155	23	3	2	0.057775368211800945	0.23110147284720378
hsa01100	51659	155	23	24	3	0.7355080972257179	0.774219049711282
hsa01232	51659	155	23	4	3	0.010489696727587471	0.0466208743448332
hsa01523	51659	155	23	3	1	0.3844763711936392	0.4394015670784448
hsa01524	51659	155	23	2	1	0.2755760368663595	0.38010487843635793
hsa03030	51659	155	23	4	3	0.010489696727587471	0.0466208743448332
hsa03410	51659	155	23	1	1	0.14838709677419365	0.2967741935483873
hsa03450	51659	155	23	1	1	0.14838709677419365	0.2967741935483873
hsa03460	51659	155	23	1	1	0.14838709677419365	0.2967741935483873
hsa04010	51659	155	23	2	1	0.2755760368663595	0.38010487843635793
hsa04068	51659	155	23	4	2	0.1050610396960142	0.2967741935483873
hsa04110	51659	155	23	14	11	1.7912418908649455e-08	7.164967563459782e-07
hsa04114	51659	155	23	7	6	3.650678803097551e-05	0.0007301357606195101
hsa04115	51659	155	23	4	4	0.0003828356469922433	0.005104475293229911
hsa04120	51659	155	23	4	2	0.1050610396960142	0.2967741935483873
hsa04152	51659	155	23	3	1	0.3844763711936392	0.4394015670784448
hsa04210	51659	155	23	2	1	0.2755760368663595	0.38010487843635793
hsa04215	51659	155	23	2	1	0.2755760368663595	0.38010487843635793
hsa04218	51659	155	23	7	5	0.0008191719758491497	0.0065533758067931975
hsa04390	51659	155	23	1	1	0.14838709677419365	0.2967741935483873
hsa04512	51659	155	23	2	1	0.2755760368663595	0.38010487843635793
hsa04540	51659	155	23	3	1	0.3844763711936392	0.4394015670784448
hsa04914	51659	155	23	7	5	0.0008191719758491497	0.0065533758067931975
hsa04973	51659	155	23	1	1	0.14838709677419365	0.2967741935483873
hsa05161	51659	155	23	8	2	0.3380619035820519	0.4362089078478089
hsa05165	51659	155	23	10	1	0.8097058154382568	0.8304675030135967
hsa05166	51659	155	23	7	4	0.009744301310617761	0.0466208743448332
hsa05169	51659	155	23	11	1	0.8398904102308111	0.8398904102308111
hsa05170	51659	155	23	7	3	0.06731138551987538	0.24476867461772864
hsa05200	51659	155	23	9	2	0.3970524021026225	0.44116933566958055
hsa05202	51659	155	23	8	1	0.7322256891513146	0.774219049711282
hsa05203	51659	155	23	13	3	0.29892184437069563	0.39856245916092753
hsa05206	51659	155	23	4	2	0.1050610396960142	0.2967741935483873
hsa05207	51659	155	23	5	2	0.15934039769113717	0.30350551941168985
hsa05210	51659	155	23	2	1	0.2755760368663595	0.38010487843635793
hsa05221	51659	155	23	3	1	0.3844763711936392	0.4394015670784448
hsa00010	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa00052	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa00240	55601	155	31	4	1	0.5944125018428434	0.7208832469157889
hsa01100	55601	155	31	24	2	0.9761161584635659	0.9862467547777961
hsa01232	55601	155	31	4	1	0.5944125018428434	0.7208832469157889
hsa01240	55601	155	31	4	1	0.5944125018428434	0.7208832469157889
hsa03008	55601	155	31	18	1	0.9862467547777961	0.9862467547777961
hsa03018	55601	155	31	2	2	0.03896103896103896	0.14805194805194805
hsa03250	55601	155	31	5	2	0.2613472715680909	0.4805417573993929
hsa04062	55601	155	31	2	2	0.03896103896103896	0.14805194805194805
hsa04064	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa04141	55601	155	31	6	1	0.7442918554664789	0.8838465783664438
hsa04142	55601	155	31	2	1	0.3610389610389618	0.5144805194805206
hsa04210	55601	155	31	2	1	0.3610389610389618	0.5144805194805206
hsa04215	55601	155	31	2	1	0.3610389610389618	0.5144805194805206
hsa04217	55601	155	31	4	4	0.0013603527535416093	0.009692513368983966
hsa04330	55601	155	31	2	1	0.3610389610389618	0.5144805194805206
hsa04380	55601	155	31	4	2	0.17876911530162318	0.380000000000001
hsa04514	55601	155	31	2	1	0.3610389610389618	0.5144805194805206
hsa04550	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa04610	55601	155	31	2	1	0.3610389610389618	0.5144805194805206
hsa04613	55601	155	31	13	1	0.9519177401794288	0.9862467547777961
hsa04620	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa04621	55601	155	31	15	9	0.0003707040570185581	0.003521688541676302
hsa04622	55601	155	31	2	2	0.03896103896103896	0.14805194805194805
hsa04623	55601	155	31	2	2	0.03896103896103896	0.14805194805194805
hsa04625	55601	155	31	2	2	0.03896103896103896	0.14805194805194805
hsa04630	55601	155	31	3	2	0.1021135727018079	0.34238080258841475
hsa04658	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa04659	55601	155	31	2	1	0.3610389610389618	0.5144805194805206
hsa04917	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa04919	55601	155	31	3	1	0.4905016552075377	0.6656808177816583
hsa04933	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa04935	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa05010	55601	155	31	8	1	0.8399099109636441	0.9032993382061832
hsa05034	55601	155	31	8	1	0.8399099109636441	0.9032993382061832
hsa05133	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa05140	55601	155	31	2	1	0.3610389610389618	0.5144805194805206
hsa05145	55601	155	31	1	1	0.2000000000000005	0.380000000000001
hsa05152	55601	155	31	4	1	0.5944125018428434	0.7208832469157889
hsa05160	55601	155	31	12	10	1.3449198341543023e-06	2.5553476848931744e-05
hsa05161	55601	155	31	8	4	0.05145213710735116	0.1832982384449385
hsa05162	55601	155	31	9	9	1.7948750212422113e-07	5.115393810540302e-06
hsa05164	55601	155	31	10	10	2.704606196392393e-08	1.5416255319436641e-06
hsa05165	55601	155	31	10	5	0.028075857145565555	0.14805194805194805
hsa05167	55601	155	31	4	3	0.025458030101992914	0.14805194805194805
hsa05168	55601	155	31	9	8	8.888533257369021e-06	0.00010132927913400685
hsa05169	55601	155	31	11	7	0.0012617429077316053	0.009692513368983966
hsa05170	55601	155	31	7	1	0.7974928788258044	0.9032993382061832
hsa05171	55601	155	31	11	9	7.3705181965823575e-06	0.00010132927913400685
hsa05200	55601	155	31	9	2	0.5698259512288324	0.7208832469157889
hsa05202	55601	155	31	8	1	0.8399099109636441	0.9032993382061832
hsa05203	55601	155	31	13	2	0.778907466003622	0.9032993382061832
hsa05212	55601	155	31	3	1	0.4905016552075377	0.6656808177816583
hsa05235	55601	155	31	4	2	0.17876911530162318	0.380000000000001
hsa05321	55601	155	31	2	1	0.3610389610389618	0.5144805194805206
hsa05322	55601	155	31	10	1	0.9004938128904602	0.9505212469399302
hsa00983	5806	155	5	3	1	0.09427700699047932	0.1346814385578276
hsa03320	5806	155	5	2	1	0.0636782572266443	0.1346814385578276
hsa04145	5806	155	5	5	2	0.008053377689076407	0.08053377689076407
hsa04613	5806	155	5	13	1	0.35854677300003523	0.35854677300003523
hsa04640	5806	155	5	5	1	0.15307481369944456	0.1913435171243057
hsa04657	5806	155	5	2	1	0.0636782572266443	0.1346814385578276
hsa05146	5806	155	5	2	1	0.0636782572266443	0.1346814385578276
hsa05202	5806	155	5	8	1	0.2355090699970826	0.26167674444120287
hsa05221	5806	155	5	3	1	0.09427700699047932	0.1346814385578276
hsa05417	5806	155	5	3	1	0.09427700699047932	0.1346814385578276
hsa04110	8900	155	1	14	1	0.0903225806451617	0.0903225806451617
hsa04152	8900	155	1	3	1	0.01935483870967739	0.08516129032258088
hsa04218	8900	155	1	7	1	0.04516129032258061	0.08516129032258088
hsa04914	8900	155	1	7	1	0.04516129032258061	0.08516129032258088
hsa05161	8900	155	1	8	1	0.0516129032258066	0.08516129032258088
hsa05165	8900	155	1	10	1	0.06451612903225841	0.08516129032258088
hsa05166	8900	155	1	7	1	0.04516129032258061	0.08516129032258088
hsa05169	8900	155	1	11	1	0.07096774193548407	0.08516129032258088
hsa05200	8900	155	1	9	1	0.05806451612903244	0.08516129032258088
hsa05202	8900	155	1	8	1	0.0516129032258066	0.08516129032258088
hsa05203	8900	155	1	13	1	0.0838709677419355	0.0903225806451617
hsa05221	8900	155	1	3	1	0.01935483870967739	0.08516129032258088
hsa00230	1033	155	24	1	1	0.15483870967741914	0.3023041474654374
hsa00240	1033	155	24	4	3	0.011922595863472687	0.05431404782248669
hsa00480	1033	155	24	2	1	0.2865521575199004	0.39162128194386386
hsa00670	1033	155	24	2	1	0.2865521575199004	0.39162128194386386
hsa00790	1033	155	24	2	1	0.2865521575199004	0.39162128194386386
hsa00983	1033	155	24	3	2	0.06272538340849543	0.21431172664569273
hsa01100	1033	155	24	24	3	0.7644972646488191	0.8037022525795278
hsa01232	1033	155	24	4	3	0.011922595863472687	0.05431404782248669
hsa01240	1033	155	24	4	1	0.4934446691162956	0.5467900387504897
hsa01523	1033	155	24	3	2	0.06272538340849543	0.21431172664569273
hsa01524	1033	155	24	2	2	0.023125261834939296	0.09481357352325112
hsa03030	1033	155	24	4	3	0.011922595863472687	0.05431404782248669
hsa03410	1033	155	24	1	1	0.15483870967741914	0.3023041474654374
hsa03450	1033	155	24	1	1	0.15483870967741914	0.3023041474654374
hsa03460	1033	155	24	1	1	0.15483870967741914	0.3023041474654374
hsa04010	1033	155	24	2	1	0.2865521575199004	0.39162128194386386
hsa04068	1033	155	24	4	2	0.11352817095351778	0.2909159380683893
hsa04110	1033	155	24	14	11	3.238626147667308e-08	1.3278367205435963e-06
hsa04114	1033	155	24	7	6	4.836535148276585e-05	0.0009914897053967
hsa04115	1033	155	24	4	4	0.00045940277639069206	0.006278504610672792
hsa04120	1033	155	24	4	2	0.11352817095351778	0.2909159380683893
hsa04152	1033	155	24	3	1	0.39846554457560274	0.4667739236457061
hsa04210	1033	155	24	2	1	0.2865521575199004	0.39162128194386386
hsa04215	1033	155	24	2	1	0.2865521575199004	0.39162128194386386
hsa04218	1033	155	24	7	5	0.0010220158243666128	0.008380529759806224
hsa04390	1033	155	24	1	1	0.15483870967741914	0.3023041474654374
hsa04512	1033	155	24	2	1	0.2865521575199004	0.39162128194386386
hsa04540	1033	155	24	3	1	0.39846554457560274	0.4667739236457061
hsa04914	1033	155	24	7	5	0.0010220158243666128	0.008380529759806224
hsa05161	1033	155	24	8	2	0.35896452857436095	0.45992330223589994
hsa05165	1033	155	24	10	1	0.8241220415414187	0.8447250925799541
hsa05166	1033	155	24	7	4	0.011488758407867996	0.05431404782248669
hsa05169	1033	155	24	11	1	0.8532328760449056	0.8532328760449056
hsa05170	1033	155	24	7	3	0.0752860465358764	0.23744060830545632
hsa05200	1033	155	24	9	2	0.419905126219578	0.4782252826389638
hsa05202	1033	155	24	8	1	0.7484544352633562	0.8037022525795278
hsa05203	1033	155	24	13	3	0.32449490384771656	0.42917067928246383
hsa05206	1033	155	24	4	2	0.11352817095351778	0.2909159380683893
hsa05207	1033	155	24	5	2	0.17139624683261595	0.31942027818805696
hsa05210	1033	155	24	2	1	0.2865521575199004	0.39162128194386386
hsa05221	1033	155	24	3	1	0.39846554457560274	0.4667739236457061
hsa00190	80315	155	22	3	3	0.0025300442757748252	0.014055801532082362
hsa00512	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa00532	80315	155	22	2	1	0.26451612903225824	0.3574542284219706
hsa00561	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa00564	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa00600	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa00760	80315	155	22	2	1	0.26451612903225824	0.3574542284219706
hsa01100	80315	155	22	24	7	0.03092323990772211	0.11044014252757896
hsa01240	80315	155	22	4	1	0.46141682479443313	0.56270344487126
hsa02010	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa03008	80315	155	22	18	1	0.9467793085267037	0.9467793085267037
hsa03018	80315	155	22	2	2	0.01935483870967739	0.07444168734491304
hsa03250	80315	155	22	5	1	0.5398858966786853	0.6277742984635876
hsa04066	80315	155	22	2	1	0.26451612903225824	0.3574542284219706
hsa04114	80315	155	22	7	1	0.6653416168415539	0.7231974096103847
hsa04120	80315	155	22	4	2	0.09683744465528125	0.2534562211981567
hsa04141	80315	155	22	6	1	0.6073692984991498	0.6901923846581247
hsa04145	80315	155	22	5	1	0.5398858966786853	0.6277742984635876
hsa04150	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa04330	80315	155	22	2	1	0.26451612903225824	0.3574542284219706
hsa04540	80315	155	22	3	1	0.37027197975964576	0.4628399746995572
hsa04621	80315	155	22	15	1	0.9107565035830847	0.9293433710031477
hsa04714	80315	155	22	3	3	0.0025300442757748252	0.014055801532082362
hsa04723	80315	155	22	2	2	0.01935483870967739	0.07444168734491304
hsa04724	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa04726	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa04727	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa04914	80315	155	22	7	1	0.6653416168415539	0.7231974096103847
hsa04919	80315	155	22	3	1	0.37027197975964576	0.4628399746995572
hsa04932	80315	155	22	2	2	0.01935483870967739	0.07444168734491304
hsa04936	80315	155	22	2	1	0.26451612903225824	0.3574542284219706
hsa04974	80315	155	22	2	1	0.26451612903225824	0.3574542284219706
hsa04975	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa04979	80315	155	22	2	1	0.26451612903225824	0.3574542284219706
hsa05010	80315	155	22	8	6	9.858657672395571e-05	0.002464664418098893
hsa05012	80315	155	22	6	5	0.00020483305477713554	0.00263546278726544
hsa05014	80315	155	22	4	4	0.00031625553447185283	0.00263546278726544
hsa05016	80315	155	22	4	4	0.00031625553447185283	0.00263546278726544
hsa05020	80315	155	22	4	4	0.00031625553447185283	0.00263546278726544
hsa05022	80315	155	22	7	6	2.7155328767299924e-05	0.0013577664383649963
hsa05120	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa05130	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa05132	80315	155	22	2	1	0.26451612903225824	0.3574542284219706
hsa05170	80315	155	22	7	2	0.2595353884447002	0.3574542284219706
hsa05171	80315	155	22	11	1	0.8254542996778544	0.8598482288310985
hsa05200	80315	155	22	9	1	0.7577280044702431	0.8060936217768544
hsa05208	80315	155	22	4	3	0.009171410499683744	0.04585705249841872
hsa05211	80315	155	22	1	1	0.14193548387096777	0.2534562211981567
hsa05415	80315	155	22	3	3	0.0025300442757748252	0.014055801532082362
hsa05417	80315	155	22	3	1	0.37027197975964576	0.4628399746995572
hsa00230	7298	155	25	1	1	0.16129032258064546	0.3072196620583723
hsa00240	7298	155	25	4	3	0.013473826017519234	0.05988367118897437
hsa00480	7298	155	25	2	1	0.2974444909928774	0.4102682634384516
hsa00670	7298	155	25	2	1	0.2974444909928774	0.4102682634384516
hsa00983	7298	155	25	3	2	0.06785118739577935	0.2467315905301067
hsa01100	7298	155	25	24	3	0.7910522271737941	0.8326865549197833
hsa01232	7298	155	25	4	3	0.013473826017519234	0.05988367118897437
hsa01523	7298	155	25	3	1	0.41224114279142604	0.47113273461877264
hsa01524	7298	155	25	2	2	0.02513615416841215	0.1005446166736486
hsa03030	7298	155	25	4	4	0.0005469080671317776	0.005469080671317776
hsa03410	7298	155	25	1	1	0.16129032258064546	0.3072196620583723
hsa03450	7298	155	25	1	1	0.16129032258064546	0.3072196620583723
hsa03460	7298	155	25	1	1	0.16129032258064546	0.3072196620583723
hsa04010	7298	155	25	2	1	0.2974444909928774	0.4102682634384516
hsa04068	7298	155	25	4	2	0.12222854877403978	0.3072196620583723
hsa04110	7298	155	25	14	12	1.5301585141690407e-09	6.120634056676163e-08
hsa04114	7298	155	25	7	6	6.323024419854999e-05	0.0012646048839709996
hsa04115	7298	155	25	4	4	0.0005469080671317776	0.005469080671317776
hsa04120	7298	155	25	4	2	0.12222854877403978	0.3072196620583723
hsa04152	7298	155	25	3	1	0.41224114279142604	0.47113273461877264
hsa04210	7298	155	25	2	1	0.2974444909928774	0.4102682634384516
hsa04215	7298	155	25	2	1	0.2974444909928774	0.4102682634384516
hsa04218	7298	155	25	7	5	0.0012617122194086333	0.008411414796057556
hsa04390	7298	155	25	1	1	0.16129032258064546	0.3072196620583723
hsa04512	7298	155	25	2	1	0.2974444909928774	0.4102682634384516
hsa04540	7298	155	25	3	1	0.41224114279142604	0.47113273461877264
hsa04914	7298	155	25	7	5	0.0012617122194086333	0.008411414796057556
hsa04973	7298	155	25	1	1	0.16129032258064546	0.3072196620583723
hsa05161	7298	155	25	8	2	0.37977696633637004	0.47113273461877264
hsa05165	7298	155	25	10	1	0.8375478398970384	0.859023425535424
hsa05166	7298	155	25	7	4	0.013436767205669784	0.05988367118897437
hsa05169	7298	155	25	11	1	0.8655568330182374	0.8655568330182374
hsa05170	7298	155	25	7	3	0.0837200391718138	0.2790667972393793
hsa05200	7298	155	25	9	2	0.4424772161538853	0.49164135128209474
hsa05202	7298	155	25	8	1	0.7638159964686492	0.8257470232093505
hsa05203	7298	155	25	13	3	0.3502631775192219	0.4670175700256292
hsa05206	7298	155	25	4	2	0.12222854877403978	0.3072196620583723
hsa05207	7298	155	25	5	2	0.1836881713472607	0.3339784933586558
hsa05210	7298	155	25	2	1	0.2974444909928774	0.4102682634384516
hsa05221	7298	155	25	3	1	0.41224114279142604	0.47113273461877264
hsa03008	100169766	155	16	18	16	6.427397827160622e-20	6.427397827160622e-20
hsa03010	100169766	155	16	17	16	7.141553141289512e-21	1.4283106282579024e-20
hsa00240	83666	155	34	4	1	0.6327108092812681	0.7567717522775952
hsa00512	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa00600	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa01100	83666	155	34	24	2	0.9861176302010961	0.9914444671542165
hsa01232	83666	155	34	4	1	0.6327108092812681	0.7567717522775952
hsa01240	83666	155	34	4	1	0.6327108092812681	0.7567717522775952
hsa02010	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa03008	83666	155	34	18	1	0.9914444671542165	0.9914444671542165
hsa03018	83666	155	34	2	2	0.047004608294931007	0.17920506912442447
hsa03250	83666	155	34	5	3	0.07062518505192679	0.23934090489819634
hsa04062	83666	155	34	2	2	0.047004608294931007	0.17920506912442447
hsa04064	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa04114	83666	155	34	7	1	0.8301383400477086	0.8730765300501764
hsa04141	83666	155	34	6	1	0.7799183710183372	0.8730765300501764
hsa04142	83666	155	34	2	1	0.3917050691244247	0.5827807125997538
hsa04217	83666	155	34	4	4	0.0020050125313283186	0.017472252058718205
hsa04330	83666	155	34	2	1	0.3917050691244247	0.5827807125997538
hsa04380	83666	155	34	4	2	0.20939445387662667	0.39354838709677387
hsa04514	83666	155	34	2	1	0.3917050691244247	0.5827807125997538
hsa04550	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa04613	83666	155	34	13	2	0.8261536781967493	0.8730765300501764
hsa04620	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa04621	83666	155	34	15	9	0.0008463520323905643	0.008604578995970736
hsa04622	83666	155	34	2	2	0.047004608294931007	0.17920506912442447
hsa04623	83666	155	34	2	2	0.047004608294931007	0.17920506912442447
hsa04625	83666	155	34	2	2	0.047004608294931007	0.17920506912442447
hsa04630	83666	155	34	3	2	0.12135176651305696	0.38960303985770917
hsa04658	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa04659	83666	155	34	2	1	0.3917050691244247	0.5827807125997538
hsa04722	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa04914	83666	155	34	7	1	0.8301383400477086	0.8730765300501764
hsa04917	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa04919	83666	155	34	3	1	0.5268817204301092	0.7142174432497035
hsa04933	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa04935	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa04975	83666	155	34	1	1	0.21935483870967723	0.39354838709677387
hsa04979	83666	155	34	2	1	0.3917050691244247	0.5827807125997538
