gene1	gene2	correlation
4939	6319	0.246206
4939	6518	-0.172184
4939	6614	0.865332
4939	6675	0.27594
4939	6678	0.124895
4939	6772	0.852331
4939	6773	0.945271
4939	6782	0.297845
4939	6868	0.218928
4939	6923	-0.191901
4939	6941	0.224502
4939	6947	-0.11517
4939	7083	-0.041325
4939	7153	0.141113
4939	7184	0.294073
4939	7298	0.016293
4939	7345	-0.033542
4939	8318	0.117255
4939	8339	0.522527
4939	8343	0.543658
4939	8345	0.624249
4939	8347	0.573837
4939	8348	0.583963
4939	8365	0.630575
4939	8460	-0.221015
4939	8638	0.848776
4939	8698	-0.334794
4939	8809	0.036821
4939	8819	-0.052948
4939	8836	-0.147141
4939	8876	0.005066
4939	8900	0.29775
4939	8916	0.339674
4939	8926	0.304798
4939	8970	0.435972
4939	9055	-0.024124
4939	9133	-0.056546
4939	9212	-0.0496
4939	9232	0.013861
4939	9334	0.244224
4939	9381	0.786279
4939	9582	0.327685
4939	9663	0.287375
4939	9697	0.345774
4939	9768	-0.058569
4939	9787	0.041184
4939	10024	-0.087893
4939	10321	-0.137181
4939	10346	0.700801
4939	10384	0.792527
4939	10403	0.558975
4939	10561	0.956505
4939	10562	-0.171268
4939	10615	0.139699
4939	10964	0.958307
4939	11004	0.059165
4939	11065	-0.058034
4939	11119	0.793957
4939	11130	0.096245
4939	11274	0.94658
4939	22885	0.165993
4939	22895	0.158661
4939	22936	0.195479
4939	22974	0.103282
4939	23231	0.302531
4939	23347	0.535108
4939	23389	0.296851
4939	23495	0.005925
4939	23531	0.325597
4939	23586	0.896927
4939	24138	0.910738
4939	25832	0.421658
4939	28834	0.01107
4939	29028	0.298383
4939	29089	0.060493
4939	29126	0.525129
4939	29952	0.095531
4939	51053	0.146952
4939	51191	0.937242
4939	51203	0.165703
4939	51237	-0.024903
4939	51303	0.224642
4939	51439	0.584904
4939	51513	0.806335
4939	51659	-0.01858
4939	51673	0.135311
4939	54407	0.201152
4939	54464	0.641212
4939	54625	0.896129
4939	54739	0.978735
4939	54809	0.802489
4939	54855	0.126417
4939	54877	0.869909
4939	54900	0.416637
4939	54979	0.165826
4939	55008	0.937995
4939	55165	0.193874
4939	55196	0.287253
4939	55350	0.531757
4939	55355	0.050744
4939	55454	0.124533
4939	55507	0.076918
4939	55601	0.941861
4939	55789	0.060283
4939	55790	-0.12717
4939	57162	0.208636
4939	57674	0.884165
4939	64105	0.183892
4939	64108	0.933908
4939	64135	0.945228
4939	64151	0.102985
4939	64407	0.215704
4939	65244	0.281537
4939	79056	0.325053
4939	79598	0.188831
4939	79682	0.013279
4939	79801	0.130948
4939	79971	0.193831
4939	80267	0.370028
4939	80315	0.271978
4939	80830	0.87991
4939	81027	0.368116
4939	81030	0.924725
4939	81567	0.097799
4939	81618	0.007505
4939	83540	-0.002682
4939	83666	0.774399
4939	84057	-0.065891
4939	84174	0.388909
4939	84333	0.741793
4939	85363	0.852645
4939	90355	-0.256206
4939	90701	0.178438
4939	91319	0.006359
4939	91543	0.930887
4939	92906	0.562264
4939	93100	-0.094114
4939	94240	0.870534
4939	113130	0.028695
4939	114908	0.848709
4939	115361	0.819292
4939	115362	0.751628
4939	116071	0.77042
4939	120892	0.336004
4939	122509	0.122276
4939	129607	0.941394
4939	130589	0.82274
4939	135112	0.840506
4939	140609	0.260264
4939	147339	0.417797
4939	147807	-0.108641
4939	151636	0.869187
4939	153222	0.233776
4939	162394	0.798653
4939	219285	0.868232
4939	219537	0.809187
4939	219988	0.653803
4939	254225	0.45528
4939	257019	0.366301
4939	348262	-0.117182
4939	374291	0.004865
4939	375298	-0.147635
4939	387882	0.310186
4939	440068	0.675231
4939	441864	-0.117035
4939	444882	0.338995
4939	445815	0.607572
4939	494143	0.149845
4939	728358	-0.305902
4939	100132406	0.398375
4939	100133941	-0.331964
4939	100169751	-0.42685
4939	100169753	-0.42685
4939	100169754	-0.42685
4939	100169755	-0.42685
4939	100169756	-0.42685
4939	100169757	-0.42685
4939	100169758	-0.42685
4939	100169759	-0.42685
4939	100169760	0.04092
4939	100169761	-0.42685
4939	100169762	-0.42685
4939	100169763	-0.42685
4939	100169764	-0.42685
4939	100169765	-0.42685
4939	100169766	-0.42685
4939	100169767	-0.42685
4939	100169768	-0.42685
4939	100423062	-0.031623
4939	100820829	0.219996
4939	100913187	0.478783
4939	101060226	0.456876
4939	109864272	-0.11184
4940	4940	1.0
4940	4973	-0.060187
4940	5273	-0.050692
4940	5414	0.707647
4940	5450	0.098377
4940	5577	0.252195
4940	5610	0.860268
4940	5806	0.106447
4940	6035	0.218337
4940	6036	0.26142
4940	6037	-0.190387
4940	6241	0.186798
4940	6319	0.30992
4940	6518	-0.120328
4940	6614	0.832276
4940	6675	0.24664
4940	6678	0.139175
4940	6772	0.888517
4940	6773	0.939167
4940	6782	0.319927
4940	6868	0.298616
4940	6923	-0.255859
4940	6941	0.22165
4940	6947	-0.020846
4940	7083	-0.057059
4940	7153	0.194242
4940	7184	0.254775
4940	7298	0.048557
4940	7345	-0.056425
4940	8318	0.129055
4940	8339	0.534299
4940	8343	0.596057
4940	8345	0.615255
4940	8347	0.614282
4940	8348	0.57538
4940	8365	0.641054
4940	8460	-0.163928
4940	8638	0.862041
4940	8698	-0.364734
4940	8809	0.083901
4940	8819	-0.03714
4940	8836	-0.113985
4940	8876	0.076177
4940	8900	0.318213
4940	8916	0.418016
4940	8926	0.321645
4940	8970	0.445253
4940	9055	0.03651
4940	9133	-0.034309
4940	9212	-0.048998
4940	9232	-0.005336
4940	9334	0.34339
4940	9381	0.774588
4940	9582	0.335953
4940	9663	0.360534
4940	9697	0.341675
4940	9768	-0.027602
4940	9787	0.073159
4940	10024	-0.069332
4940	10321	-0.055535
4940	10346	0.75458
4940	10384	0.764451
4940	10403	0.553025
4940	10561	0.951679
4940	10562	-0.102325
4940	10615	0.158638
4940	10964	0.964401
4940	11004	0.07926
4940	11065	-0.013005
4940	11119	0.79564
4940	11130	0.111067
4940	11274	0.922247
4940	22885	0.178114
4940	22895	0.224078
4940	22936	0.215672
4940	22974	0.133364
4940	23231	0.288714
4940	23347	0.589346
4940	23389	0.373483
4940	23495	-0.058037
4940	23531	0.342931
4940	23586	0.917558
4940	24138	0.931534
4940	25832	0.479341
4940	28834	-0.033452
4940	29028	0.340629
4940	29089	0.048278
4940	29126	0.582461
4940	29952	-0.007527
4940	51053	0.120604
4940	51191	0.939998
4940	51203	0.214576
4940	51237	-0.061008
4940	51303	0.148114
4940	51439	0.650741
4940	51513	0.784059
4940	51659	-0.036616
4940	51673	0.06577
4940	54407	0.279521
4940	54464	0.691695
4940	54625	0.925503
4940	54739	0.971035
4940	54809	0.843614
4940	54855	0.130367
4940	54877	0.909858
4940	54900	0.405082
4940	54979	0.110628
4940	55008	0.912182
4940	55165	0.225282
4940	55196	0.361109
4940	55350	0.549507
4940	55355	0.087427
4940	55454	0.195345
4940	55507	0.042227
4940	55601	0.959016
4940	55789	0.099716
4940	55790	-0.052916
4940	57162	0.279803
4940	57674	0.911586
4940	64105	0.211796
4940	64108	0.90654
4940	64135	0.957107
4940	64151	0.122492
4940	64407	0.296974
4940	65244	0.247651
4940	79056	0.389329
4940	79598	0.240108
4940	79682	0.028845
4940	79801	0.15537
4940	79971	0.229651
4940	80267	0.427678
4940	80315	0.360516
4940	80830	0.896337
4940	81027	0.416798
4940	81030	0.900691
4940	81567	0.084082
4940	81618	-0.028862
4940	83540	0.037044
4940	83666	0.828413
4940	84057	-0.074423
4940	84174	0.358908
4940	84333	0.754443
4940	85363	0.880092
4940	90355	-0.20453
4940	90701	0.1131
4940	91319	-0.039786
4940	91543	0.948573
4940	92906	0.630246
4940	93100	-0.133109
4940	94240	0.893686
4940	113130	0.034672
4940	114908	0.866719
4940	115361	0.822425
4940	115362	0.77596
4940	116071	0.771755
4940	120892	0.418646
4940	122509	0.058974
4940	129607	0.964395
4940	130589	0.793563
4940	135112	0.8586
4940	140609	0.335206
4940	147339	0.485168
4940	147807	-0.185041
4940	151636	0.891444
4940	153222	0.304108
4940	162394	0.769661
4940	219285	0.898092
4940	219537	0.825344
4940	219988	0.71682
4940	254225	0.524005
4940	257019	0.371869
4940	348262	-0.197068
4940	374291	-0.091503
4940	375298	-0.261421
4940	387882	0.283683
4940	440068	0.690764
4940	441864	-0.043541
4940	444882	0.399363
4940	445815	0.595867
4940	494143	0.139154
4940	728358	-0.244338
4940	100132406	0.463974
4940	100133941	-0.250039
4940	100169751	-0.449402
4940	100169753	-0.449402
4940	100169754	-0.449402
4940	100169755	-0.449402
4940	100169756	-0.449402
4940	100169757	-0.449402
4940	100169758	-0.449402
4940	100169759	-0.449402
4940	100169760	0.012419
4940	100169761	-0.449402
4940	100169762	-0.449402
4940	100169763	-0.449402
4940	100169764	-0.449402
4940	100169765	-0.449402
4940	100169766	-0.449402
4940	100169767	-0.449402
4940	100169768	-0.449402
4940	100423062	-0.066605
4940	100820829	0.21868
4940	100913187	0.545301
4940	101060226	0.514935
4940	109864272	-0.159
4973	4973	1.0
4973	5273	0.799564
4973	5414	-0.147866
4973	5450	0.071304
4973	5577	0.131464
4973	5610	-0.045241
4973	5806	0.790893
4973	6035	-0.159721
4973	6036	0.309714
4973	6037	0.68673
4973	6241	0.409722
4973	6319	0.629196
4973	6518	0.740661
4973	6614	-0.215577
4973	6675	0.006526
4973	6678	0.09952
4973	6772	-0.064599
4973	6773	-0.144454
4973	6782	0.018899
4973	6868	0.056895
4973	6923	-0.116616
4973	6941	0.420618
4973	6947	0.839868
4973	7083	0.375663
4973	7153	0.536086
4973	7184	0.00134
4973	7298	0.571351
4973	7345	0.159171
4973	8318	0.420371
4973	8339	0.138739
4973	8343	0.015882
4973	8345	-0.043961
4973	8347	-0.084695
4973	8348	0.011902
4973	8365	-0.015094
4973	8460	0.060298
4973	8638	-0.107505
4973	8698	-0.075006
4973	8809	-0.011544
4973	8819	-0.071418
4973	8836	0.269005
4973	8876	0.203388
4973	8900	-0.077743
4973	8916	0.050012
4973	8926	0.105804
4973	8970	-0.004248
4973	9055	0.636891
4973	9133	0.43694
4973	9212	0.404715
4973	9232	0.305616
4973	9334	0.188799
4973	9381	-0.100825
4973	9582	-0.070082
4973	9663	0.192027
4973	9697	0.074393
4973	9768	0.505513
4973	9787	0.442215
4973	10024	0.420283
4973	10321	0.882915
4973	10346	-0.082217
4973	10384	-0.148536
4973	10403	0.156066
4973	10561	-0.1375
4973	10562	0.707363
4973	10615	0.411774
4973	10964	-0.112428
4973	11004	0.510382
4973	11065	0.470003
4973	11119	-0.060802
4973	11130	0.353594
4973	11274	-0.180434
4973	22885	0.166415
4973	22895	0.208646
4973	22936	0.0617
4973	22974	0.540428
4973	23231	-0.009784
4973	23347	-0.044526
4973	23389	0.068753
4973	23495	0.000429
4973	23531	0.011717
4973	23586	-0.153957
4973	24138	-0.159999
4973	25832	0.016527
4973	28834	0.064882
4973	29028	0.34418
4973	29089	0.369902
4973	29126	-0.062651
4973	29952	-0.154888
4973	51053	0.244393
4973	51191	-0.16117
4973	51203	0.540342
4973	51237	0.11938
4973	51303	-0.047972
4973	51439	-0.024652
4973	51513	-0.264894
4973	51659	0.414304
4973	51673	-0.14628
4973	54407	0.071285
4973	54464	-0.062259
4973	54625	-0.092674
4973	54739	-0.141072
4973	54809	-0.116428
4973	54855	0.205046
4973	54877	-0.06424
4973	54900	-0.028895
4973	54979	-0.083298
4973	55008	-0.210168
4973	55165	0.407284
4973	55196	0.054741
4973	55350	-0.164806
4973	55355	0.483755
4973	55454	0.068836
4973	55507	0.03674
4973	55601	-0.131223
4973	55789	0.43515
4973	55790	0.164034
4973	57162	0.00827
4973	57674	-0.100197
4973	64105	0.305855
4973	64108	-0.168486
4973	64135	-0.147383
4973	64151	0.441102
4973	64407	0.021563
4973	65244	0.062648
4973	79056	0.038879
4973	79598	0.086542
4973	79682	0.378915
4973	79801	0.271402
4973	79971	0.061047
4973	80267	0.076563
4973	80315	0.040703
4973	80830	-0.119068
4973	81027	0.13104
4973	81030	-0.167085
4973	81567	0.153634
4973	81618	0.125723
4973	83540	0.434995
4973	83666	-0.089703
4973	84057	0.424384
4973	84174	-0.036572
4973	84333	-0.086304
4973	85363	-0.099394
4973	90355	0.106682
4973	90701	-0.029838
4973	91319	0.046687
4973	91543	-0.113936
4973	92906	0.119132
4973	93100	0.008916
4973	94240	-0.067615
4973	113130	0.450186
4973	114908	-0.08755
4973	115361	-0.025087
4973	115362	-0.004797
4973	116071	-0.133947
4973	120892	0.072272
4973	122509	0.086791
4973	129607	-0.131879
4973	130589	-0.132682
4973	135112	-0.061274
4973	140609	0.017194
4973	147339	0.002678
4973	147807	-0.068919
4973	151636	-0.144872
4973	153222	-0.007813
4973	162394	-0.13817
4973	219285	-0.090629
4973	219537	-0.093862
4973	219988	0.007653
4973	254225	0.012572
4973	257019	0.054495
4973	348262	-0.10994
4973	374291	-0.139153
4973	375298	-0.179917
4973	387882	-0.069614
4973	440068	-0.087728
4973	441864	0.850968
4973	444882	0.015598
4973	445815	-0.044461
4973	494143	0.095501
4973	728358	0.770217
4973	100132406	0.016388
4973	100133941	0.826864
4973	100169751	0.127788
4973	100169753	0.127788
4973	100169754	0.127788
4973	100169755	0.127788
4973	100169756	0.127788
4973	100169757	0.127788
4973	100169758	0.127788
4973	100169759	0.127788
4973	100169760	-0.041722
4973	100169761	0.127788
4973	100169762	0.127788
4973	100169763	0.127788
4973	100169764	0.127788
4973	100169765	0.127788
4973	100169766	0.127788
4973	100169767	0.127788
4973	100169768	0.127788
4973	100423062	0.104932
4973	100820829	0.070557
4973	100913187	0.053883
4973	101060226	0.077294
4973	109864272	-0.161395
5273	5273	1.0
5273	5414	-0.084274
5273	5450	-0.021763
5273	5577	0.091491
5273	5610	0.025735
5273	5806	0.811543
5273	6035	-0.068787
5273	6036	0.433691
5273	6037	0.684344
5273	6241	0.347855
5273	6319	0.531234
5273	6518	0.636988
5273	6614	-0.174846
5273	6675	-0.023382
5273	6678	0.020387
5273	6772	-0.05304
5273	6773	-0.148205
5273	6782	0.025678
5273	6868	0.087539
5273	6923	-0.245412
5273	6941	0.300629
5273	6947	0.881585
5273	7083	0.264218
5273	7153	0.488141
5273	7184	-0.059466
5273	7298	0.508805
5273	7345	0.122079
5273	8318	0.335723
5273	8339	0.022575
5273	8343	-0.03398
5273	8345	-0.147808
5273	8347	-0.132352
5273	8348	-0.075493
5273	8365	-0.132015
5273	8460	0.105493
5273	8638	-0.132291
5273	8698	-0.213786
5273	8809	0.136185
5273	8819	0.048482
5273	8836	0.242638
5273	8876	0.32629
5273	8900	0.084362
5273	8916	0.075933
5273	8926	0.064027
5273	8970	-0.126887
5273	9055	0.622379
5273	9133	0.420945
5273	9212	0.276409
5273	9232	0.299142
5273	9334	0.263738
5273	9381	-0.042534
5273	9582	-0.078022
5273	9663	0.084673
5273	9697	-0.011039
5273	9768	0.47389
5273	9787	0.408848
5273	10024	0.394556
5273	10321	0.801255
5273	10346	0.047239
5273	10384	-0.233307
5273	10403	0.115226
5273	10561	-0.065085
5273	10562	0.748487
5273	10615	0.355864
5273	10964	-0.057037
5273	11004	0.455608
5273	11065	0.412804
5273	11119	-0.108505
5273	11130	0.292313
5273	11274	-0.133209
5273	22885	0.107372
5273	22895	0.129383
5273	22936	0.095996
5273	22974	0.50281
5273	23231	-0.032398
5273	23347	-0.057508
5273	23389	0.047721
5273	23495	-0.114975
5273	23531	-0.023024
5273	23586	-0.129875
5273	24138	-0.101429
5273	25832	-0.039238
5273	28834	-0.018581
5273	29028	0.293695
5273	29089	0.296733
5273	29126	0.018715
5273	29952	-0.305467
5273	51053	0.214373
5273	51191	-0.114768
5273	51203	0.512053
5273	51237	0.006865
5273	51303	-0.162712
5273	51439	0.006376
5273	51513	-0.240618
5273	51659	0.333627
5273	51673	-0.291483
5273	54407	0.090281
5273	54464	0.010588
5273	54625	-0.099562
5273	54739	-0.127502
5273	54809	-0.073894
5273	54855	0.08602
5273	54877	-0.046959
5273	54900	-0.115872
5273	54979	-0.142698
5273	55008	-0.180169
5273	55165	0.407066
5273	55196	0.029419
5273	55350	-0.267485
5273	55355	0.430465
5273	55454	0.204152
5273	55507	-0.007379
5273	55601	-0.074306
5273	55789	0.427644
5273	55790	0.245649
5273	57162	0.047034
5273	57674	-0.119752
5273	64105	0.249561
5273	64108	-0.111588
5273	64135	-0.134184
5273	64151	0.397845
5273	64407	0.076783
5273	65244	-0.01934
5273	79056	-0.011277
5273	79598	0.034193
5273	79682	0.315436
5273	79801	0.235634
5273	79971	-0.087491
5273	80267	0.069356
5273	80315	0.101054
5273	80830	-0.079918
5273	81027	0.07673
5273	81030	-0.15975
5273	81567	0.062763
5273	81618	-0.023116
5273	83540	0.458699
5273	83666	-0.021547
5273	84057	0.405171
5273	84174	-0.11643
5273	84333	-0.087794
5273	85363	-0.073944
5273	90355	0.218251
5273	90701	-0.108422
5273	91319	-0.075206
5273	91543	-0.071907
5273	92906	0.148451
5273	93100	-0.056669
5273	94240	-0.052004
5273	113130	0.389455
5273	114908	-0.024247
5273	115361	-0.09216
5273	115362	-0.012848
5273	116071	-0.098982
5273	120892	0.088958
5273	122509	0.033684
5273	129607	-0.060207
5273	130589	-0.176988
5273	135112	0.085613
5273	140609	0.041444
5273	147339	0.085242
5273	147807	-0.20356
5273	151636	-0.12095
5273	153222	0.010018
5273	162394	-0.155267
5273	219285	-0.023872
5273	219537	-0.04752
5273	219988	0.047193
5273	254225	0.011819
5273	257019	-0.028052
5273	348262	-0.228495
5273	374291	-0.294077
5273	375298	-0.206094
5273	387882	-0.152841
5273	440068	-0.008087
5273	441864	0.79281
5273	444882	0.014085
5273	445815	-0.084986
5273	494143	0.000818
5273	728358	0.691673
5273	100132406	-0.034306
5273	100133941	0.820884
5273	100169751	0.113728
5273	100169753	0.113728
5273	100169754	0.113728
5273	100169755	0.113728
5273	100169756	0.113728
5273	100169757	0.113728
5273	100169758	0.113728
5273	100169759	0.113728
5273	100169760	-0.037322
5273	100169761	0.113728
5273	100169762	0.113728
5273	100169763	0.113728
5273	100169764	0.113728
5273	100169765	0.113728
5273	100169766	0.113728
5273	100169767	0.113728
5273	100169768	0.113728
5273	100423062	0.032125
5273	100820829	-0.057837
5273	100913187	0.11946
5273	101060226	0.020502
5273	109864272	-0.250467
5414	5414	1.0
5414	5450	-0.016377
5414	5577	0.311529
5414	5610	0.632745
5414	5806	0.120987
5414	6035	0.388977
5414	6036	0.231051
5414	6037	-0.123707
5414	6241	0.163949
5414	6319	0.092897
5414	6518	-0.147819
5414	6614	0.635271
5414	6675	0.149949
5414	6678	0.313979
5414	6772	0.678139
5414	6773	0.701451
5414	6782	0.121296
5414	6868	0.185846
5414	6923	-0.163034
5414	6941	0.111656
5414	6947	-0.025888
5414	7083	0.022267
5414	7153	0.037491
5414	7184	0.151391
5414	7298	0.068801
5414	7345	0.054868
5414	8318	0.10623
5414	8339	0.459242
5414	8343	0.425642
5414	8345	0.453873
5414	8347	0.545345
5414	8348	0.479516
5414	8365	0.547639
5414	8460	0.044835
5414	8638	0.742754
5414	8698	-0.237992
5414	8809	0.253257
5414	8819	0.24476
5414	8836	-0.014734
5414	8876	0.125292
5414	8900	0.378963
5414	8916	0.170722
5414	8926	0.098691
5414	8970	0.395211
5414	9055	-0.05673
5414	9133	0.022423
5414	9212	0.004076
5414	9232	0.020052
5414	9334	0.289045
5414	9381	0.686844
5414	9582	0.32102
5414	9663	0.11257
5414	9697	0.120874
5414	9768	0.014655
5414	9787	0.016478
5414	10024	-0.013927
5414	10321	-0.057842
5414	10346	0.597276
5414	10384	0.565879
5414	10403	0.396452
5414	10561	0.769792
5414	10562	-0.08646
5414	10615	0.068556
5414	10964	0.743744
5414	11004	0.068408
5414	11065	0.085693
5414	11119	0.617407
5414	11130	0.06564
5414	11274	0.694379
5414	22885	0.341864
5414	22895	0.143562
5414	22936	0.192507
5414	22974	0.066576
5414	23231	0.071622
5414	23347	0.387228
5414	23389	0.116113
5414	23495	-0.061126
5414	23531	0.328367
5414	23586	0.658279
5414	24138	0.689705
5414	25832	0.237933
5414	28834	-0.020968
5414	29028	0.083769
5414	29089	0.039144
5414	29126	0.52549
5414	29952	-0.019718
5414	51053	0.192814
5414	51191	0.724913
5414	51203	0.098723
5414	51237	-0.059974
5414	51303	0.157779
5414	51439	0.484298
5414	51513	0.747331
5414	51659	0.031218
5414	51673	-0.155777
5414	54407	0.188836
5414	54464	0.491448
5414	54625	0.664645
5414	54739	0.721322
5414	54809	0.51748
5414	54855	0.053953
5414	54877	0.62832
5414	54900	0.112431
5414	54979	0.072248
5414	55008	0.691839
5414	55165	0.099984
5414	55196	0.170954
5414	55350	0.458233
5414	55355	0.054927
5414	55454	0.146801
5414	55507	0.048173
5414	55601	0.719133
5414	55789	0.001511
5414	55790	-0.067877
5414	57162	0.185203
5414	57674	0.650076
5414	64105	-0.084323
5414	64108	0.768625
5414	64135	0.71744
5414	64151	0.080533
5414	64407	0.194944
5414	65244	0.128971
5414	79056	0.345925
5414	79598	0.189613
5414	79682	0.061703
5414	79801	0.090211
5414	79971	0.109332
5414	80267	0.187259
5414	80315	0.212828
5414	80830	0.724159
5414	81027	0.264062
5414	81030	0.760306
5414	81567	-0.000288
5414	81618	-0.073268
5414	83540	-0.033745
5414	83666	0.639857
5414	84057	0.012464
5414	84174	0.448454
5414	84333	0.525502
5414	85363	0.654634
5414	90355	-0.052755
5414	90701	0.061344
5414	91319	-0.038399
5414	91543	0.736567
5414	92906	0.467445
5414	93100	-0.070667
5414	94240	0.753807
5414	113130	0.09423
5414	114908	0.552371
5414	115361	0.625027
5414	115362	0.699626
5414	116071	0.834624
5414	120892	0.252478
5414	122509	0.221864
5414	129607	0.740154
5414	130589	0.753696
5414	135112	0.646346
5414	140609	0.163154
5414	147339	0.404881
5414	147807	-0.074631
5414	151636	0.643605
5414	153222	0.242465
5414	162394	0.498162
5414	219285	0.626969
5414	219537	0.797077
5414	219988	0.472889
5414	254225	0.262618
5414	257019	0.471781
5414	348262	-0.123372
5414	374291	-0.021088
5414	375298	-0.031844
5414	387882	0.291988
5414	440068	0.732946
5414	441864	-0.092142
5414	444882	0.143313
5414	445815	0.346828
5414	494143	0.067084
5414	728358	-0.146638
5414	100132406	0.197362
5414	100133941	-0.229168
5414	100169751	-0.281235
5414	100169753	-0.281235
5414	100169754	-0.281235
5414	100169755	-0.281235
5414	100169756	-0.281235
5414	100169757	-0.281235
5414	100169758	-0.281235
5414	100169759	-0.281235
5414	100169760	0.065983
5414	100169761	-0.281235
5414	100169762	-0.281235
5414	100169763	-0.281235
5414	100169764	-0.281235
5414	100169765	-0.281235
5414	100169766	-0.281235
5414	100169767	-0.281235
5414	100169768	-0.281235
5414	100423062	-0.091233
5414	100820829	0.193796
5414	100913187	0.397417
5414	101060226	0.200453
5414	109864272	-0.110898
5450	5450	1.0
5450	5577	0.426897
5450	5610	0.050507
5450	5806	-0.013198
5450	6035	0.160799
5450	6036	-0.100686
5450	6037	-0.090313
5450	6241	0.68838
5450	6319	0.382139
5450	6518	0.398352
5450	6614	0.029285
5450	6675	0.841908
5450	6678	0.381171
5450	6772	0.123505
5450	6773	0.11534
5450	6782	0.64799
5450	6868	0.207733
5450	6923	-0.024154
5450	6941	0.727561
5450	6947	-0.089144
5450	7083	0.451351
5450	7153	0.530699
5450	7184	0.892689
5450	7298	0.505995
5450	7345	0.766822
5450	8318	0.628151
5450	8339	0.342111
5450	8343	0.312463
5450	8345	0.393208
5450	8347	0.265791
5450	8348	0.375911
5450	8365	0.316901
5450	8460	-0.07093
5450	8638	0.045768
5450	8698	-0.175927
5450	8809	-0.010519
5450	8819	0.011415
5450	8836	0.588678
5450	8876	0.010107
5450	8900	-0.229799
5450	8916	0.259108
5450	8926	0.484798
5450	8970	0.456705
5450	9055	0.436793
5450	9133	0.544531
5450	9212	0.545331
5450	9232	0.563347
5450	9334	0.079859
5450	9381	-0.040495
5450	9582	0.172523
5450	9663	0.303101
5450	9697	0.79313
5450	9768	0.524393
5450	9787	0.599737
5450	10024	0.392541
5450	10321	0.069007
5450	10346	0.095968
5450	10384	0.341174
5450	10403	0.44529
5450	10561	0.067287
5450	10562	-0.037643
5450	10615	0.726743
5450	10964	0.075235
5450	11004	0.583465
5450	11065	0.538877
5450	11119	0.339744
5450	11130	0.712052
5450	11274	0.051323
5450	22885	0.403652
5450	22895	0.186428
5450	22936	0.670421
5450	22974	0.562979
5450	23231	0.778422
5450	23347	0.214089
5450	23389	0.279771
5450	23495	0.919029
5450	23531	0.463294
5450	23586	0.031851
5450	24138	0.048611
5450	25832	0.260375
5450	28834	0.688593
5450	29028	0.550271
5450	29089	0.629596
5450	29126	-0.062752
5450	29952	0.157913
5450	51053	0.670578
5450	51191	0.009695
5450	51203	0.563162
5450	51237	0.860468
5450	51303	0.878278
5450	51439	0.141191
5450	51513	-0.148126
5450	51659	0.574315
5450	51673	0.095928
5450	54407	0.214594
5450	54464	0.198086
5450	54625	0.118398
5450	54739	0.147369
5450	54809	0.152296
5450	54855	0.844821
5450	54877	0.179239
5450	54900	0.731826
5450	54979	0.826288
5450	55008	0.005023
5450	55165	0.55678
5450	55196	0.262083
5450	55350	0.094405
5450	55355	0.610885
5450	55454	0.1385
5450	55507	0.853704
5450	55601	0.104009
5450	55789	0.619323
5450	55790	0.197756
5450	57162	0.152084
5450	57674	0.193985
5450	64105	0.485858
5450	64108	0.029338
5450	64135	0.086726
5450	64151	0.647971
5450	64407	0.166432
5450	65244	0.898084
5450	79056	0.186068
5450	79598	0.336928
5450	79682	0.558716
5450	79801	0.78198
5450	79971	0.169783
5450	80267	0.351647
5450	80315	0.193327
5450	80830	0.154111
5450	81027	0.44363
5450	81030	0.178761
5450	81567	0.930376
5450	81618	0.909003
5450	83540	0.554926
5450	83666	0.073678
5450	84057	0.445279
5450	84174	0.463282
5450	84333	0.293678
5450	85363	0.125007
5450	90355	0.098139
5450	90701	0.887134
5450	91319	0.82329
5450	91543	0.011762
5450	92906	0.210038
5450	93100	-0.118416
5450	94240	0.137111
5450	113130	0.579587
5450	114908	0.124368
5450	115361	0.164628
5450	115362	0.132018
5450	116071	-0.003496
5450	120892	0.215582
5450	122509	0.563618
5450	129607	0.030926
5450	130589	0.132567
5450	135112	0.055901
5450	140609	0.216104
5450	147339	0.110611
5450	147807	0.000764
5450	151636	0.100886
5450	153222	0.157872
5450	162394	0.182567
5450	219285	0.15223
5450	219537	0.072682
5450	219988	0.175655
5450	254225	0.269169
5450	257019	0.334776
5450	348262	-0.033924
5450	374291	0.109516
5450	375298	-0.245416
5450	387882	0.591323
5450	440068	0.059143
5450	441864	0.008505
5450	444882	0.345086
5450	445815	0.666206
5450	494143	0.845228
5450	728358	-0.001003
5450	100132406	0.303657
5450	100133941	0.038479
5450	100169751	-0.053812
5450	100169753	-0.053812
5450	100169754	-0.053812
5450	100169755	-0.053812
5450	100169756	-0.053812
5450	100169757	-0.053812
5450	100169758	-0.053812
5450	100169759	-0.053812
5450	100169760	0.08805
5450	100169761	-0.053812
5450	100169762	-0.053812
5450	100169763	-0.053812
5450	100169764	-0.053812
5450	100169765	-0.053812
5450	100169766	-0.053812
5450	100169767	-0.053812
5450	100169768	-0.053812
5450	100423062	0.834572
5450	100820829	0.423173
5450	100913187	0.174868
5450	101060226	0.31787
5450	109864272	-0.040628
5577	5577	1.0
5577	5610	0.45418
5577	5806	0.276393
5577	6035	0.238065
5577	6036	-0.003963
5577	6037	-0.099171
5577	6241	0.459988
5577	6319	0.467911
5577	6518	0.196567
5577	6614	-0.007302
5577	6675	0.59228
5577	6678	0.862078
5577	6772	0.412312
5577	6773	0.26878
5577	6782	0.725265
5577	6868	0.695996
5577	6923	-0.489164
5577	6941	0.353363
