gene1	gene2	correlation
983	5806	0.592071
983	6035	0.095947
983	6036	0.303466
983	6037	0.421389
983	6241	0.91639
983	6319	0.624497
983	6518	0.706614
983	6614	-0.099519
983	6675	0.59715
983	6678	0.283609
983	6772	0.081368
983	6773	-0.05668
983	6782	0.494538
983	6868	0.218167
983	6923	-0.13198
983	6941	0.787103
983	6947	0.517557
983	7083	0.686502
983	7153	0.898857
983	7184	0.551955
983	7298	0.916812
983	7345	0.630298
983	8318	0.853348
983	8339	0.277972
983	8343	0.260091
983	8345	0.163975
983	8347	0.10017
983	8348	0.224644
983	8365	0.207968
983	8460	0.112111
983	8638	-0.029469
983	8698	-0.237021
983	8809	0.18989
983	8819	0.14408
983	8836	0.717684
983	8876	0.253423
983	8900	0.049917
983	8916	0.193983
983	8926	0.372894
983	8970	0.274954
983	9055	0.895311
983	9133	0.936995
983	9212	0.758686
983	9232	0.847042
983	9334	0.230433
983	9381	-0.02219
983	9582	0.108426
983	9663	0.172963
983	9697	0.497109
983	9768	0.930395
983	9787	0.946395
983	10024	0.830005
983	10321	0.56098
983	10346	0.121692
983	10384	0.039543
983	10403	0.561811
983	10561	0.038579
983	10562	0.423503
983	10615	0.885738
983	10964	0.033507
983	11004	0.928511
983	11065	0.877245
983	11119	0.143259
983	11130	0.906715
983	11274	-0.030602
983	22885	0.331762
983	22895	0.281203
983	22936	0.60206
983	22974	0.939656
983	23231	0.473378
983	23347	0.066459
983	23389	0.175973
983	23495	0.451255
983	23531	0.278193
983	23586	-0.10502
983	24138	-0.035016
983	25832	0.076756
983	28834	0.389912
983	29028	0.6638
983	29089	0.838266
983	29126	-0.032456
983	29952	-0.111125
983	51053	0.803398
983	51191	-0.065884
983	51203	0.923651
983	51237	0.547795
983	51303	0.471317
983	51439	0.088989
983	51513	-0.203119
983	51659	0.797739
983	51673	-0.259466
983	54407	0.220725
983	54464	0.155069
983	54625	-0.019359
983	54739	-0.002674
983	54809	0.037276
983	54855	0.689844
983	54877	0.095631
983	54900	0.407707
983	54979	0.502713
983	55008	-0.145465
983	55165	0.89083
983	55196	0.14008
983	55350	-0.128889
983	55355	0.936563
983	55454	0.277583
983	55507	0.633912
983	55601	0.053934
983	55789	0.929852
983	55790	0.289323
983	57162	0.113915
983	57674	0.010029
983	64105	0.557571
983	64108	-0.002227
983	64135	-0.05125
983	64151	0.9379
983	64407	0.22756
983	65244	0.594058
983	79056	0.131534
983	79598	0.292165
983	79682	0.79985
983	79801	0.834865
983	79971	0.040491
983	80267	0.270443
983	80315	0.191267
983	80830	0.079485
983	81027	0.325797
983	81030	0.009357
983	81567	0.647897
983	81618	0.582257
983	83540	0.939586
983	83666	0.036809
983	84057	0.825504
983	84174	0.268707
983	84333	0.157596
983	85363	-0.001609
983	90355	0.31342
983	90701	0.546473
983	91319	0.512612
983	91543	0.008102
983	92906	0.330742
983	93100	-0.062899
983	94240	0.151598
983	113130	0.881046
983	114908	0.084037
983	115361	0.064425
983	115362	0.1469
983	116071	0.039411
983	120892	0.18948
983	122509	0.529882
983	129607	0.018619
983	130589	0.01438
983	135112	0.115347
983	140609	0.194723
983	147339	0.186042
983	147807	-0.093147
983	151636	-0.065335
983	153222	0.110815
983	162394	0.020915
983	219285	0.073266
983	219537	0.055966
983	219988	0.135342
983	254225	0.176744
983	257019	0.258019
983	348262	-0.118494
983	374291	-0.090483
983	375298	-0.341316
983	387882	0.358768
983	440068	0.052488
983	441864	0.478795
983	444882	0.184284
983	445815	0.372054
983	494143	0.665964
983	728358	0.452961
983	100132406	0.119953
983	100133941	0.545497
983	100169751	0.162474
983	100169753	0.162474
983	100169754	0.162474
983	100169755	0.162474
983	100169756	0.162474
983	100169757	0.162474
983	100169758	0.162474
983	100169759	0.162474
983	100169760	0.001468
983	100169761	0.162474
983	100169762	0.162474
983	100169763	0.162474
983	100169764	0.162474
983	100169765	0.162474
983	100169766	0.162474
983	100169767	0.162474
983	100169768	0.162474
983	100423062	0.514449
983	100820829	0.336295
983	100913187	0.106506
983	101060226	0.142466
983	109864272	-0.025608
990	990	1.0
990	991	0.791457
990	1033	0.782226
990	1088	0.215474
990	1118	0.07308
990	1397	-0.241909
990	1511	0.117457
990	1667	0.01941
990	1668	-0.030734
990	1669	0.140917
990	1718	0.560684
990	1719	0.686232
990	1869	0.460773
990	1950	0.544724
990	1955	0.326996
990	1997	0.322786
990	2162	0.405671
990	2215	0.118972
990	2237	0.830313
990	2529	-0.208854
990	2537	0.063598
990	2633	0.237596
990	2635	0.27385
990	2731	0.859704
990	3017	0.412129
990	3039	-0.391738
990	3040	-0.414809
990	3043	-0.349698
990	3161	0.848876
990	3429	0.325508
990	3433	0.089705
990	3434	0.110106
990	3437	0.123759
990	3493	0.609441
990	3494	0.471887
990	3500	0.684803
990	3501	0.588514
990	3502	0.711505
990	3503	0.695464
990	3507	0.586888
990	3512	0.749012
990	3514	0.611195
990	3537	0.624573
990	3538	0.654313
990	3539	0.643932
990	3656	0.321874
990	3662	0.786771
990	3690	0.433778
990	3832	0.860668
990	3833	0.777104
990	3925	0.704837
990	3934	0.075254
990	3998	0.800137
990	4051	0.269956
990	4057	0.167773
990	4061	0.119175
990	4171	0.75156
990	4173	0.842467
990	4175	0.780312
990	4288	0.773556
990	4311	0.352449
990	4317	0.239702
990	4353	0.14458
990	4599	0.079974
990	4605	0.840521
990	4680	0.210186
990	4713	0.030922
990	4938	0.157591
990	4939	0.16657
990	4940	0.165345
990	4973	0.227334
990	5273	0.174554
990	5414	0.14506
990	5450	0.801858
990	5577	0.47306
990	5610	0.159901
990	5806	0.271545
990	6035	0.257987
990	6036	0.130793
990	6037	0.08253
990	6241	0.922577
990	6319	0.531364
990	6518	0.531387
990	6614	0.042128
990	6675	0.837319
990	6678	0.436025
990	6772	0.247834
990	6773	0.139221
990	6782	0.658682
990	6868	0.342493
990	6923	-0.140512
990	6941	0.814278
990	6947	0.120643
990	7083	0.628143
990	7153	0.783887
990	7184	0.851799
990	7298	0.779683
990	7345	0.822243
990	8318	0.85556
990	8339	0.471524
990	8343	0.466416
990	8345	0.406488
990	8347	0.365364
990	8348	0.450411
990	8365	0.44851
990	8460	0.136875
990	8638	0.173313
990	8698	-0.240404
990	8809	0.214099
990	8819	0.211918
990	8836	0.804105
990	8876	0.197582
990	8900	0.018376
990	8916	0.313348
990	8926	0.449668
990	8970	0.526996
990	9055	0.677607
990	9133	0.824541
990	9212	0.721738
990	9232	0.765865
990	9334	0.28521
990	9381	0.095995
990	9582	0.256259
990	9663	0.321277
990	9697	0.754716
990	9768	0.787986
990	9787	0.870529
990	10024	0.660741
990	10321	0.264814
990	10346	0.245427
990	10384	0.32873
990	10403	0.658124
990	10561	0.164563
990	10562	0.085929
990	10615	0.904722
990	10964	0.155344
990	11004	0.829122
990	11065	0.822567
990	11119	0.393886
990	11130	0.916885
990	11274	0.10031
990	22885	0.452003
990	22895	0.36562
990	22936	0.762121
990	22974	0.812801
990	23231	0.681152
990	23347	0.265851
990	23389	0.314886
990	23495	0.718218
990	23531	0.44551
990	23586	0.077434
990	24138	0.121375
990	25832	0.281783
990	28834	0.560983
990	29028	0.661154
990	29089	0.803658
990	29126	0.073942
990	29952	-0.029827
990	51053	0.845965
990	51191	0.07419
990	51203	0.818337
990	51237	0.735098
990	51303	0.78071
990	51439	0.261216
990	51513	-0.064144
990	51659	0.765227
990	51673	-0.143638
990	54407	0.325005
990	54464	0.295783
990	54625	0.167009
990	54739	0.18303
990	54809	0.210233
990	54855	0.850412
990	54877	0.261314
990	54900	0.65124
990	54979	0.739869
990	55008	0.003546
990	55165	0.819245
990	55196	0.318958
990	55350	0.157582
990	55355	0.856067
990	55454	0.292669
990	55507	0.855481
990	55601	0.208319
990	55789	0.856881
990	55790	0.29535
990	57162	0.214276
990	57674	0.230837
990	64105	0.521934
990	64108	0.133697
990	64135	0.144163
990	64151	0.902786
990	64407	0.331244
990	65244	0.861027
990	79056	0.327914
990	79598	0.472484
990	79682	0.791325
990	79801	0.948219
990	79971	0.251208
990	80267	0.42837
990	80315	0.29397
990	80830	0.260209
990	81027	0.466534
990	81030	0.214767
990	81567	0.86548
990	81618	0.772905
990	83540	0.79872
990	83666	0.204153
990	84057	0.67933
990	84174	0.462208
990	84333	0.333367
990	85363	0.197786
990	90355	0.276091
990	90701	0.816515
990	91319	0.737389
990	91543	0.109877
990	92906	0.419613
990	93100	-0.154304
990	94240	0.305127
990	113130	0.811689
990	114908	0.182695
990	115361	0.230075
990	115362	0.268356
990	116071	0.184489
990	120892	0.314606
990	122509	0.615628
990	129607	0.125201
990	130589	0.242085
990	135112	0.161341
990	140609	0.313119
990	147339	0.278777
990	147807	-0.118516
990	151636	0.154175
990	153222	0.247728
990	162394	0.19437
990	219285	0.235669
990	219537	0.219636
990	219988	0.262092
990	254225	0.338063
990	257019	0.451698
990	348262	-0.146754
990	374291	-0.014714
990	375298	-0.395851
990	387882	0.573395
990	440068	0.217864
990	441864	0.179825
990	444882	0.347709
990	445815	0.608892
990	494143	0.88732
990	728358	0.14925
990	100132406	0.330283
990	100133941	0.178198
990	100169751	-0.022862
990	100169753	-0.022862
990	100169754	-0.022862
990	100169755	-0.022862
990	100169756	-0.022862
990	100169757	-0.022862
990	100169758	-0.022862
990	100169759	-0.022862
990	100169760	0.056313
990	100169761	-0.022862
990	100169762	-0.022862
990	100169763	-0.022862
990	100169764	-0.022862
990	100169765	-0.022862
990	100169766	-0.022862
990	100169767	-0.022862
990	100169768	-0.022862
990	100423062	0.693049
990	100820829	0.454258
990	100913187	0.246021
990	101060226	0.308357
990	109864272	-0.074977
991	991	1.0
991	1033	0.860585
991	1088	0.370781
991	1118	0.346778
991	1397	-0.046655
991	1511	0.392044
991	1667	0.283447
991	1668	0.250625
991	1669	0.387375
991	1718	0.478616
991	1719	0.444027
991	1869	0.488394
991	1950	0.204633
991	1955	-0.130742
991	1997	-0.150629
991	2162	0.048088
991	2215	-0.227205
991	2237	0.858623
991	2529	0.057537
991	2537	0.08394
991	2633	-0.00696
991	2635	-0.023216
991	2731	0.645158
991	3017	0.16231
991	3039	-0.081235
991	3040	-0.111071
991	3043	-0.145587
991	3161	0.755502
991	3429	0.412287
991	3433	-0.187935
991	3434	-0.013794
991	3437	-0.042763
991	3493	0.655431
991	3494	0.574914
991	3500	0.655865
991	3501	0.601786
991	3502	0.716126
991	3503	0.654173
991	3507	0.572735
991	3512	0.589962
991	3514	0.575072
991	3537	0.613566
991	3538	0.646032
991	3539	0.665049
991	3656	0.005851
991	3662	0.536557
991	3690	0.19191
991	3832	0.75341
991	3833	0.887395
991	3925	0.791257
991	3934	0.40186
991	3998	0.461139
991	4051	-0.120543
991	4057	0.400149
991	4061	0.229625
991	4171	0.82914
991	4173	0.726661
991	4175	0.582791
991	4288	0.73216
991	4311	-0.041878
991	4317	0.304181
991	4353	0.371737
991	4599	-0.005756
991	4605	0.910676
991	4680	0.320889
991	4713	0.371847
991	4938	0.06205
991	4939	-0.000977
991	4940	-0.008186
991	4973	0.331013
991	5273	0.26866
991	5414	0.050852
991	5450	0.597191
991	5577	0.102596
991	5610	-0.138526
991	5806	0.306788
991	6035	0.227124
991	6036	0.221134
991	6037	0.330669
991	6241	0.85834
991	6319	0.409083
991	6518	0.639314
991	6614	0.020635
991	6675	0.518456
991	6678	0.200547
991	6772	-0.073014
991	6773	-0.100198
991	6782	0.227347
991	6868	-0.123099
991	6923	0.23114
991	6941	0.774161
991	6947	0.303391
991	7083	0.895685
991	7153	0.653615
991	7184	0.54894
991	7298	0.862836
991	7345	0.695386
991	8318	0.890374
991	8339	0.226163
991	8343	0.104039
991	8345	0.22519
991	8347	0.001726
991	8348	0.260983
991	8365	0.193779
991	8460	0.002417
991	8638	0.024315
991	8698	0.097853
991	8809	0.019383
991	8819	0.091657
991	8836	0.610408
991	8876	0.009986
991	8900	0.034359
991	8916	-0.175774
991	8926	0.146801
991	8970	0.301207
991	9055	0.640774
991	9133	0.905121
991	9212	0.901461
991	9232	0.896067
991	9334	-0.101468
991	9381	0.06158
991	9582	0.117515
991	9663	-0.134134
991	9697	0.392069
991	9768	0.850624
991	9787	0.809537
991	10024	0.875514
991	10321	0.408546
991	10346	-0.10553
991	10384	0.005196
991	10403	0.434313
991	10561	0.043044
991	10562	0.25608
991	10615	0.795596
991	10964	0.027655
991	11004	0.902568
991	11065	0.793079
991	11119	0.034865
991	11130	0.873539
991	11274	0.021174
991	22885	0.210018
991	22895	0.268842
991	22936	0.401225
991	22974	0.841291
991	23231	0.375123
991	23347	-0.250175
991	23389	-0.185157
991	23495	0.638501
991	23531	0.07092
991	23586	-0.217509
991	24138	-0.155522
991	25832	-0.20449
991	28834	0.613166
991	29028	0.36241
991	29089	0.872531
991	29126	-0.152698
991	29952	0.230004
991	51053	0.84495
991	51191	-0.051291
991	51203	0.71582
991	51237	0.741354
991	51303	0.638203
991	51439	-0.195573
991	51513	-0.088179
991	51659	0.909669
991	51673	-0.136503
991	54407	-0.119585
991	54464	-0.157609
991	54625	-0.143855
991	54739	0.000945
991	54809	-0.181387
991	54855	0.643451
991	54877	-0.070838
991	54900	0.321926
991	54979	0.636743
991	55008	-0.091233
991	55165	0.700816
991	55196	-0.175139
991	55350	-0.198532
991	55355	0.815927
991	55454	-0.069855
991	55507	0.716649
991	55601	-0.034408
991	55789	0.736067
991	55790	0.017834
991	57162	-0.247358
991	57674	-0.095302
991	64105	0.306244
991	64108	0.03872
991	64135	-0.10936
991	64151	0.844001
991	64407	-0.076923
991	65244	0.586043
991	79056	-0.112471
991	79598	0.042388
991	79682	0.653002
991	79801	0.710753
991	79971	-0.089932
991	80267	-0.077253
991	80315	-0.169508
991	80830	-0.053094
991	81027	0.081041
991	81030	0.044159
991	81567	0.677585
991	81618	0.718851
991	83540	0.763731
991	83666	-0.145245
991	84057	0.810154
991	84174	0.223857
991	84333	-0.091993
991	85363	-0.148406
991	90355	0.15458
991	90701	0.673538
991	91319	0.745437
991	91543	0.021182
991	92906	0.016359
991	93100	0.262401
991	94240	0.129477
991	113130	0.917482
991	114908	-0.142519
991	115361	-0.025853
991	115362	0.016157
991	116071	0.12201
991	120892	-0.177439
991	122509	0.777523
991	129607	-0.020288
991	130589	0.039231
991	135112	-0.066324
991	140609	-0.184851
991	147339	-0.137248
991	147807	0.262228
991	151636	-0.199828
991	153222	-0.218069
991	162394	-0.072953
991	219285	-0.091577
991	219537	0.042724
991	219988	-0.171582
991	254225	-0.156062
991	257019	0.223013
991	348262	0.239578
991	374291	0.304012
991	375298	-0.013515
991	387882	0.321192
991	440068	-0.037461
991	441864	0.335117
991	444882	-0.12709
991	445815	0.271469
991	494143	0.611228
991	728358	0.447657
991	100132406	-0.17114
991	100133941	0.34831
991	100169751	0.19776
991	100169753	0.19776
991	100169754	0.19776
991	100169755	0.19776
991	100169756	0.19776
991	100169757	0.19776
991	100169758	0.19776
991	100169759	0.19776
991	100169760	0.062916
991	100169761	0.19776
991	100169762	0.19776
991	100169763	0.19776
991	100169764	0.19776
991	100169765	0.19776
991	100169766	0.19776
991	100169767	0.19776
991	100169768	0.19776
991	100423062	0.682834
991	100820829	0.251656
991	100913187	-0.09044
991	101060226	-0.139176
991	109864272	0.108439
1033	1033	1.0
1033	1088	0.459099
1033	1118	0.389002
1033	1397	-0.213903
1033	1511	0.401228
1033	1667	0.331577
1033	1668	0.197615
1033	1669	0.405702
1033	1718	0.440907
1033	1719	0.585495
1033	1869	0.408802
1033	1950	0.258062
1033	1955	0.079757
1033	1997	-0.002367
1033	2162	0.152094
1033	2215	-0.158638
1033	2237	0.746309
1033	2529	-0.21573
1033	2537	-0.093825
1033	2633	0.000807
1033	2635	-0.011585
1033	2731	0.57326
1033	3017	0.091995
1033	3039	-0.215014
1033	3040	-0.263122
1033	3043	-0.157793
1033	3161	0.883688
1033	3429	0.186932
1033	3433	-0.19145
1033	3434	-0.092222
1033	3437	-0.115397
1033	3493	0.457448
1033	3494	0.360194
1033	3500	0.513012
1033	3501	0.45303
1033	3502	0.552664
1033	3503	0.498215
1033	3507	0.364391
1033	3512	0.536498
1033	3514	0.443062
1033	3537	0.444424
1033	3538	0.507545
1033	3539	0.497236
1033	3656	0.061696
1033	3662	0.457316
1033	3690	0.235652
1033	3832	0.858039
1033	3833	0.830985
1033	3925	0.748336
1033	3934	0.427753
1033	3998	0.459951
1033	4051	-0.028156
1033	4057	0.413988
1033	4061	-0.035487
1033	4171	0.716142
1033	4173	0.72286
1033	4175	0.606263
1033	4288	0.759531
1033	4311	-0.001455
1033	4317	0.468067
1033	4353	0.403834
1033	4599	-0.132765
1033	4605	0.747209
1033	4680	0.431157
1033	4713	0.059364
1033	4938	-0.052787
1033	4939	-0.104446
1033	4940	-0.073776
1033	4973	0.444507
1033	5273	0.454928
1033	5414	-0.03523
1033	5450	0.497107
1033	5577	0.209199
1033	5610	-0.091941
1033	5806	0.483308
1033	6035	0.144234
1033	6036	0.291991
1033	6037	0.391963
1033	6241	0.852174
1033	6319	0.501183
1033	6518	0.643297
1033	6614	-0.121367
1033	6675	0.527512
1033	6678	0.198672
1033	6772	-0.030761
1033	6773	-0.14597
1033	6782	0.366888
1033	6868	0.083854
1033	6923	-0.071085
1033	6941	0.716859
1033	6947	0.442764
1033	7083	0.712903
1033	7153	0.7733
1033	7184	0.515301
1033	7298	0.855735
1033	7345	0.64129
1033	8318	0.817009
1033	8339	0.127777
1033	8343	0.115569
1033	8345	0.075611
1033	8347	-0.041301
1033	8348	0.154286
1033	8365	0.102392
1033	8460	0.09402
1033	8638	-0.094512
1033	8698	-0.152789
1033	8809	0.142606
1033	8819	0.12537
1033	8836	0.708388
1033	8876	0.202092
1033	8900	0.098258
1033	8916	0.025698
1033	8926	0.247608
1033	8970	0.177623
1033	9055	0.814215
1033	9133	0.925062
1033	9212	0.750828
1033	9232	0.861699
1033	9334	0.110941
1033	9381	-0.073502
1033	9582	0.182502
1033	9663	0.012084
1033	9697	0.415531
1033	9768	0.868707
1033	9787	0.891545
1033	10024	0.844134
1033	10321	0.489502
1033	10346	0.000798
1033	10384	-0.071336
1033	10403	0.436572
1033	10561	-0.032494
1033	10562	0.364677
1033	10615	0.827454
1033	10964	-0.049266
1033	11004	0.903541
1033	11065	0.837271
1033	11119	0.003972
1033	11130	0.861945
1033	11274	-0.083836
1033	22885	0.220648
1033	22895	0.231704
1033	22936	0.490587
1033	22974	0.869322
1033	23231	0.40916
1033	23347	-0.110394
1033	23389	0.009149
1033	23495	0.46994
1033	23531	0.140627
1033	23586	-0.209857
1033	24138	-0.149313
1033	25832	-0.054237
1033	28834	0.385353
1033	29028	0.504383
1033	29089	0.839077
1033	29126	-0.077139
1033	29952	-0.079156
1033	51053	0.780051
1033	51191	-0.136983
1033	51203	0.824005
1033	51237	0.540186
1033	51303	0.459793
1033	51439	-0.0623
1033	51513	-0.235756
1033	51659	0.818764
1033	51673	-0.243726
1033	54407	0.102296
1033	54464	-0.005639
1033	54625	-0.141016
1033	54739	-0.081551
1033	54809	-0.088057
1033	54855	0.606712
1033	54877	-0.05375
1033	54900	0.320614
1033	54979	0.484508
1033	55008	-0.202731
1033	55165	0.805104
1033	55196	-0.007777
1033	55350	-0.231141
1033	55355	0.854594
1033	55454	0.149523
1033	55507	0.629914
1033	55601	-0.0422
1033	55789	0.841785
1033	55790	0.213458
1033	57162	-0.062439
1033	57674	-0.114062
1033	64105	0.417655
1033	64108	-0.054293
1033	64135	-0.145832
1033	64151	0.888534
1033	64407	0.12095
1033	65244	0.541371
1033	79056	0.021883
1033	79598	0.156519
1033	79682	0.73699
1033	79801	0.765217
1033	79971	-0.052264
1033	80267	0.126554
1033	80315	0.051708
1033	80830	-0.034952
1033	81027	0.169593
1033	81030	-0.098068
1033	81567	0.60008
1033	81618	0.552705
1033	83540	0.896099
1033	83666	-0.06893
1033	84057	0.838877
1033	84174	0.172268
1033	84333	-0.008473
1033	85363	-0.12598
1033	90355	0.291554
1033	90701	0.55458
1033	91319	0.525629
1033	91543	-0.066583
1033	92906	0.189809
1033	93100	0.03515
1033	94240	0.060937
1033	113130	0.850848
1033	114908	-0.063738
1033	115361	-0.05538
1033	115362	0.035516
1033	116071	-0.005581
1033	120892	0.023246
1033	122509	0.533173
1033	129607	-0.067722
1033	130589	-0.084591
1033	135112	0.004326
1033	140609	0.052751
1033	147339	0.031741
1033	147807	-0.049148
1033	151636	-0.181194
1033	153222	-0.058257
1033	162394	-0.070995
1033	219285	-0.029326
1033	219537	-0.041109
1033	219988	-0.031665
1033	254225	0.014352
1033	257019	0.180633
1033	348262	-0.047253
1033	374291	-0.021988
1033	375298	-0.227512
1033	387882	0.259281
1033	440068	-0.02367
1033	441864	0.392112
1033	444882	0.020857
1033	445815	0.247859
1033	494143	0.621255
1033	728358	0.420665
1033	100132406	-0.011096
1033	100133941	0.465231
1033	100169751	0.197247
1033	100169753	0.197247
1033	100169754	0.197247
1033	100169755	0.197247
1033	100169756	0.197247
1033	100169757	0.197247
1033	100169758	0.197247
1033	100169759	0.197247
1033	100169760	-0.019196
1033	100169761	0.197247
1033	100169762	0.197247
1033	100169763	0.197247
1033	100169764	0.197247
1033	100169765	0.197247
1033	100169766	0.197247
1033	100169767	0.197247
1033	100169768	0.197247
1033	100423062	0.495752
1033	100820829	0.295581
1033	100913187	-0.033961
1033	101060226	0.008335
1033	109864272	-0.01307
1088	1088	1.0
1088	1118	0.788651
1088	1397	-0.18463
1088	1511	0.878617
1088	1667	0.864058
1088	1668	0.68681
1088	1669	0.930069
1088	1718	0.160108
1088	1719	0.428974
1088	1869	0.194438
1088	1950	0.051975
1088	1955	0.12285
1088	1997	-0.051382
1088	2162	0.091859
1088	2215	0.061953
1088	2237	0.273356
1088	2529	-0.070874
1088	2537	-0.161544
1088	2633	-0.144734
1088	2635	-0.220404
1088	2731	0.038475
1088	3017	-0.029476
1088	3039	0.078904
1088	3040	0.012639
1088	3043	0.116648
1088	3161	0.374883
1088	3429	-0.038085
1088	3433	-0.174534
1088	3434	-0.141912
1088	3437	-0.157711
1088	3493	0.109123
1088	3494	0.107713
1088	3500	0.243874
1088	3501	0.211139
1088	3502	0.219641
1088	3503	0.188337
1088	3507	0.018849
1088	3512	0.116894
1088	3514	0.143972
1088	3537	0.117732
1088	3538	0.188979
1088	3539	0.135611
1088	3656	-0.003954
1088	3662	-0.088448
1088	3690	0.23913
1088	3832	0.472406
1088	3833	0.511314
1088	3925	0.364403
1088	3934	0.902471
1088	3998	-0.040545
1088	4051	0.194
1088	4057	0.948373
1088	4061	-0.14384
1088	4171	0.442843
1088	4173	0.337388
1088	4175	0.221068
1088	4288	0.506514
1088	4311	0.111017
1088	4317	0.854019
1088	4353	0.908665
1088	4599	-0.153035
1088	4605	0.266127
1088	4680	0.957669
1088	4713	-0.100609
1088	4938	-0.177206
1088	4939	-0.197021
1088	4940	-0.114103
1088	4973	0.917603
1088	5273	0.836238
1088	5414	-0.07962
1088	5450	0.03383
1088	5577	0.127913
1088	5610	-0.048307
1088	5806	0.815601
1088	6035	0.003464
1088	6036	0.328078
1088	6037	0.755651
1088	6241	0.398068
1088	6319	0.581835
1088	6518	0.771093
1088	6614	-0.221388
1088	6675	-0.024112
1088	6678	0.143628
1088	6772	-0.129188
1088	6773	-0.21809
1088	6782	-0.046408
1088	6868	0.061537
1088	6923	-0.069809
1088	6941	0.366129
1088	6947	0.921653
1088	7083	0.425131
1088	7153	0.486486
1088	7184	-0.041609
1088	7298	0.593428
1088	7345	0.198158
1088	8318	0.418639
1088	8339	0.119163
1088	8343	-0.013273
1088	8345	-0.129193
1088	8347	-0.075564
1088	8348	-0.038425
1088	8365	-0.040728
1088	8460	0.238291
1088	8638	-0.09615
1088	8698	-0.004393
1088	8809	0.181733
1088	8819	0.145626
1088	8836	0.320663
1088	8876	0.297809
1088	8900	0.101386
1088	8916	-0.003346
1088	8926	0.009176
1088	8970	-0.012259
1088	9055	0.624267
1088	9133	0.45786
1088	9212	0.431754
1088	9232	0.311571
1088	9334	0.215929
1088	9381	-0.081992
1088	9582	-0.044684
1088	9663	0.089908
1088	9697	-0.013173
1088	9768	0.535622
1088	9787	0.419729
1088	10024	0.475694
1088	10321	0.941976
1088	10346	-0.063319
1088	10384	-0.253708
1088	10403	0.074112
1088	10561	-0.133964
1088	10562	0.819427
1088	10615	0.383542
1088	10964	-0.138117
1088	11004	0.505682
1088	11065	0.500894
1088	11119	-0.131873
1088	11130	0.330949
1088	11274	-0.193694
1088	22885	0.208617
1088	22895	0.222537
1088	22936	0.100535
1088	22974	0.535343
1088	23231	-0.046518
1088	23347	-0.103131
1088	23389	0.008456
1088	23495	-0.010056
1088	23531	-0.011683
1088	23586	-0.23228
1088	24138	-0.193622
1088	25832	-0.065489
1088	28834	0.087853
1088	29028	0.249228
1088	29089	0.317463
1088	29126	-0.102729
1088	29952	-0.164402
1088	51053	0.253118
1088	51191	-0.161994
1088	51203	0.503298
1088	51237	0.124411
1088	51303	-0.044219
1088	51439	-0.043508
1088	51513	-0.271063
1088	51659	0.428658
1088	51673	-0.331425
1088	54407	0.061978
1088	54464	-0.102934
1088	54625	-0.178085
1088	54739	-0.198789
1088	54809	-0.201548
1088	54855	0.158611
1088	54877	-0.105747
1088	54900	-0.14204
1088	54979	-0.096392
1088	55008	-0.237821
1088	55165	0.392033
1088	55196	0.01828
1088	55350	-0.190573
1088	55355	0.481093
1088	55454	0.170557
1088	55507	0.0482
1088	55601	-0.171536
1088	55789	0.397097
1088	55790	0.250684
1088	57162	0.027713
1088	57674	-0.161494
1088	64105	0.181984
1088	64108	-0.199926
1088	64135	-0.227104
1088	64151	0.415719
1088	64407	0.048939
1088	65244	0.020643
1088	79056	-0.013954
1088	79598	0.057929
1088	79682	0.35676
1088	79801	0.250667
1088	79971	-0.001434
1088	80267	0.002432
1088	80315	0.025856
1088	80830	-0.178464
1088	81027	0.073464
1088	81030	-0.159807
1088	81567	0.134154
1088	81618	0.102939
1088	83540	0.415911
1088	83666	-0.129324
1088	84057	0.427482
1088	84174	-0.028294
1088	84333	-0.190543
1088	85363	-0.151571
1088	90355	0.298344
1088	90701	-0.067083
1088	91319	0.084712
1088	91543	-0.135847
1088	92906	0.07825
1088	93100	0.084658
1088	94240	-0.078166
1088	113130	0.485427
1088	114908	-0.148836
1088	115361	-0.165595
1088	115362	-0.092376
1088	116071	-0.117379
1088	120892	0.033115
1088	122509	0.162101
1088	129607	-0.142543
1088	130589	-0.154133
1088	135112	-0.071433
1088	140609	-0.021546
1088	147339	0.026536
1088	147807	-0.035733
1088	151636	-0.210409
1088	153222	0.009178
1088	162394	-0.215166
1088	219285	-0.15883
1088	219537	-0.109917
1088	219988	-0.026288
1088	254225	-0.052965
1088	257019	0.063207
1088	348262	-0.076994
1088	374291	-0.126896
1088	375298	-0.131795
1088	387882	-0.109038
1088	440068	-0.08402
1088	441864	0.842787
1088	444882	-0.042063
1088	445815	-0.133196
1088	494143	0.033831
1088	728358	0.897738
1088	100132406	-0.073243
1088	100133941	0.906219
1088	100169751	0.171603
1088	100169753	0.171603
1088	100169754	0.171603
1088	100169755	0.171603
1088	100169756	0.171603
1088	100169757	0.171603
1088	100169758	0.171603
1088	100169759	0.171603
1088	100169760	-0.008939
1088	100169761	0.171603
1088	100169762	0.171603
1088	100169763	0.171603
1088	100169764	0.171603
1088	100169765	0.171603
1088	100169766	0.171603
1088	100169767	0.171603
1088	100169768	0.171603
1088	100423062	0.128506
1088	100820829	0.066874
1088	100913187	0.063846
1088	101060226	-0.024593
1088	109864272	-0.129551
1118	1118	1.0
1118	1397	-0.189322
1118	1511	0.707044
1118	1667	0.735699
1118	1668	0.555358
1118	1669	0.75429
1118	1718	0.131038
1118	1719	0.113087
1118	1869	0.165968
1118	1950	-0.16821
